Rank,Rating,Name,Class,Server,Win_Loss,Win_Perc
1001,1950,Rubmytoetemz,Shaman,Faerlina,94 - 60,61%
1001,1950,Demiaz,Shaman,Faerlina,83 - 65,56%
1007,1949,Drossx,Warlock,Faerlina,62 - 34,65%
1007,1949,Dpsenjoyer,Paladin,Faerlina,62 - 34,65%
1007,1949,Ashmanx,Priest,Faerlina,62 - 34,65%
1007,1949,Dardok,DeathKnight,Benediction,91 - 50,65%
1007,1949,Skryptz,Shaman,Whitemane,189 - 159,54%
1012,1948,Ondaset,Shaman,Benediction,80 - 42,66%
1012,1948,Anlore,Priest,Whitemane,75 - 44,63%
1012,1948,Gangletronik,Shaman,Eranikus,130 - 92,59%
1012,1948,Thovex,Hunter,Atiesh,105 - 95,52%
1016,1947,Zense,Shaman,Faerlina,53 - 27,66%
1016,1947,Karvinen,Paladin,Benediction,74 - 40,65%
1016,1947,Drhealfresh,Priest,Grobbulus,133 - 89,60%
1019,1946,Killaks,Paladin,Whitemane,66 - 40,62%
1019,1946,Nedinator,Priest,Atiesh,67 - 47,59%
1019,1946,Skremx,Warlock,Benediction,59 - 42,58%
1019,1946,Destructive,Warlock,Benediction,102 - 75,58%
1019,1946,Bubzi,Priest,Faerlina,67 - 50,57%
1019,1946,Urpore,Druid,Faerlina,72 - 54,57%
1019,1946,Shogui,Priest,Faerlina,116 - 91,56%
1019,1946,Beastaf,Shaman,Benediction,134 - 107,56%
1027,1945,Modernaburn,Priest,Mankrik,119 - 83,59%
1027,1945,Jaxsie,Shaman,Whitemane,75 - 54,58%
1027,1945,Neatxo,Paladin,Faerlina,156 - 113,58%
1027,1945,Athletetwo,Paladin,Faerlina,92 - 70,57%
1027,1945,Forpalestine,Shaman,Benediction,97 - 76,56%
1032,1944,Lowlifexo,Rogue,Faerlina,53 - 19,74%
1032,1944,Derekpls,Shaman,Benediction,68 - 26,72%
1032,1944,Quizlington,Shaman,Faerlina,77 - 38,67%
1032,1944,Keatordk,DeathKnight,Whitemane,113 - 80,59%
1032,1944,Gamerlfwork,Shaman,Grobbulus,169 - 125,57%
1037,1943,Brucewayner,Hunter,Benediction,44 - 14,76%
1037,1943,Jetnoobx,Priest,Eranikus,122 - 77,61%
1037,1943,Xmo,Mage,Whitemane,83 - 63,57%
1040,1942,Bushlord,Priest,Faerlina,55 - 31,64%
1040,1942,Rbtz,Shaman,Faerlina,57 - 33,63%
1040,1942,Biotox,DeathKnight,Faerlina,46 - 28,62%
1040,1942,Xpertease,Priest,Benediction,76 - 64,54%
1040,1942,Yeabuddy,Shaman,Eranikus,149 - 131,53%
1040,1942,Marfione,,Whitemane,66 - 62,52%
1040,1942,Acidgg,Shaman,Benediction,42 - 40,51%
1047,1941,Snutzy,Rogue,Faerlina,49 - 10,83%
1047,1941,Dalaoer,Shaman,Whitemane,94 - 52,64%
1047,1941,Healsforrent,Paladin,Eranikus,103 - 73,59%
1047,1941,Bigjut,DeathKnight,Faerlina,102 - 75,58%
1047,1941,Takemymoney,Warrior,Benediction,100 - 77,56%
1047,1941,Antagonize,Warlock,Eranikus,110 - 98,53%
1047,1941,Phauxlol,DeathKnight,Whitemane,96 - 89,52%
1054,1940,Dratstill,Mage,Benediction,79 - 39,67%
1054,1940,Gelox,Druid,Benediction,76 - 42,64%
1054,1940,Minxin,Priest,Grobbulus,64 - 39,62%
1054,1940,Kairwind,Druid,Faerlina,141 - 136,51%
1058,1939,Zeedoggx,Priest,Faerlina,60 - 23,72%
1058,1939,Sxo,Warrior,Mankrik,59 - 24,71%
1058,1939,Phifedk,DeathKnight,Mankrik,59 - 24,71%
1058,1939,Nephxd,Paladin,Grobbulus,105 - 56,65%
1058,1939,Crispzp,Priest,Benediction,90 - 59,60%
1058,1939,Cannei,Shaman,Benediction,108 - 83,57%
1058,1939,Ashidox,Rogue,Sulfuras,127 - 99,56%
1058,1939,Ecma,Shaman,Whitemane,189 - 165,53%
1066,1938,Therandom,Paladin,Eranikus,66 - 18,79%
1066,1938,Squeezinhog,Priest,Faerlina,87 - 60,59%
1068,1937,Flowstates,Druid,Benediction,64 - 36,64%
1068,1937,Purgegodx,Shaman,Grobbulus,51 - 29,64%
1068,1937,Supatease,Druid,Faerlina,66 - 44,60%
1071,1936,Chainshockhk,Shaman,Faerlina,93 - 61,60%
1071,1936,Zns,Warrior,Benediction,44 - 29,60%
1071,1936,Leegma,Paladin,Pagle,130 - 109,54%
1071,1936,Zachswaifu,Paladin,Pagle,95 - 81,54%
1075,1935,Madamenora,DeathKnight,Faerlina,71 - 26,73%
1075,1935,Inspectrdeck,Warlock,Faerlina,55 - 27,67%
1075,1935,Tombrady,Priest,Faerlina,48 - 27,64%
1075,1935,Hamsterboat,Warrior,Faerlina,80 - 48,62%
1075,1935,Shoetoy,Paladin,Faerlina,69 - 51,58%
1075,1935,Socktap,Paladin,Faerlina,63 - 50,56%
1075,1935,Methionine,Priest,Pagle,90 - 94,49%
1075,1935,Jollyjumpi,Priest,Faerlina,88 - 96,48%
1083,1934,Thingwings,Paladin,Pagle,61 - 25,71%
1083,1934,Psyfer,Shaman,Benediction,59 - 28,68%
1083,1934,Wellhard,Paladin,Faerlina,80 - 46,63%
1083,1934,Pâiñ,Warrior,Benediction,75 - 53,59%
1083,1934,Lip,Warlock,Skyfury,97 - 71,58%
1083,1934,Xamblii,Paladin,Eranikus,130 - 104,56%
1083,1934,Meechy,Shaman,Eranikus,226 - 194,54%
1090,1933,Saintcob,Priest,Benediction,108 - 56,66%
1090,1933,Ajnyn,Rogue,Faerlina,85 - 53,62%
1090,1933,Hartes,Warrior,Pagle,193 - 154,56%
1090,1933,Answergay,Warrior,Whitemane,70 - 57,55%
1094,1932,Hypezy,Druid,Benediction,85 - 27,76%
1094,1932,Sadderday,DeathKnight,Benediction,77 - 37,68%
1094,1932,Cryogeniks,Mage,Faerlina,78 - 48,62%
1094,1932,Trezzy,Druid,Eranikus,45 - 29,61%
1094,1932,Sendhelp,Paladin,Whitemane,111 - 80,58%
1094,1932,Hundski,Priest,Sulfuras,133 - 97,58%
1094,1932,Tangoxd,Warlock,Faerlina,137 - 107,56%
1094,1932,Skittywizard,Mage,Benediction,79 - 65,55%
1094,1932,Homiebologna,Priest,Eranikus,109 - 93,54%
1103,1931,Nobroblem,Warrior,Benediction,76 - 36,68%
1103,1931,Disczilla,Priest,Benediction,109 - 58,65%
1103,1931,Tpala,Paladin,Faerlina,80 - 44,65%
1103,1931,Pancakës,Priest,Faerlina,76 - 47,62%
1103,1931,Howdyboy,Shaman,Benediction,96 - 60,62%
1103,1931,Jakkan,Hunter,Faerlina,103 - 68,60%
1103,1931,Zacefron,Shaman,Whitemane,130 - 93,58%
1103,1931,Bolipop,Warlock,Benediction,77 - 56,58%
1103,1931,Mindbrast,Priest,Faerlina,80 - 67,54%
1103,1931,Xxsexxy,DeathKnight,Pagle,50 - 42,54%
1103,1931,Jinso,Warrior,Benediction,72 - 64,53%
1103,1931,Papacap,Mage,Sulfuras,317 - 370,46%
1115,1930,Roxxybolts,Warlock,Eranikus,55 - 27,67%
1115,1930,Noprieest,Paladin,Faerlina,170 - 122,58%
1115,1930,Colbtacular,Mage,Skyfury,72 - 66,52%
1118,1929,Woodgnomes,Druid,Benediction,38 - 10,79%
1118,1929,Kangarux,Warlock,Faerlina,50 - 23,68%
1118,1929,Dieagnose,Priest,Faerlina,64 - 38,63%
1118,1929,Methemedix,Priest,Whitemane,67 - 44,60%
1118,1929,Lothbbc,Paladin,Faerlina,125 - 84,60%
1118,1929,Dirtyworc,DeathKnight,Faerlina,121 - 90,57%
1118,1929,Tothw,Warrior,Benediction,207 - 155,57%
1118,1929,Skinnay,Hunter,Faerlina,105 - 85,55%
1118,1929,Missriver,Priest,Whitemane,115 - 97,54%
1118,1929,Mallz,Druid,Faerlina,119 - 118,50%
1118,1929,Twoclones,Druid,Faerlina,82 - 88,48%
1129,1928,Garbagefade,Paladin,Faerlina,60 - 13,82%
1129,1928,Oldnewb,Priest,Benediction,49 - 28,64%
1129,1928,Cucuywar,Warrior,Grobbulus,55 - 35,61%
1129,1928,Chainznplugz,DeathKnight,Faerlina,58 - 37,61%
1129,1928,Domerz,Hunter,Whitemane,122 - 93,57%
1129,1928,Djkatxo,Paladin,Sulfuras,136 - 106,56%
1129,1928,Wonderbreadx,Paladin,Benediction,38 - 36,51%
1136,1927,Treepal,Paladin,Faerlina,113 - 60,65%
1136,1927,Kishta,Warrior,Benediction,67 - 38,64%
1136,1927,Uandikillhim,Priest,Grobbulus,55 - 32,63%
1136,1927,Lýsix,Priest,Benediction,70 - 41,63%
1136,1927,Jukegodx,Paladin,Benediction,104 - 62,63%
1136,1927,Leotx,Priest,Benediction,96 - 60,62%
1136,1927,Eska,Shaman,Faerlina,82 - 52,61%
1136,1927,Garygolz,DeathKnight,Faerlina,108 - 72,60%
1136,1927,Someaty,Priest,Whitemane,103 - 83,55%
1136,1927,Trashcan,Warrior,Grobbulus,105 - 90,54%
1136,1927,Moltrail,Paladin,Faerlina,61 - 53,54%
1136,1927,Lant,Shaman,Faerlina,191 - 170,53%
1136,1927,Goobafish,Paladin,Faerlina,92 - 85,52%
1136,1927,Transbrenda,Priest,Benediction,65 - 62,51%
1150,1926,Novoz,Shaman,Benediction,45 - 15,75%
1150,1926,Proseph,DeathKnight,Grobbulus,72 - 38,65%
1150,1926,Pewtato,Warrior,Atiesh,41 - 24,63%
1150,1926,Rodmanthegd,Shaman,Eranikus,72 - 50,59%
1150,1926,Cajuncoffin,Shaman,Whitemane,56 - 39,59%
1150,1926,Imhao,Warlock,Faerlina,46 - 33,58%
1150,1926,Tjdotta,Warlock,Benediction,83 - 64,56%
1150,1926,Maradeth,DeathKnight,Grobbulus,135 - 114,54%
1150,1926,Sylviamemeda,Warlock,Whitemane,113 - 96,54%
1150,1926,Hollymilk,Paladin,Whitemane,134 - 118,53%
1160,1925,Drfonz,Paladin,Faerlina,71 - 40,64%
1160,1925,Alphonceqt,Paladin,Benediction,49 - 30,62%
1160,1925,Mkr,DeathKnight,Benediction,78 - 48,62%
1160,1925,Naughtydr,Priest,Skyfury,68 - 42,62%
1160,1925,Jordy,Priest,Whitemane,143 - 99,59%
1160,1925,Odumpal,Paladin,Whitemane,91 - 78,54%
1160,1925,Arkhamzs,Paladin,Benediction,100 - 87,53%
1160,1925,Skyscrapers,Warrior,Whitemane,92 - 82,53%
1168,1924,Thunder,Mage,Faerlina,55 - 28,66%
1168,1924,Yitters,Paladin,Benediction,62 - 37,63%
1168,1924,Somecoolname,Shaman,Skyfury,163 - 124,57%
1168,1924,Drselmentz,Paladin,Benediction,131 - 102,56%
1168,1924,Jcubx,Paladin,Benediction,108 - 87,55%
1168,1924,Ckratos,DeathKnight,Faerlina,213 - 183,54%
1168,1924,Enzii,Warrior,Benediction,84 - 77,52%
1175,1923,Jawgduh,DeathKnight,Faerlina,108 - 58,65%
1175,1923,Emagdnim,Warrior,Skyfury,45 - 33,58%
1175,1923,Oasli,Mage,Grobbulus,91 - 70,57%
1175,1923,Unholyjuan,DeathKnight,Benediction,170 - 134,56%
1179,1922,Enhswine,Shaman,Eranikus,72 - 31,70%
1179,1922,Waas,Paladin,Benediction,91 - 43,68%
1179,1922,Mimxyz,Paladin,Benediction,44 - 22,67%
1179,1922,Zmunevx,Priest,Benediction,97 - 55,64%
1179,1922,Boostedcláss,Paladin,Benediction,47 - 34,58%
1179,1922,Nyxlie,Druid,Benediction,76 - 57,57%
1179,1922,Pfd,Warlock,Faerlina,68 - 53,56%
1179,1922,Dagodeiros,Druid,Whitemane,117 - 92,56%
1179,1922,Zedantag,DeathKnight,Whitemane,167 - 135,55%
1188,1921,Burñ,Warlock,Whitemane,42 - 17,71%
1188,1921,Ignoth,Warrior,Benediction,75 - 39,66%
1188,1921,Hahadietrash,Warlock,Grobbulus,151 - 94,62%
1188,1921,Dragonballgt,Warrior,Benediction,99 - 62,61%
1188,1921,Pandaleepal,Paladin,Benediction,85 - 62,58%
1188,1921,Kvn,Warrior,Faerlina,151 - 122,55%
1188,1921,Soulruler,Warlock,Whitemane,112 - 92,55%
1195,1920,Ðzd,DeathKnight,Benediction,68 - 27,72%
1195,1920,Wizkxgiantz,Priest,Benediction,62 - 26,70%
1195,1920,Dillphin,Hunter,Benediction,60 - 33,65%
1195,1920,Cocoapuffs,Hunter,Faerlina,90 - 50,64%
1195,1920,Cryogenix,Mage,Benediction,40 - 31,56%
1195,1920,Morphinkids,Mage,Whitemane,173 - 190,48%
1195,1920,Ploh,Warrior,Eranikus,66 - 74,47%
1202,1919,Plebina,Priest,Skyfury,92 - 42,69%
1202,1919,Jaybay,Mage,Skyfury,92 - 42,69%
1202,1919,Avalu,Shaman,Skyfury,92 - 42,69%
1202,1919,Plug,Paladin,Skyfury,92 - 42,69%
1202,1919,Duhbeefcake,Druid,Whitemane,53 - 34,61%
1202,1919,Dewmeqt,Warlock,Sulfuras,109 - 71,61%
1202,1919,Dultex,Warrior,Whitemane,78 - 53,60%
1202,1919,Spitz,Warrior,Faerlina,72 - 50,59%
1202,1919,Applewoody,Paladin,Grobbulus,82 - 58,59%
1202,1919,Tellinx,Mage,Benediction,133 - 100,57%
1202,1919,Imon,Paladin,Benediction,128 - 101,56%
1202,1919,Grevo,Warrior,Benediction,90 - 75,55%
1202,1919,Loumba,Warlock,Faerlina,122 - 109,53%
1202,1919,Karrie,Druid,Grobbulus,129 - 118,52%
1202,1919,Tragman,Shaman,Grobbulus,129 - 118,52%
1202,1919,Cutething,Paladin,Grobbulus,129 - 118,52%
1202,1919,Vercz,Warrior,Grobbulus,130 - 120,52%
1219,1918,Ìdktbh,Mage,Faerlina,46 - 19,71%
1219,1918,Peach,Paladin,Skyfury,86 - 39,69%
1219,1918,Birdg,DeathKnight,Benediction,55 - 25,69%
1219,1918,Àcx,Paladin,Benediction,62 - 34,65%
1219,1918,Mabreybaby,Warrior,Faerlina,72 - 45,62%
1219,1918,Jemis,Shaman,Whitemane,75 - 52,59%
1219,1918,Hadict,Priest,Benediction,68 - 50,58%
1219,1918,Valrion,Paladin,Skyfury,70 - 62,53%
1219,1918,Fluxybubbles,Paladin,Faerlina,81 - 75,52%
1228,1917,Na,Paladin,Benediction,49 - 28,64%
1228,1917,Bruceleedk,DeathKnight,Faerlina,66 - 39,63%
1228,1917,Stanwick,Warrior,Grobbulus,92 - 56,62%
1228,1917,Mondayz,Druid,Benediction,88 - 58,60%
1228,1917,Hazeyy,Mage,Whitemane,102 - 72,59%
1228,1917,Lupacob,Priest,Grobbulus,104 - 81,56%
1228,1917,Gôdz,Mage,Sulfuras,73 - 62,54%
1228,1917,Shockabob,Shaman,Pagle,206 - 188,52%
1228,1917,Smumu,Priest,Whitemane,92 - 109,46%
1237,1916,Bakko,Warlock,Eranikus,145 - 63,70%
1237,1916,Thinkerton,Shaman,Eranikus,161 - 73,69%
1237,1916,Gotchax,Warrior,Faerlina,64 - 33,66%
1237,1916,Staystrongxo,Shaman,Benediction,76 - 49,61%
1237,1916,Treban,Druid,Faerlina,87 - 58,60%
1237,1916,Smgx,DeathKnight,Faerlina,59 - 45,57%
1237,1916,Durianxpress,Paladin,Faerlina,133 - 105,56%
1237,1916,Noodlebolt,,Eranikus,109 - 91,54%
1237,1916,Carrymelol,Rogue,Faerlina,91 - 77,54%
1237,1916,Ryzoh,Priest,Faerlina,84 - 73,54%
1237,1916,Poupy,Paladin,Faerlina,84 - 73,54%
1248,1915,Paygurl,Paladin,Benediction,49 - 26,65%
1248,1915,Shaquille,Shaman,Faerlina,53 - 34,61%
1248,1915,Critiusxd,DeathKnight,Benediction,46 - 31,60%
1248,1915,Nerfedclass,DeathKnight,Benediction,126 - 102,55%
1248,1915,Stradey,Priest,Faerlina,198 - 161,55%
1253,1914,Dacaster,Priest,Grobbulus,151 - 40,79%
1253,1914,Purkinji,Mage,Benediction,60 - 26,70%
1253,1914,Drevzahar,Priest,Faerlina,73 - 35,68%
1253,1914,Flubbytubby,Warrior,Faerlina,67 - 37,64%
1253,1914,Supernips,Shaman,Faerlina,65 - 36,64%
1253,1914,Cascadianx,Warrior,Grobbulus,63 - 38,62%
1253,1914,Topnotched,Priest,Whitemane,53 - 35,60%
1253,1914,Cakesandwich,Priest,Whitemane,103 - 78,57%
1253,1914,Beebsie,Druid,Benediction,125 - 106,54%
1262,1913,Bimvx,Priest,Grobbulus,109 - 49,69%
1262,1913,Realfiction,Paladin,Grobbulus,113 - 61,65%
1262,1913,Icymacha,Priest,Whitemane,146 - 98,60%
1262,1913,Váyden,Priest,Pagle,116 - 90,56%
1262,1913,Tjofmagic,Mage,Benediction,96 - 81,54%
1267,1912,Miraclë,Warrior,Benediction,70 - 31,69%
1267,1912,Thasta,Warlock,Faerlina,64 - 32,67%
1267,1912,Djratchetho,Druid,Faerlina,64 - 36,64%
1267,1912,Liloracle,Shaman,Whitemane,83 - 58,59%
1267,1912,Goldgoy,Hunter,Faerlina,55 - 39,59%
1272,1911,Baileykeen,Paladin,Benediction,80 - 43,65%
1272,1911,Headstash,Priest,Eranikus,135 - 89,60%
1272,1911,Socrapleas,Paladin,Whitemane,106 - 72,60%
1272,1911,Coiled,Warlock,Grobbulus,89 - 79,53%
1276,1910,Minxkin,Druid,Grobbulus,65 - 35,65%
1276,1910,Lon,Priest,Whitemane,85 - 51,62%
1276,1910,Ruhh,Warrior,Benediction,87 - 59,60%
1276,1910,Noxishock,Shaman,Sulfuras,103 - 81,56%
1276,1910,Pending,Priest,Faerlina,76 - 71,52%
1281,1909,Icube,Priest,Faerlina,76 - 35,68%
1281,1909,Rindolo,Shaman,Eranikus,48 - 24,67%
1281,1909,Bubblebenny,Paladin,Faerlina,71 - 40,64%
1281,1909,Grammaxan,Paladin,Atiesh,125 - 80,61%
1281,1909,Thingtwox,Shaman,Sulfuras,125 - 100,56%
1281,1909,Imweasel,Priest,Whitemane,103 - 96,52%
1287,1908,Allidd,Druid,Faerlina,79 - 53,60%
1287,1908,Despairmage,Paladin,Whitemane,167 - 114,59%
1287,1908,Washedupx,Warlock,Faerlina,154 - 125,55%
1287,1908,Ustaogulu,DeathKnight,Pagle,57 - 54,51%
1287,1908,Zuggrnöt,Paladin,Whitemane,315 - 301,51%
1292,1907,Dembezuma,Priest,Benediction,109 - 61,64%
1292,1907,Tunasubx,Priest,Faerlina,66 - 48,58%
1292,1907,Sleepÿ,Priest,Benediction,59 - 43,58%
1292,1907,Camelita,Shaman,Benediction,162 - 128,56%
1292,1907,Skinnay,Hunter,Benediction,60 - 50,55%
1292,1907,Colinn,Warrior,Benediction,62 - 53,54%
1298,1906,Tickix,Priest,Faerlina,39 - 14,74%
1298,1906,Greggs,Shaman,Benediction,69 - 53,57%
1298,1906,Amhn,Mage,Whitemane,121 - 98,55%
1298,1906,Suks,Paladin,Sulfuras,154 - 125,55%
1298,1906,Clawls,Druid,Sulfuras,155 - 126,55%
1298,1906,Ezoth,Paladin,Faerlina,92 - 76,55%
1298,1906,Farttotem,Shaman,Sulfuras,112 - 95,54%
1298,1906,Vyv,Mage,Grobbulus,121 - 113,52%
1306,1905,Andrewluck,Priest,Benediction,57 - 28,67%
1306,1905,Worstsham,Shaman,Grobbulus,97 - 51,66%
1306,1905,Snck,DeathKnight,Benediction,105 - 62,63%
1306,1905,Sethxxl,,Benediction,123 - 74,62%
1306,1905,Lomachenko,Warrior,Whitemane,101 - 73,58%
1311,1904,Otheranothr,DeathKnight,Faerlina,35 - 10,78%
1311,1904,Soonza,Priest,Whitemane,67 - 31,68%
1311,1904,Boptarts,Paladin,Benediction,64 - 35,65%
1314,1903,Zégna,Shaman,Benediction,72 - 34,68%
1314,1903,Raazorlock,Warlock,Benediction,91 - 48,65%
1314,1903,Gawdzillaa,Warrior,Mankrik,119 - 73,62%
1314,1903,Lockajewbaca,Warlock,Whitemane,58 - 36,62%
1314,1903,Tindermilf,,Benediction,74 - 50,60%
1314,1903,Neverquitter,Shaman,Grobbulus,59 - 40,60%
1314,1903,Elosfotm,Shaman,Benediction,36 - 27,57%
1314,1903,Kitza,Priest,Benediction,63 - 53,54%
1314,1903,Yussim,DeathKnight,Whitemane,103 - 90,53%
1314,1903,Icemacha,Warrior,Whitemane,103 - 90,53%
1314,1903,Ohjaydidit,Priest,Eranikus,168 - 166,50%
1325,1902,Scardx,Druid,Benediction,45 - 21,68%
1325,1902,Poolparti,Warrior,Benediction,77 - 44,64%
1325,1902,Womp,Shaman,Skyfury,99 - 58,63%
1325,1902,Bugatti,Priest,Skyfury,106 - 63,63%
1325,1902,Rockaltseven,Paladin,Benediction,90 - 55,62%
1325,1902,Vaccinated,Priest,Grobbulus,69 - 44,61%
1325,1902,Workbenchs,Hunter,Sulfuras,75 - 58,56%
1325,1902,Weedeater,Paladin,Eranikus,125 - 102,55%
1325,1902,Raiseup,Priest,Grobbulus,86 - 85,50%
1325,1902,Caputz,Warlock,Sulfuras,96 - 96,50%
1325,1902,Hiimhunter,Mage,Benediction,306 - 348,47%
1336,1901,Italián,Priest,Benediction,44 - 22,67%
1336,1901,Infinitylol,Paladin,Benediction,77 - 41,65%
1336,1901,Prendeepassa,Shaman,Benediction,57 - 35,62%
1336,1901,Tephhatesme,Warrior,Whitemane,123 - 88,58%
1336,1901,Mudbud,Warrior,Grobbulus,74 - 54,58%
1336,1901,Âi,Warrior,Whitemane,55 - 42,57%
1336,1901,Lalaldin,Paladin,Sulfuras,82 - 63,57%
1336,1901,Veinzadin,Paladin,Whitemane,131 - 103,56%
1336,1901,Totemclass,Shaman,Faerlina,210 - 166,56%
1336,1901,Paperchaserx,Shaman,Pagle,91 - 74,55%
1336,1901,Nomtombat,Shaman,Whitemane,185 - 152,55%
1336,1901,Ygrittee,Priest,Whitemane,136 - 116,54%
1336,1901,Rummulus,DeathKnight,Whitemane,179 - 153,54%
1336,1901,Cunningb,Mage,Benediction,66 - 62,52%
1336,1901,Vene,DeathKnight,Benediction,88 - 83,51%
1336,1901,Bernheals,Priest,Benediction,152 - 169,47%
1352,1900,Darqui,Paladin,Benediction,63 - 33,66%
1352,1900,Pattysz,Priest,Benediction,54 - 38,59%
1352,1900,Ggnoob,Hunter,Faerlina,71 - 51,58%
1352,1900,Ntp,Priest,Benediction,64 - 46,58%
1352,1900,Erictcleric,Priest,Benediction,93 - 69,57%
1352,1900,Gelatoruntz,Warrior,Faerlina,56 - 42,57%
1352,1900,Ilikeusepqr,Warrior,Benediction,52 - 41,56%
1352,1900,Bwomsandï,Druid,Faerlina,75 - 70,52%
1352,1900,Sencha,Priest,Whitemane,88 - 88,50%
1352,1900,Dbabie,DeathKnight,Whitemane,168 - 183,48%
1362,1899,Spagoob,Mage,Benediction,87 - 42,67%
1362,1899,Doublecross,Mage,Eranikus,102 - 51,67%
1362,1899,Gsô,Shaman,Benediction,77 - 49,61%
1362,1899,Froggah,Priest,Grobbulus,164 - 122,57%
1362,1899,Caihead,Warlock,Whitemane,66 - 50,57%
1362,1899,Skunkerz,Paladin,Faerlina,151 - 117,56%
1362,1899,Metonic,Priest,Faerlina,123 - 106,54%
1362,1899,Melange,Warrior,Benediction,87 - 81,52%
1362,1899,Speedyxx,Druid,Pagle,99 - 97,51%
1362,1899,Thundergòd,Shaman,Whitemane,152 - 162,48%
1372,1898,Coachguardtv,,Eranikus,45 - 24,65%
1372,1898,Sinlyr,Shaman,Faerlina,118 - 67,64%
1372,1898,Boombox,Paladin,Skyfury,81 - 50,62%
1372,1898,Sweetnip,Paladin,Benediction,77 - 51,60%
1372,1898,Vnw,Warrior,Benediction,87 - 68,56%
1372,1898,Sludgebomb,Warrior,Atiesh,127 - 116,52%
1372,1898,Dabmarino,Warrior,Skyfury,68 - 65,51%
1372,1898,Euphyecine,Druid,Atiesh,170 - 166,51%
1372,1898,Pricus,Paladin,Whitemane,197 - 202,49%
1381,1897,Gbolt,Warlock,Faerlina,39 - 11,78%
1381,1897,Woolixd,Shaman,Benediction,85 - 32,73%
1381,1897,Whisa,Shaman,Pagle,59 - 28,68%
1381,1897,Mersi,Paladin,Skyfury,68 - 41,62%
1381,1897,Jimmytwofeet,Mage,Benediction,98 - 61,62%
1381,1897,Frozenhart,DeathKnight,Eranikus,129 - 102,56%
1381,1897,Poogazgnome,Mage,Benediction,102 - 92,53%
1381,1897,Sabiklol,Rogue,Benediction,67 - 62,52%
1381,1897,Unvaxxedchad,Shaman,Benediction,102 - 95,52%
1381,1897,Creamsalagi,Priest,Benediction,102 - 95,52%
1381,1897,Pme,Warlock,Benediction,102 - 95,52%
1392,1896,Kinkysdk,DeathKnight,Grobbulus,85 - 42,67%
1392,1896,Dweebstomper,Priest,Faerlina,59 - 31,66%
1392,1896,Hellostfu,Shaman,Benediction,101 - 63,62%
1392,1896,Bishuman,Shaman,Whitemane,42 - 27,61%
1392,1896,Khãl,DeathKnight,Sulfuras,128 - 101,56%
1392,1896,Cøncieted,Druid,Eranikus,75 - 61,55%
1392,1896,Urelz,Priest,Faerlina,166 - 144,54%
1392,1896,Dogeta,Shaman,Atiesh,70 - 62,53%
1392,1896,Laodayer,Mage,Whitemane,166 - 166,50%
1401,1895,Angelism,Warrior,Eranikus,87 - 46,65%
1401,1895,Chaewon,DeathKnight,Benediction,102 - 66,61%
1401,1895,Gganthem,Warrior,Benediction,49 - 32,60%
1401,1895,Bubballos,Priest,Faerlina,101 - 72,58%
1401,1895,Echostagex,Shaman,Whitemane,119 - 88,57%
1401,1895,Oneíros,Warrior,Faerlina,84 - 67,56%
1401,1895,Kleaned,Warlock,Grobbulus,34 - 29,54%
1401,1895,Darkdwarf,Priest,Sulfuras,118 - 107,52%
1401,1895,Bigpapapump,Shaman,Eranikus,135 - 125,52%
1401,1895,Arini,Priest,Whitemane,366 - 376,49%
1411,1894,Garbageshamn,Shaman,Benediction,76 - 45,63%
1411,1894,Teaspewn,Warlock,Grobbulus,82 - 53,61%
1411,1894,Cressyda,Priest,Eranikus,60 - 43,58%
1411,1894,Rman,Shaman,Whitemane,78 - 60,57%
1411,1894,Meetbawl,Shaman,Sulfuras,130 - 104,56%
1411,1894,Jujuesq,Priest,Faerlina,97 - 78,55%
1411,1894,Twofoodz,Mage,Benediction,142 - 141,50%
1418,1893,Settlelol,Shaman,Benediction,57 - 28,67%
1418,1893,Howlérs,Paladin,Benediction,90 - 52,63%
1418,1893,Fætal,Warlock,Benediction,75 - 46,62%
1418,1893,Twothirdstvx,Shaman,Faerlina,110 - 71,61%
1418,1893,Rakiond,DeathKnight,Benediction,92 - 62,60%
1418,1893,Bleedingnips,Shaman,Faerlina,200 - 172,54%
1418,1893,Suppaixmizu,DeathKnight,Pagle,79 - 68,54%
1418,1893,Fashotiny,Shaman,Faerlina,127 - 120,51%
1426,1892,Yeshoney,Shaman,Benediction,57 - 23,71%
1426,1892,Noddedoff,Priest,Whitemane,73 - 46,61%
1426,1892,Ingansagi,Paladin,Benediction,76 - 49,61%
1426,1892,Vultrex,Druid,Grobbulus,253 - 192,57%
1426,1892,Ozsaka,Paladin,Whitemane,146 - 125,54%
1431,1891,Yungounce,Shaman,Benediction,44 - 21,68%
1431,1891,Femboyirl,Warrior,Atiesh,66 - 44,60%
1431,1891,Springcloud,Warlock,Whitemane,59 - 43,58%
1431,1891,Permaqt,Druid,Sulfuras,73 - 59,55%
1431,1891,Rznn,Shaman,Pagle,115 - 97,54%
1431,1891,Fatguyvirgin,Shaman,Benediction,96 - 89,52%
1431,1891,Tsumo,Priest,Whitemane,133 - 127,51%
1438,1890,Blkwill,Priest,Faerlina,65 - 31,68%
1438,1890,Drsocks,Druid,Eranikus,80 - 45,64%
1438,1890,Laithyo,DeathKnight,Faerlina,165 - 117,59%
1438,1890,Pënny,Warlock,Whitemane,62 - 45,58%
1438,1890,Korenica,Priest,Grobbulus,82 - 60,58%
