Rank,Rating,Name,Class,Server,Win_Loss,Win_Perc
41,2357,Qt,Priest,Grobbulus,187 - 120,61%
41,2357,Dinkysteve,Warlock,Grobbulus,276 - 181,60%
43,2356,Folkron,Warrior,Faerlina,97 - 36,73%
43,2356,Wooshy,Priest,Faerlina,105 - 56,65%
43,2356,Cococream,Shaman,Grobbulus,126 - 78,62%
46,2350,Willertonz,Shaman,Faerlina,153 - 81,65%
47,2349,Moopzy,Mage,Faerlina,117 - 68,63%
47,2349,Killtacularz,Paladin,Grobbulus,152 - 91,63%
49,2346,Kangaru,Shaman,Faerlina,189 - 105,64%
49,2346,Phatload,Warlock,Faerlina,207 - 123,63%
49,2346,Jchan,Mage,Benediction,272 - 183,60%
52,2345,Ðyllbo,Paladin,Faerlina,161 - 73,69%
52,2345,Earpugsqt,Priest,Faerlina,111 - 63,64%
52,2345,Athanicus,Paladin,Faerlina,176 - 123,59%
55,2343,Zeedogg,Priest,Faerlina,177 - 112,61%
56,2342,Phxp,Paladin,Faerlina,83 - 36,70%
56,2342,Sheltzor,Warlock,Faerlina,128 - 93,58%
58,2340,Brainlet,Shaman,Benediction,147 - 97,60%
58,2340,Showx,Priest,Benediction,133 - 88,60%
60,2339,Spookygg,Rogue,Faerlina,84 - 47,64%
60,2339,Seabones,Warlock,Benediction,141 - 83,63%
62,2338,Diece,DeathKnight,Benediction,122 - 82,60%
62,2338,Fkm,Warrior,Benediction,107 - 87,55%
62,2338,Innatep,Paladin,Benediction,111 - 93,54%
65,2337,Cawlin,Shaman,Benediction,129 - 63,67%
66,2335,Bobbaker,Paladin,Benediction,134 - 79,63%
67,2334,Zeyocho,Priest,Benediction,109 - 47,70%
68,2333,Gardeezy,Paladin,Benediction,116 - 65,64%
68,2333,Dyvith,Priest,Faerlina,244 - 147,62%
68,2333,Aturia,Warrior,Faerlina,263 - 169,61%
71,2332,Weakclass,Druid,Benediction,99 - 52,66%
71,2332,Rakion,Warlock,Benediction,99 - 52,66%
71,2332,Vrutalglad,Warrior,Grobbulus,92 - 63,59%
74,2331,Brotatoz,Paladin,Benediction,185 - 96,66%
74,2331,Bheezem,Warlock,Benediction,185 - 99,65%
74,2331,Lofigirl,Priest,Benediction,168 - 94,64%
74,2331,Ennthoz,DeathKnight,Faerlina,239 - 137,64%
78,2330,Bigzaddyfshy,Shaman,Benediction,186 - 102,65%
78,2330,Zzmage,Mage,Benediction,102 - 67,60%
78,2330,Coldsteelx,DeathKnight,Benediction,178 - 137,57%
81,2329,Robbybobbie,Warrior,Faerlina,79 - 47,63%
81,2329,Tremblant,Paladin,Grobbulus,181 - 110,62%
81,2329,Ratworld,Shaman,Grobbulus,169 - 103,62%
81,2329,Superdumb,DeathKnight,Grobbulus,140 - 88,61%
81,2329,Friedbread,Hunter,Grobbulus,110 - 78,59%
81,2329,Themilkster,Priest,Grobbulus,103 - 82,56%
87,2327,Alaorie,DeathKnight,Faerlina,78 - 27,74%
87,2327,Grapesøda,Priest,Grobbulus,146 - 71,67%
87,2327,Floowqt,Mage,Grobbulus,146 - 71,67%
87,2327,Vbots,Shaman,Grobbulus,146 - 71,67%
87,2327,Qbot,Warlock,Grobbulus,146 - 71,67%
87,2327,Sbot,Paladin,Grobbulus,146 - 71,67%
93,2325,Inflamexz,Shaman,Benediction,108 - 60,64%
93,2325,Adynni,Priest,Benediction,182 - 124,59%
95,2324,Starkpenance,Priest,Benediction,199 - 107,65%
95,2324,Relyz,Warrior,Benediction,295 - 159,65%
95,2324,Xrz,Warrior,Benediction,186 - 108,63%
95,2324,Juicedaddy,Paladin,Benediction,212 - 124,63%
95,2324,Glorifyd,Priest,Benediction,287 - 187,61%
95,2324,Pixelless,Hunter,Benediction,102 - 71,59%
95,2324,Synnz,Shaman,Benediction,278 - 204,58%
102,2323,Effancy,Warrior,Benediction,246 - 160,61%
102,2323,Enzee,Priest,Benediction,163 - 108,60%
102,2323,Shozx,Paladin,Benediction,245 - 164,60%
102,2323,Afkfromlife,Priest,Benediction,211 - 175,55%
106,2322,Floobytooby,Shaman,Faerlina,107 - 54,66%
106,2322,Dyv,Priest,Faerlina,158 - 95,62%
106,2322,Lúkè,Shaman,Benediction,224 - 145,61%
109,2321,Flowstates,Druid,Faerlina,103 - 36,74%
109,2321,Hadictdk,DeathKnight,Benediction,144 - 101,59%
109,2321,Uwuxoxoxoxo,Shaman,Benediction,144 - 103,58%
109,2321,Gotthejuice,Paladin,Benediction,229 - 173,57%
109,2321,Tjoflight,Paladin,Benediction,176 - 135,57%
109,2321,Vurawn,Priest,Benediction,172 - 134,56%
109,2321,Jeenyusqt,Warrior,Benediction,202 - 166,55%
116,2320,Ttoz,Paladin,Faerlina,210 - 165,56%
116,2320,Nilkat,Priest,Faerlina,132 - 107,55%
116,2320,Stompzz,Warrior,Faerlina,137 - 124,52%
116,2320,Lustmebro,Shaman,Faerlina,141 - 131,52%
116,2320,Mudpit,Warlock,Faerlina,166 - 161,51%
121,2319,Ayeaye,Shaman,Benediction,197 - 123,62%
121,2319,Jvmesx,Paladin,Benediction,253 - 158,62%
123,2318,Swomper,Shaman,Whitemane,138 - 80,63%
123,2318,Valefore,Paladin,Whitemane,243 - 154,61%
123,2318,Losirowo,DeathKnight,Benediction,129 - 88,59%
123,2318,Perrywashdup,Priest,Faerlina,203 - 145,58%
123,2318,Mappifx,Shaman,Faerlina,178 - 133,57%
123,2318,Megá,Paladin,Faerlina,178 - 133,57%
123,2318,Athletefx,Paladin,Faerlina,174 - 132,57%
123,2318,Kayotics,Priest,Whitemane,223 - 171,57%
123,2318,Butchbetty,Warlock,Faerlina,128 - 101,56%
132,2317,Bonzia,Warrior,Whitemane,116 - 64,64%
132,2317,Catswagiator,Warrior,Benediction,112 - 78,59%
134,2316,Poobee,Shaman,Benediction,141 - 70,67%
134,2316,Brotatokin,Druid,Benediction,270 - 159,63%
134,2316,Yzapz,Priest,Benediction,204 - 131,61%
137,2315,Whatisgood,Warlock,Benediction,158 - 74,68%
137,2315,Sillysteve,Paladin,Benediction,155 - 97,62%
137,2315,Krsmatic,Warlock,Whitemane,175 - 110,61%
137,2315,Smrfygg,Hunter,Faerlina,136 - 100,58%
141,2314,Wîñdøwlìçkër,Paladin,Benediction,103 - 55,65%
142,2313,Valefore,Paladin,Benediction,200 - 102,66%
142,2313,Docomo,Shaman,Benediction,419 - 317,57%
144,2312,ßoxxer,Priest,Benediction,142 - 75,65%
144,2312,Kayotics,Warlock,Benediction,167 - 91,65%
144,2312,Flamedog,Warlock,Faerlina,131 - 74,64%
147,2311,Swomper,Shaman,Benediction,139 - 63,69%
147,2311,Beastcleave,Hunter,Eranikus,248 - 138,64%
147,2311,Seymoursmash,Warrior,Benediction,190 - 131,59%
150,2310,Beastcleaver,Shaman,Eranikus,230 - 132,64%
150,2310,Spro,DeathKnight,Eranikus,280 - 166,63%
150,2310,Penutbuta,Paladin,Eranikus,250 - 151,62%
150,2310,Whiterangea,Priest,Eranikus,279 - 185,60%
150,2310,Idiotwarrior,Warrior,Benediction,143 - 103,58%
150,2310,Zxstwo,Warlock,Benediction,125 - 97,56%
156,2309,Mommymelds,Priest,Benediction,101 - 28,78%
156,2309,Milkasarous,Paladin,Benediction,149 - 56,73%
156,2309,Electrical,Shaman,Benediction,177 - 115,61%
159,2307,Hwp,Warlock,Benediction,122 - 44,73%
160,2306,Emclol,Shaman,Faerlina,183 - 82,69%
161,2301,Dracston,Priest,Benediction,91 - 62,59%
162,2300,Djyellabeezy,Mage,Eranikus,206 - 162,56%
163,2299,Imbah,Paladin,Eranikus,98 - 61,62%
164,2297,Kurumî,Priest,Benediction,149 - 48,76%
165,2296,Verylovely,Shaman,Eranikus,185 - 131,59%
165,2296,Ayre,Priest,Eranikus,194 - 145,57%
167,2287,Emcl,Shaman,Benediction,122 - 57,68%
168,2276,Saucerbolt,Shaman,Benediction,98 - 21,82%
169,2274,Anheuser,DeathKnight,Benediction,239 - 162,60%
170,2270,Ilovepuppys,Warrior,Benediction,112 - 44,72%
171,2269,Atheneppc,Paladin,Faerlina,123 - 39,76%
171,2269,Rhycaz,Hunter,Faerlina,241 - 177,58%
173,2268,Lükë,Shaman,Benediction,158 - 97,62%
173,2268,Clearnote,Shaman,Benediction,326 - 208,61%
175,2266,Xaryu,Mage,Faerlina,100 - 22,82%
175,2266,Kizlev,Shaman,Faerlina,363 - 234,61%
175,2266,Whytemptfate,Warrior,Benediction,124 - 87,59%
178,2265,Garbagedisc,Priest,Benediction,98 - 41,71%
179,2264,Cheerioslol,Warlock,Faerlina,126 - 52,71%
180,2262,Mmhmmhmm,Warrior,Whitemane,244 - 170,59%
180,2262,Devilwater,Priest,Whitemane,198 - 141,58%
180,2262,Hexngon,Shaman,Whitemane,218 - 157,58%
183,2261,Retna,Warlock,Whitemane,187 - 140,57%
183,2261,Ventrilo,Paladin,Whitemane,209 - 164,56%
185,2260,Rnzy,Paladin,Benediction,74 - 38,66%
186,2259,Feorblade,Hunter,Faerlina,83 - 12,87%
186,2259,Smitebums,Priest,Benediction,109 - 82,57%
188,2257,Cheerioss,Warlock,Benediction,69 - 38,64%
188,2257,Llstylish,Warlock,Eranikus,310 - 218,59%
190,2254,Göthmommy,Priest,Faerlina,202 - 58,78%
190,2254,Sethsp,Priest,Benediction,135 - 58,70%
192,2253,Mmrinjecter,Mage,Benediction,107 - 64,63%
193,2251,Billyp,Hunter,Benediction,221 - 177,56%
194,2245,Magnuszx,Warrior,Benediction,133 - 21,86%
195,2244,Tockix,Priest,Benediction,181 - 79,70%
196,2241,Bronzer,Shaman,Benediction,85 - 29,75%
197,2240,Revolol,Warrior,Benediction,205 - 141,59%
197,2240,Vanguardsz,Paladin,Benediction,245 - 170,59%
197,2240,Svondo,Shaman,Benediction,235 - 182,56%
200,2239,Cammerz,Warrior,Faerlina,107 - 75,59%
201,2237,Cypresscrew,Priest,Faerlina,102 - 64,61%
202,2236,Salinelol,Priest,Benediction,67 - 38,64%
203,2232,Ventrilhoe,Warrior,Whitemane,147 - 98,60%
204,2231,Otheranother,DeathKnight,Benediction,153 - 54,74%
204,2231,Palazamn,Paladin,Faerlina,110 - 77,59%
204,2231,Devilmental,Shaman,Whitemane,136 - 99,58%
207,2229,Mahomezy,Druid,Faerlina,358 - 267,57%
208,2225,Zhadanren,Paladin,Whitemane,119 - 92,56%
209,2223,Micx,Warlock,Faerlina,100 - 54,65%
210,2222,Jessicaj,Warrior,Benediction,90 - 44,67%
211,2220,Greatyknight,DeathKnight,Whitemane,251 - 192,57%
211,2220,Quixada,Priest,Whitemane,169 - 148,53%
213,2217,Coachcarter,Priest,Benediction,152 - 99,61%
214,2214,Nashnah,DeathKnight,Whitemane,91 - 65,58%
215,2212,Andreeaa,Priest,Benediction,171 - 90,66%
215,2212,Wmxd,Shaman,Benediction,158 - 95,62%
215,2212,Interstellar,Paladin,Benediction,157 - 105,60%
218,2211,Validity,Paladin,Benediction,94 - 40,70%
218,2211,Panquakes,DeathKnight,Benediction,171 - 120,59%
220,2210,Capstunna,Shaman,Benediction,99 - 42,70%
220,2210,Broleebro,Shaman,Faerlina,104 - 57,65%
222,2209,Wompy,Warrior,Whitemane,279 - 214,57%
223,2208,Bluesnutz,Shaman,Faerlina,78 - 11,88%
223,2208,Paxtor,Priest,Whitemane,156 - 98,61%
225,2206,Chadhuman,Mage,Benediction,145 - 124,54%
225,2206,Triofakt,Warlock,Benediction,123 - 107,53%
227,2205,Dma,Shaman,Whitemane,313 - 215,59%
228,2203,Ironickz,Shaman,Benediction,179 - 135,57%
228,2203,Tiptoestevie,Paladin,Benediction,148 - 124,54%
230,2200,Bowlcutbobby,Priest,Benediction,91 - 43,68%
230,2200,Squishyflapz,DeathKnight,Benediction,257 - 210,55%
230,2200,Balves,Paladin,Whitemane,200 - 170,54%
233,2199,Lohpally,Priest,Faerlina,83 - 46,64%
233,2199,Swayzie,Priest,Benediction,183 - 130,58%
233,2199,Iumos,Warrior,Benediction,134 - 128,51%
236,2198,Pepperpunch,Shaman,Benediction,254 - 179,59%
236,2198,Vrty,Priest,Faerlina,129 - 97,57%
238,2194,Settlex,Paladin,Benediction,131 - 112,54%
239,2193,Pabloescobár,Shaman,Benediction,62 - 26,70%
240,2192,Borngoodinu,Paladin,Faerlina,106 - 27,80%
240,2192,Cdew,Shaman,Faerlina,132 - 39,77%
240,2192,Healingstat,Priest,Faerlina,131 - 56,70%
243,2191,Soulness,Priest,Benediction,98 - 48,67%
243,2191,Torhs,Shaman,Benediction,130 - 81,62%
245,2190,Dankage,Druid,Benediction,231 - 127,65%
245,2190,Mazerunner,Warrior,Benediction,142 - 94,60%
245,2190,Panoochx,Priest,Benediction,113 - 77,59%
245,2190,Lusterd,Shaman,Benediction,211 - 178,54%
245,2190,Percosett,Warrior,Benediction,271 - 246,52%
245,2190,Bouzies,Priest,Benediction,162 - 151,52%
245,2190,Xinor,Warlock,Benediction,240 - 231,51%
245,2190,Whiteice,Paladin,Benediction,235 - 238,50%
253,2189,Dumbfk,Shaman,Benediction,78 - 30,72%
253,2189,Syphaxe,Warrior,Faerlina,168 - 111,60%
255,2188,Sadhorny,Shaman,Benediction,78 - 36,68%
255,2188,Racialftw,Paladin,Benediction,156 - 79,66%
255,2188,Garna,Paladin,Faerlina,110 - 75,59%
255,2188,Discbabe,Priest,Benediction,239 - 177,57%
259,2186,Azaelx,Warlock,Faerlina,90 - 26,78%
259,2186,Tippytaps,Mage,Benediction,178 - 82,68%
261,2184,Alorsondanse,Mage,Benediction,109 - 38,74%
262,2182,Joebananaz,Warlock,Faerlina,125 - 98,56%
263,2180,Endoflife,Paladin,Benediction,189 - 119,61%
263,2180,Shanex,Paladin,Benediction,173 - 110,61%
265,2179,Uncleozzwald,Shaman,Faerlina,49 - 15,77%
265,2179,Trillax,Warrior,Benediction,72 - 24,75%
267,2177,My,Shaman,Faerlina,154 - 91,63%
268,2174,Nanigans,Warlock,Benediction,57 - 15,79%
269,2173,Idiotdk,DeathKnight,Benediction,93 - 47,66%
269,2173,Shadowstick,Warlock,Benediction,137 - 113,55%
271,2170,Chameetri,Shaman,Benediction,127 - 78,62%
272,2169,Salinelol,Priest,Faerlina,88 - 35,72%
272,2169,Elvena,Priest,Benediction,128 - 65,66%
274,2167,Petkick,DeathKnight,Benediction,164 - 45,78%
274,2167,Phde,Warlock,Benediction,140 - 93,60%
276,2166,Sonofnils,Priest,Benediction,221 - 104,68%
276,2166,Irlchadx,Paladin,Benediction,118 - 66,64%
278,2163,Phdx,Warrior,Benediction,104 - 61,63%
278,2163,Bnot,Paladin,Benediction,139 - 125,53%
280,2162,Isellsummon,Warlock,Whitemane,97 - 57,63%
280,2162,Poags,Priest,Eranikus,129 - 82,61%
280,2162,Bbwslammer,Shaman,Faerlina,191 - 161,54%
280,2162,Scorchasdad,Shaman,Faerlina,153 - 135,53%
284,2160,Blamex,Warrior,Benediction,93 - 46,67%
284,2160,Alwxysprlol,Priest,Whitemane,88 - 47,65%
284,2160,Saex,Warrior,Benediction,93 - 64,59%
287,2159,Ethanp,Priest,Benediction,124 - 66,65%
287,2159,Jrom,Druid,Faerlina,83 - 49,63%
287,2159,Mânuel,Warlock,Benediction,190 - 130,59%
287,2159,Bubblebert,Paladin,Grobbulus,100 - 75,57%
291,2158,Ayoz,Shaman,Whitemane,109 - 63,63%
291,2158,Massives,DeathKnight,Faerlina,121 - 91,57%
293,2157,Caribòu,Druid,Benediction,101 - 31,77%
293,2157,Resistful,Paladin,Faerlina,135 - 108,56%
295,2156,Asicsz,Druid,Benediction,155 - 69,69%
295,2156,Hamrove,Priest,Faerlina,150 - 130,54%
297,2155,Scardib,Shaman,Benediction,162 - 100,62%
297,2155,Inboxed,Shaman,Grobbulus,75 - 55,58%
297,2155,Rdubz,Priest,Whitemane,158 - 116,58%
297,2155,Stygzilla,Shaman,Whitemane,172 - 127,58%
297,2155,Nispx,Paladin,Whitemane,143 - 110,57%
297,2155,Keyturn,Warrior,Whitemane,158 - 124,56%
297,2155,Roynator,Warlock,Whitemane,183 - 144,56%
304,2154,Ðoxi,Paladin,Benediction,75 - 28,73%
305,2152,Fashachenus,Paladin,Whitemane,137 - 75,65%
306,2151,Kisx,Shaman,Faerlina,102 - 25,80%
306,2151,Beckinsalex,Warlock,Benediction,121 - 66,65%
308,2148,Lilcroissànt,Priest,Benediction,134 - 101,57%
309,2147,Robbyboy,Priest,Faerlina,89 - 29,75%
309,2147,Pantspooper,Hunter,Benediction,96 - 35,73%
311,2146,Joxi,Priest,Faerlina,67 - 31,68%
312,2145,Magebroqtt,Mage,Faerlina,88 - 37,70%
313,2144,Zzmage,Mage,Faerlina,53 - 37,59%
314,2143,Broleebro,Shaman,Benediction,95 - 52,65%
314,2143,Jeffxyz,DeathKnight,Benediction,139 - 82,63%
314,2143,Jackow,Shaman,Faerlina,136 - 90,60%
317,2141,Flèy,Priest,Benediction,104 - 38,73%
317,2141,Arturuzi,DeathKnight,Faerlina,143 - 95,60%
319,2140,Fortniteloh,Paladin,Benediction,90 - 49,65%
320,2139,Doritocrunch,Shaman,Benediction,97 - 26,79%
320,2139,Kisx,Shaman,Benediction,127 - 77,62%
322,2138,Drpoon,Paladin,Benediction,72 - 30,71%
322,2138,Pservepriest,Priest,Benediction,68 - 34,67%
324,2137,Wbopy,Paladin,Benediction,90 - 25,78%
324,2137,Mudcx,Warrior,Benediction,90 - 25,78%
324,2137,Staystrongdk,DeathKnight,Benediction,90 - 25,78%
324,2137,Lulupaimon,Paladin,Grobbulus,220 - 140,61%
324,2137,Glaidis,Paladin,Benediction,128 - 87,60%
324,2137,Losy,Priest,Grobbulus,138 - 104,57%
330,2136,Koshiimo,Paladin,Faerlina,70 - 26,73%
330,2136,Micx,Warlock,Benediction,75 - 36,68%
330,2136,Yzaps,Priest,Benediction,100 - 58,63%
333,2134,Kosakî,Paladin,Benediction,82 - 29,74%
333,2134,Crusaded,Paladin,Benediction,219 - 184,54%
335,2133,Váder,Shaman,Benediction,82 - 35,70%
336,2131,Sythic,Warlock,Benediction,68 - 45,60%
336,2131,Emohahahaha,Priest,Benediction,85 - 62,58%
336,2131,Darkshawn,Mage,Grobbulus,82 - 73,53%
339,2129,Vizsion,Priest,Benediction,158 - 87,64%
340,2127,Zanet,Warlock,Faerlina,106 - 91,54%
341,2126,Érosvsnpc,Priest,Mankrik,178 - 121,60%
341,2126,Apothescary,Warlock,Mankrik,144 - 104,58%
341,2126,Jclarktt,Paladin,Mankrik,129 - 107,55%
344,2125,Mythmaker,Shaman,Pagle,212 - 160,57%
344,2125,Bobthewob,Warrior,Pagle,126 - 98,56%
344,2125,Jdlolz,Priest,Pagle,138 - 119,54%
344,2125,Zhandd,Paladin,Pagle,138 - 120,53%
344,2125,Dylpickle,DeathKnight,Pagle,170 - 150,53%
349,2124,Ârgonaut,Warrior,Grobbulus,103 - 49,68%
349,2124,Dadenjoyer,Paladin,Benediction,139 - 72,66%
349,2124,Sylag,Warlock,Grobbulus,149 - 99,60%
349,2124,Uhhyahuh,Shaman,Mankrik,104 - 87,54%
349,2124,Odeum,Mage,Mankrik,108 - 96,53%
354,2121,Jaelaw,Warrior,Benediction,74 - 41,64%
354,2121,Plaguesqt,Warlock,Benediction,159 - 94,63%
356,2120,Limity,Warlock,Benediction,139 - 66,68%
357,2119,ßursting,Rogue,Faerlina,81 - 17,83%
357,2119,Johnburns,Warrior,Faerlina,56 - 48,54%
359,2115,Mihal,Mage,Faerlina,319 - 283,53%
360,2114,Fáylaxp,Paladin,Faerlina,291 - 211,58%
361,2112,Hozitojoness,Priest,Faerlina,62 - 2,97%
362,2111,Tjofspirits,Shaman,Benediction,96 - 50,66%
363,2109,Gomzy,Paladin,Grobbulus,165 - 117,59%
363,2109,Elwand,Priest,Benediction,196 - 152,56%
365,2106,Bigbluesham,Shaman,Benediction,96 - 42,70%
366,2104,Slothgurl,Priest,Faerlina,67 - 60,53%
367,2101,Medabee,Shaman,Faerlina,127 - 115,52%
368,2100,Relitty,Warlock,Faerlina,131 - 99,57%
368,2100,Onihcaknab,Shaman,Benediction,88 - 77,53%
370,2099,Røckybadd,DeathKnight,Benediction,109 - 68,62%
371,2098,Itzwowx,Mage,Faerlina,73 - 12,86%
371,2098,Mcchickén,Druid,Faerlina,65 - 22,75%
371,2098,Ellyfurtado,Shaman,Benediction,194 - 150,56%
371,2098,Lumya,Paladin,Benediction,176 - 141,56%
371,2098,Nbjxd,Priest,Grobbulus,101 - 90,53%
371,2098,Dezlock,Warlock,Grobbulus,75 - 69,52%
371,2098,Tokíí,Mage,Benediction,170 - 167,50%
378,2095,Bamlol,Druid,Faerlina,145 - 113,56%
379,2094,Nucalhyeop,Warrior,Whitemane,81 - 28,74%
379,2094,Protektive,Warrior,Eranikus,121 - 84,59%
381,2093,Bangsiri,Shaman,Whitemane,82 - 34,71%
381,2093,Regentlord,Paladin,Benediction,81 - 37,69%
381,2093,Taxfraudx,Warlock,Benediction,87 - 41,68%
381,2093,Zythasham,Shaman,Grobbulus,60 - 44,58%
381,2093,Sweatingcow,Warlock,Benediction,207 - 166,55%
386,2092,Frootloopz,Priest,Benediction,101 - 64,61%
387,2091,Wouti,Druid,Whitemane,70 - 39,64%
388,2090,Mamzy,Mage,Whitemane,154 - 96,62%
388,2090,Faylax,Paladin,Benediction,110 - 78,59%
390,2089,Heinrike,Paladin,Benediction,69 - 28,71%
391,2088,Koshimo,Priest,Faerlina,99 - 39,72%
391,2088,Whiteboydek,Warrior,Benediction,157 - 79,67%
391,2088,Salinewl,Warrior,Faerlina,74 - 39,65%
391,2088,Deathearter,DeathKnight,Faerlina,178 - 123,59%
395,2086,Goldengodx,Paladin,Eranikus,74 - 47,61%
395,2086,Moonfirebeam,Druid,Faerlina,113 - 90,56%
397,2084,Gwevy,DeathKnight,Whitemane,69 - 31,69%
397,2084,Beanybabies,Shaman,Benediction,114 - 60,66%
399,2083,Bloodyjezza,Paladin,Faerlina,111 - 70,61%
399,2083,Unclevell,Shaman,Grobbulus,266 - 205,56%
399,2083,Krátos,Shaman,Benediction,89 - 87,51%
402,2082,Yehbuddy,Priest,Whitemane,96 - 46,68%
403,2081,Belottlexi,,Faerlina,104 - 53,66%
403,2081,Warriorpooh,Warrior,Skyfury,127 - 68,65%
403,2081,Tundras,Shaman,Faerlina,92 - 72,56%
403,2081,Whiterangeaa,Priest,Eranikus,153 - 121,56%
407,2080,Cocoviction,Warlock,Faerlina,90 - 35,72%
407,2080,Index,Priest,Eranikus,243 - 135,64%
407,2080,Clamslam,Shaman,Eranikus,108 - 77,58%
410,2079,Newish,Shaman,Atiesh,144 - 78,65%
410,2079,Chzbgr,Priest,Atiesh,130 - 77,63%
410,2079,Fwoggy,Paladin,Atiesh,169 - 101,63%
410,2079,Newsham,Warrior,Atiesh,169 - 101,63%
410,2079,Runetasticxd,DeathKnight,Atiesh,166 - 107,61%
415,2078,Swackedx,Rogue,Benediction,50 - 17,75%
415,2078,Phxs,Shaman,Faerlina,101 - 43,70%
415,2078,Seymoursmesh,Warrior,Benediction,56 - 31,64%
415,2078,Jutras,Priest,Faerlina,54 - 38,59%
419,2077,Childprodigy,Priest,Whitemane,75 - 48,61%
419,2077,Rottix,Hunter,Benediction,82 - 69,54%
421,2076,Sfate,DeathKnight,Benediction,71 - 35,67%
421,2076,Slavebroski,Shaman,Benediction,74 - 40,65%
421,2076,Ventrilodk,DeathKnight,Whitemane,87 - 55,61%
421,2076,Skoobypoo,Warlock,Eranikus,113 - 91,55%
425,2075,Qtxp,Priest,Grobbulus,88 - 74,54%
426,2074,Whiteoutsz,Druid,Benediction,73 - 27,73%
426,2074,Photicz,Priest,Benediction,72 - 36,67%
426,2074,Bakuburago,Shaman,Whitemane,178 - 153,54%
426,2074,Hakoora,Warrior,Whitemane,314 - 279,53%
430,2073,Auughh,Shaman,Whitemane,90 - 54,62%
430,2073,Synar,Warrior,Pagle,99 - 64,61%
432,2072,Oomycete,Priest,Whitemane,272 - 270,50%
433,2071,Wbuaplfszzvk,Priest,Faerlina,73 - 41,64%
433,2071,Goldadin,Paladin,Whitemane,90 - 53,63%
435,2070,Mcdonaldcoke,DeathKnight,Faerlina,96 - 52,65%
435,2070,Tatunga,Priest,Benediction,63 - 38,62%
435,2070,Pdini,Paladin,Pagle,115 - 93,55%
438,2069,Synergydk,DeathKnight,Faerlina,125 - 50,71%
438,2069,Shiestyy,Paladin,Skyfury,141 - 90,61%
438,2069,Shelindsong,Warrior,Grobbulus,85 - 60,59%
438,2069,Enzi,Priest,Whitemane,71 - 62,53%
442,2068,Nickcx,Shaman,Benediction,160 - 115,58%
442,2068,Waruknar,DeathKnight,Whitemane,197 - 146,57%
442,2068,Justforwrath,Warlock,Benediction,151 - 113,57%
442,2068,Sinlolx,Priest,Benediction,129 - 100,56%
446,2067,Chaévelan,Paladin,Benediction,88 - 37,70%
446,2067,Minz,Paladin,Benediction,89 - 71,56%
448,2066,Hkholy,Paladin,Benediction,115 - 96,55%
448,2066,Çhrîs,Warrior,Benediction,107 - 95,53%
450,2065,Snakelings,Shaman,Benediction,148 - 87,63%
450,2065,Magnumsky,Priest,Faerlina,228 - 179,56%
452,2064,Pooblaster,Shaman,Benediction,130 - 58,69%
452,2064,Rlyweakclass,Warlock,Benediction,69 - 34,67%
