Rank,Rating,Name,Class,Server,Win_Loss,Win_Perc
94,2443,Yeste,Warlock,Venoxis,155 - 120,56%
94,2443,Xxlina,Mage,Gehennas,155 - 126,55%
102,2442,Lolaei,Paladin,Venoxis,258 - 159,62%
103,2441,Dreamerx,Warrior,Everlook,184 - 142,56%
104,2440,Mercex,Warlock,Gehennas,174 - 81,68%
104,2440,Altypr,Priest,Gehennas,179 - 96,65%
104,2440,Wallish,Shaman,Gehennas,151 - 83,65%
104,2440,Oxxy,Mage,Gehennas,151 - 83,65%
104,2440,Kcaws,Warrior,Gehennas,151 - 83,65%
104,2440,Macie,Paladin,Gehennas,190 - 111,63%
104,2440,Jackerz,Warrior,Venoxis,246 - 176,58%
104,2440,Aelfric,Warlock,Earthshaker,221 - 176,56%
112,2439,Ób,Mage,Gehennas,212 - 104,67%
112,2439,Howlame,Paladin,Venoxis,168 - 122,58%
112,2439,Megasn,Warlock,Venoxis,168 - 122,58%
112,2439,Ananässer,Mage,Venoxis,160 - 120,57%
112,2439,Cocoing,Paladin,Earthshaker,160 - 132,55%
112,2439,Niuniuniu,Shaman,Earthshaker,151 - 131,54%
112,2439,Williamlol,Priest,Earthshaker,153 - 140,52%
119,2438,Baphômet,Priest,Venoxis,173 - 131,57%
119,2438,Guzlol,Mage,Earthshaker,133 - 120,53%
121,2437,Kishtibabe,Paladin,Gehennas,223 - 126,64%
121,2437,Foolio,Shaman,Gehennas,154 - 101,60%
123,2436,Capmad,DeathKnight,Gehennas,128 - 85,60%
123,2436,Karoja,Warrior,Gehennas,128 - 85,60%
123,2436,Namestaljka,Shaman,Gehennas,128 - 86,60%
123,2436,Ðoxi,Paladin,Gehennas,127 - 86,60%
123,2436,Ðjvîkïñdøgx,Shaman,Firemaw,299 - 203,60%
123,2436,Imagine,Priest,Firemaw,346 - 236,59%
123,2436,Fatflop,Shaman,Firemaw,243 - 207,54%
123,2436,Slythstorm,Warrior,Firemaw,247 - 212,54%
123,2436,Ergobunny,Warlock,Firemaw,247 - 219,53%
123,2436,Illuminarè,Paladin,Firemaw,240 - 215,53%
123,2436,Greedyfóx,Paladin,Firemaw,236 - 222,52%
134,2435,Nebo,Mage,Gehennas,137 - 89,61%
134,2435,Ieekzy,Mage,Gehennas,95 - 62,61%
134,2435,Vainaalol,Priest,Gehennas,152 - 102,60%
134,2435,Smõõch,Warlock,Gehennas,124 - 85,59%
134,2435,Jemzy,Paladin,Gehennas,177 - 126,58%
134,2435,Arproll,Warrior,Firemaw,129 - 94,58%
134,2435,Discoazridka,Shaman,Gehennas,186 - 138,57%
141,2434,Jíses,Mage,Venoxis,211 - 162,57%
141,2434,Ewwyy,Priest,Venoxis,232 - 182,56%
143,2433,Schocky,Paladin,Firemaw,141 - 108,57%
143,2433,Khelda,Shaman,Venoxis,124 - 97,56%
143,2433,Oldgyaretrad,Shaman,Venoxis,142 - 116,55%
143,2433,Çare,Paladin,Pyrewood Village,134 - 110,55%
143,2433,Zelmarovic,Shaman,Pyrewood Village,139 - 115,55%
143,2433,Syyztwe,Warlock,Pyrewood Village,139 - 115,55%
143,2433,Bonitax,Paladin,Venoxis,138 - 120,53%
143,2433,Nikezjr,Warrior,Venoxis,146 - 127,53%
143,2433,Queueenjoyer,Hunter,Pyrewood Village,116 - 103,53%
152,2431,Bananafeed,DeathKnight,Firemaw,120 - 49,71%
152,2431,Zyphxd,Warlock,Gehennas,131 - 96,58%
152,2431,Sejron,Priest,Pyrewood Village,70 - 52,57%
152,2431,Bloodyxx,Mage,Gehennas,191 - 169,53%
156,2430,Mnxk,Paladin,Venoxis,240 - 142,63%
156,2430,Kuqii,Priest,Venoxis,232 - 140,62%
156,2430,Balia,Warlock,Venoxis,215 - 130,62%
156,2430,Demiorgos,Shaman,Venoxis,238 - 145,62%
156,2430,Plexyoo,Mage,Venoxis,213 - 130,62%
156,2430,Friesgodx,Paladin,Gehennas,229 - 192,54%
162,2429,Evershaman,Shaman,Earthshaker,99 - 53,65%
162,2429,Kÿri,Warlock,Gehennas,211 - 130,62%
162,2429,Jixø,Mage,Venoxis,134 - 84,61%
165,2428,Sáori,Paladin,Gehennas,111 - 45,71%
165,2428,Aràkis,Priest,Golemagg,366 - 257,59%
165,2428,Babahmobile,DeathKnight,Golemagg,366 - 257,59%
165,2428,Idrix,Paladin,Golemagg,342 - 243,58%
165,2428,Ferdeluoi,Warrior,Golemagg,373 - 277,57%
165,2428,Defig,Shaman,Golemagg,383 - 307,56%
171,2427,Madix,Priest,Gehennas,156 - 91,63%
172,2426,Praii,Rogue,Venoxis,159 - 95,63%
172,2426,Eroxypal,Paladin,Venoxis,161 - 99,62%
172,2426,Cosmicdesire,Paladin,Gehennas,171 - 120,59%
172,2426,Sebw,Warlock,Gehennas,174 - 129,57%
172,2426,Hahn,Warlock,Venoxis,139 - 109,56%
172,2426,Bobnjimmy,Druid,Gehennas,139 - 111,56%
172,2426,Shadow,Priest,Gehennas,182 - 151,55%
179,2425,Haftrabbît,Shaman,Firemaw,109 - 48,69%
179,2425,Asterø,Shaman,Gehennas,181 - 147,55%
179,2425,Revacholian,Shaman,Gehennas,99 - 82,55%
179,2425,Ayrese,Druid,Gehennas,186 - 166,53%
183,2424,Htxw,Warlock,Gehennas,100 - 71,58%
184,2421,Smallplays,Priest,Everlook,114 - 63,64%
184,2421,Barrmana,Warlock,Firemaw,120 - 73,62%
186,2419,Boogyo,Priest,Venoxis,164 - 103,61%
187,2418,Dogtrainer,Shaman,Everlook,128 - 64,67%
188,2416,Lobsterlows,Warlock,Gehennas,150 - 95,61%
189,2415,Lroypalyjr,Paladin,Everlook,140 - 107,57%
189,2415,Bebsi,Warrior,Gehennas,92 - 71,56%
191,2413,Fettseck,Paladin,Everlook,105 - 54,66%
192,2412,Shäqüïër,Paladin,Firemaw,224 - 88,72%
192,2412,Kásúxøxø,Hunter,Firemaw,210 - 87,71%
192,2412,Fashionx,Paladin,Firemaw,269 - 112,71%
192,2412,Lãnat,Priest,Firemaw,211 - 97,69%
196,2407,Mcnásty,Priest,Transcendence,130 - 107,55%
196,2407,Rxjs,Shaman,Transcendence,131 - 109,55%
196,2407,Fakeone,Warlock,Transcendence,131 - 109,55%
196,2407,Frtxd,Paladin,Transcendence,131 - 109,55%
196,2407,Lammbock,Mage,Transcendence,131 - 109,55%
201,2405,Papichulox,Warlock,Firemaw,304 - 241,56%
202,2401,Kpaceyx,Mage,Everlook,101 - 60,63%
202,2401,Vorpzlol,Paladin,Gehennas,175 - 153,53%
204,2398,Jarmenita,Warlock,Everlook,113 - 55,67%
205,2392,Toboye,Hunter,Everlook,112 - 54,67%
206,2391,Secretagentx,Warlock,Gehennas,183 - 114,62%
206,2391,Înfúrîtý,Paladin,Gehennas,94 - 72,57%
208,2389,Apexd,Shaman,Gehennas,236 - 180,57%
209,2387,Personal,Mage,Gehennas,303 - 232,57%
210,2383,Soully,Shaman,Gehennas,122 - 96,56%
211,2379,Luddex,Hunter,Firemaw,130 - 19,87%
212,2366,Saftobullar,Mage,Gehennas,128 - 62,67%
213,2361,Gozp,Paladin,Gehennas,200 - 144,58%
214,2352,Baccuda,Warrior,Firemaw,337 - 259,57%
215,2347,Fnobérz,Priest,Firemaw,175 - 30,85%
216,2341,Crømbi,Paladin,Lakeshire,171 - 114,60%
216,2341,Ravelbaby,Hunter,Lakeshire,154 - 126,55%
218,2334,Topge,Paladin,Firemaw,91 - 11,89%
218,2334,Hastemônster,Shaman,Lakeshire,103 - 78,57%
218,2334,Нукафирни,Priest,Flamegor,324 - 256,56%
218,2334,Ершик,Warrior,Flamegor,210 - 167,56%
218,2334,Зелваална,Paladin,Flamegor,221 - 176,56%
218,2334,Запятьнапять,Warlock,Flamegor,266 - 214,55%
224,2333,Аксес,Shaman,Flamegor,181 - 155,54%
225,2332,Djfortnite,Warlock,Lakeshire,96 - 75,56%
226,2330,Lilijalol,Priest,Gehennas,251 - 181,58%
227,2329,Ziff,Warlock,Gehennas,65 - 53,55%
228,2328,Feeldarkness,DeathKnight,Firemaw,108 - 44,71%
228,2328,Smallpayment,Priest,Lakeshire,73 - 53,58%
230,2327,Likewarpal,Paladin,Firemaw,78 - 52,60%
231,2326,Найттир,Druid,Flamegor,313 - 241,56%
232,2323,Сложнаочень,Shaman,Flamegor,258 - 181,59%
232,2323,Сочныиочень,Warlock,Flamegor,223 - 161,58%
232,2323,Митерия,Priest,Flamegor,323 - 257,56%
235,2322,Dleeter,Shaman,Firemaw,104 - 84,55%
235,2322,Kjelx,Warlock,Firemaw,247 - 217,53%
237,2318,Bâkka,Shaman,Firemaw,89 - 14,86%
237,2318,Cloudzlol,Priest,Gehennas,106 - 81,57%
239,2315,Kdrel,Paladin,Firemaw,98 - 54,64%
240,2314,Rhâpsødy,Paladin,Gehennas,143 - 114,56%
240,2314,Wôlôwîzârd,Warrior,Gehennas,174 - 153,53%
240,2314,Freddaxo,Shaman,Gehennas,210 - 190,52%
240,2314,Djdenko,DeathKnight,Gehennas,162 - 148,52%
240,2314,Dominig,Priest,Gehennas,223 - 206,52%
245,2310,Truetide,Shaman,Gehennas,101 - 62,62%
245,2310,Nutsnack,Druid,Gehennas,138 - 86,62%
247,2307,Demori,Paladin,Gehennas,211 - 164,56%
248,2301,Caej,Warlock,Firemaw,145 - 53,73%
249,2300,Smållplåÿs,Priest,Venoxis,77 - 22,78%
250,2297,Barryzwaifu,Shaman,Gehennas,143 - 82,64%
251,2295,Бангладэшер,Paladin,Flamegor,219 - 191,53%
252,2292,Бэнгстон,Paladin,Flamegor,252 - 176,59%
253,2290,Иродлол,Priest,Flamegor,307 - 261,54%
253,2290,Дикейх,DeathKnight,Flamegor,225 - 200,53%
253,2290,Гирионыч,Warrior,Flamegor,250 - 229,52%
256,2289,Rngmonsterxd,Paladin,Gehennas,138 - 88,61%
257,2287,Mnxk,Paladin,Firemaw,125 - 84,60%
258,2284,Demetr,Shaman,Firemaw,152 - 108,58%
259,2280,Tootempting,Shaman,Gehennas,243 - 199,55%
259,2280,Kebabrullen,Priest,Gehennas,228 - 187,55%
259,2280,Skeletor,Priest,Gehennas,209 - 175,54%
259,2280,Shrappe,Mage,Gehennas,194 - 163,54%
263,2279,Zanryu,Shaman,Earthshaker,216 - 165,57%
263,2279,Nexolez,Warrior,Earthshaker,299 - 251,54%
263,2279,Samuelito,Paladin,Earthshaker,202 - 175,54%
263,2279,Faladrix,Warlock,Earthshaker,342 - 309,53%
267,2276,Jãmés,Warrior,Firemaw,108 - 30,78%
267,2276,Боотаник,Shaman,Flamegor,67 - 71,49%
269,2274,Worstofworst,Priest,Firemaw,93 - 58,62%
270,2272,Энита,Paladin,Flamegor,64 - 49,57%
271,2270,Drasszka,Druid,Firemaw,159 - 47,77%
271,2270,Takano,Paladin,Firemaw,122 - 69,64%
271,2270,Famjamin,Paladin,Firemaw,327 - 231,59%
274,2268,Diicktator,Priest,Earthshaker,179 - 139,56%
275,2265,Magmaa,Shaman,Earthshaker,111 - 83,57%
276,2259,Pangp,Paladin,Gehennas,84 - 46,65%
277,2257,Saucony,Warrior,Firemaw,107 - 88,55%
278,2256,Leotardo,Priest,Earthshaker,220 - 154,59%
279,2254,Avengelix,Paladin,Earthshaker,412 - 368,53%
280,2251,Bruñhity,Paladin,Firemaw,70 - 30,70%
280,2251,Liames,Warlock,Gehennas,168 - 149,53%
282,2250,Thelargest,Priest,Gehennas,83 - 70,54%
282,2250,Ycbshadoh,Priest,Firemaw,235 - 224,51%
282,2250,Strikex,Paladin,Firemaw,219 - 214,51%
282,2250,Lesdess,Shaman,Firemaw,218 - 215,50%
282,2250,Cornel,Warrior,Firemaw,226 - 228,50%
287,2247,Hoodmoney,Paladin,Gehennas,200 - 110,65%
287,2247,Flawless,Warlock,Gehennas,200 - 111,64%
287,2247,Letswrestle,Shaman,Gehennas,217 - 121,64%
287,2247,Qqtn,Warrior,Gehennas,191 - 109,64%
287,2247,Samusx,Warrior,Earthshaker,157 - 115,58%
287,2247,Durszlak,Warlock,Earthshaker,248 - 190,57%
287,2247,Decadencé,Shaman,Earthshaker,397 - 349,53%
294,2246,Kpacey,Mage,Venoxis,64 - 16,80%
294,2246,Olestian,Shaman,Firemaw,169 - 116,59%
294,2246,Connelly,Paladin,Firemaw,164 - 114,59%
297,2242,Kraghoul,DeathKnight,Firemaw,103 - 67,61%
298,2241,Wazzberg,Mage,Gehennas,131 - 103,56%
299,2238,Donqt,Priest,Gehennas,126 - 88,59%
300,2237,Yüürgenklopp,Shaman,Gehennas,143 - 87,62%
300,2237,Fragmaster,Hunter,Gehennas,152 - 97,61%
300,2237,Ckñ,Warrior,Gehennas,131 - 85,61%
300,2237,Mangodash,DeathKnight,Firemaw,247 - 226,52%
304,2234,Indiex,Warlock,Gehennas,119 - 84,59%
305,2231,Cervâ,DeathKnight,Firemaw,83 - 20,81%
306,2230,Talli,Priest,Gehennas,91 - 86,51%
307,2229,Gânjâh,DeathKnight,Golemagg,240 - 184,57%
307,2229,Fäyde,Paladin,Golemagg,167 - 143,54%
307,2229,Antisocialqt,Priest,Golemagg,247 - 233,51%
307,2229,Chargeful,Warrior,Golemagg,160 - 160,50%
311,2228,Lolaei,Paladin,Gehennas,159 - 106,60%
311,2228,Glazza,Shaman,Golemagg,111 - 79,58%
311,2228,Outsideqtx,Shaman,Earthshaker,123 - 91,57%
311,2228,Kemda,Warrior,Earthshaker,133 - 102,57%
311,2228,Mightyboosh,Paladin,Earthshaker,129 - 105,55%
316,2227,Wackd,Priest,Earthshaker,147 - 115,56%
317,2226,Mércé,Warlock,Firemaw,65 - 14,82%
317,2226,Lilijadin,Paladin,Gehennas,225 - 191,54%
317,2226,Jcp,Priest,Venoxis,225 - 205,52%
320,2224,Babaiaga,Warlock,Gehennas,107 - 62,63%
320,2224,Nashyo,Warrior,Venoxis,225 - 158,59%
320,2224,Exolol,Priest,Venoxis,213 - 172,55%
320,2224,Rmz,Shaman,Venoxis,207 - 183,53%
320,2224,Ssjresko,Paladin,Venoxis,128 - 125,51%
325,2218,Natsen,Warlock,Venoxis,186 - 136,58%
325,2218,Shockx,Priest,Venoxis,188 - 141,57%
325,2218,Notnvmd,Shaman,Venoxis,170 - 133,56%
325,2218,Folbenützt,Paladin,Venoxis,209 - 167,56%
325,2218,Jcapple,Druid,Venoxis,187 - 172,52%
330,2217,Exehnr,Priest,Firemaw,246 - 190,56%
330,2217,Faecalmatter,Warlock,Gehennas,164 - 131,56%
332,2215,Apoxz,Warlock,Earthshaker,140 - 111,56%
333,2213,Scrynå,Warlock,Gehennas,107 - 58,65%
333,2213,Foxerage,Warrior,Gehennas,121 - 78,61%
333,2213,Micerá,Paladin,Gehennas,139 - 98,59%
333,2213,Nkzjr,Shaman,Venoxis,103 - 79,57%
337,2212,Chan,Warlock,Firemaw,64 - 4,94%
337,2212,Oddwåffle,Priest,Firemaw,64 - 4,94%
339,2208,Oouoou,Priest,Gehennas,77 - 21,79%
340,2206,Dverik,Druid,Gehennas,269 - 182,60%
340,2206,Xarttbert,Priest,Golemagg,167 - 147,53%
340,2206,Wîngs,Paladin,Golemagg,167 - 147,53%
340,2206,Shockybalbóa,Shaman,Golemagg,126 - 111,53%
340,2206,Axziih,Warrior,Golemagg,123 - 111,53%
340,2206,Bjørgen,DeathKnight,Golemagg,114 - 109,51%
346,2205,Cráps,Shaman,Gehennas,68 - 26,72%
347,2203,Dcstim,Priest,Firemaw,57 - 23,71%
347,2203,Yvam,Mage,Firemaw,342 - 273,56%
347,2203,Асохалес,Shaman,Flamegor,213 - 177,55%
350,2201,Валялитрпива,Priest,Flamegor,104 - 96,52%
351,2200,Noxyx,Priest,Gehennas,54 - 23,70%
352,2199,Chasx,Priest,Gehennas,85 - 21,80%
352,2199,Malconi,Priest,Firemaw,352 - 324,52%
354,2196,Homerjayx,Hunter,Firemaw,161 - 54,75%
354,2196,Kémplol,Priest,Firemaw,92 - 77,54%
354,2196,Toteralstot,DeathKnight,Venoxis,277 - 248,53%
354,2196,Níkara,Shaman,Venoxis,239 - 214,53%
354,2196,Sannyd,Paladin,Venoxis,160 - 146,52%
354,2196,Pangkek,Priest,Gehennas,52 - 49,51%
354,2196,Taronex,Warrior,Venoxis,249 - 241,51%
361,2194,Daylie,Shaman,Gehennas,106 - 23,82%
362,2193,Rullepapir,Shaman,Gehennas,142 - 102,58%
363,2192,Brucedarnell,Shaman,Venoxis,97 - 66,60%
364,2191,Суперновая,Druid,Flamegor,236 - 147,62%
365,2189,Laynerzx,Mage,Gehennas,80 - 34,70%
366,2184,Skurwil,Warrior,Golemagg,204 - 173,54%
367,2183,Korvandawgxz,Hunter,Gehennas,122 - 76,62%
367,2183,Scousee,Paladin,Firemaw,309 - 269,53%
369,2181,Sazamizy,Mage,Gehennas,107 - 29,79%
369,2181,Pontsham,Shaman,Gehennas,132 - 105,56%
371,2180,Bouncyqt,Warlock,Gehennas,114 - 88,56%
372,2179,Laynerz,Mage,Gehennas,72 - 25,74%
372,2179,Groblin,Shaman,Gehennas,105 - 53,66%
372,2179,Dreadfol,Warlock,Firemaw,411 - 349,54%
375,2178,Demiorgos,Shaman,Firemaw,99 - 60,62%
376,2177,Asqqe,Warlock,Gehennas,117 - 65,64%
376,2177,Cbrz,Shaman,Gehennas,84 - 52,62%
376,2177,Fuccsen,Paladin,Venoxis,238 - 194,55%
379,2176,Blacka,Paladin,Firemaw,197 - 157,56%
380,2175,Qeqz,Priest,Gehennas,98 - 23,81%
380,2175,Söully,Shaman,Firemaw,63 - 56,53%
382,2174,Avìzura,Rogue,Gehennas,70 - 27,72%
382,2174,Friendzonéd,Shaman,Firemaw,230 - 152,60%
384,2173,Unlimitèd,Warlock,Mograine,181 - 145,56%
384,2173,Nymann,Warrior,Mograine,230 - 187,55%
384,2173,Visiondude,Paladin,Mograine,119 - 99,55%
384,2173,Nòodle,Shaman,Mograine,182 - 152,54%
384,2173,Rûfuz,Priest,Mograine,93 - 86,52%
389,2172,Powerofmage,Mage,Gehennas,156 - 130,55%
389,2172,Nekrøyo,Warlock,Venoxis,227 - 199,53%
389,2172,Filthycásual,Shaman,Gehennas,204 - 182,53%
389,2172,Aedrín,Paladin,Gehennas,223 - 199,53%
389,2172,Lazerdude,Warlock,Gehennas,223 - 199,53%
389,2172,Mertzgodx,Priest,Gehennas,223 - 199,53%
395,2171,Minpoggers,Druid,Firemaw,77 - 29,73%
395,2171,Shockedurnan,Shaman,Golemagg,230 - 200,53%
397,2170,Киткарась,DeathKnight,Flamegor,109 - 100,52%
398,2167,Yoghurtstand,Warlock,Gehennas,64 - 17,79%
399,2166,Highfarm,Warlock,Gehennas,121 - 90,57%
399,2166,Чекслоух,Hunter,Flamegor,182 - 149,55%
401,2165,Frshyeah,Paladin,Venoxis,196 - 159,55%
401,2165,Fuchs,Priest,Venoxis,281 - 264,52%
401,2165,Slnx,Mage,Venoxis,132 - 125,51%
404,2164,Annx,Paladin,Gehennas,118 - 102,54%
404,2164,Sæxy,Mage,Firemaw,278 - 255,52%
406,2163,Innerwheel,Priest,Firemaw,84 - 61,58%
406,2163,Wølfgunx,,Golemagg,102 - 88,54%
408,2160,Nshero,Shaman,Gehennas,114 - 93,55%
408,2160,Gvvzero,Paladin,Golemagg,211 - 182,54%
408,2160,Winnick,Shaman,Golemagg,211 - 182,54%
408,2160,Flooky,Priest,Golemagg,211 - 182,54%
408,2160,Drsus,Druid,Gehennas,146 - 127,53%
408,2160,Htaewx,Warlock,Golemagg,142 - 136,51%
414,2159,Drbourne,Paladin,Gehennas,123 - 102,55%
414,2159,Хамлол,Shaman,Flamegor,150 - 126,54%
416,2155,Revindér,Priest,Firemaw,157 - 88,64%
416,2155,Asol,Shaman,Firemaw,99 - 62,61%
418,2154,Тридэочки,Shaman,Flamegor,112 - 58,66%
418,2154,Bennybultsax,Paladin,Golemagg,68 - 55,55%
418,2154,Craxy,DeathKnight,Golemagg,68 - 55,55%
421,2153,Autocrît,Warrior,Everlook,63 - 32,66%
421,2153,Mybish,Warlock,Firemaw,79 - 49,62%
421,2153,Казлеха,Priest,Flamegor,126 - 107,54%
424,2152,Highfarm,Warlock,Firemaw,76 - 56,58%
424,2152,Struckyky,Priest,Golemagg,65 - 49,57%
426,2151,Хосэконсеко,Paladin,Flamegor,75 - 59,56%
426,2151,Мелстонел,DeathKnight,Flamegor,76 - 65,54%
428,2150,Erzå,Rogue,Gehennas,66 - 24,73%
428,2150,Jöris,DeathKnight,Firemaw,110 - 49,69%
428,2150,Братецгром,Warlock,Flamegor,114 - 88,56%
431,2149,Fnobz,Shaman,Gehennas,154 - 133,54%
432,2147,Anxii,Priest,Gehennas,160 - 107,60%
432,2147,Shorakp,Paladin,Venoxis,201 - 140,59%
434,2146,Cazzx,DeathKnight,Venoxis,212 - 141,60%
435,2145,Drainerxgodx,Paladin,Firemaw,108 - 32,77%
435,2145,Ssns,Druid,Gehennas,58 - 22,72%
437,2144,Blackfirêz,Mage,Firemaw,72 - 25,74%
437,2144,Mzwjk,Paladin,Firemaw,108 - 43,72%
437,2144,Shãqüíêr,Paladin,Firemaw,106 - 48,69%
437,2144,Recepabi,Shaman,Venoxis,105 - 72,59%
437,2144,Fìftycent,Shaman,Gehennas,135 - 100,57%
437,2144,Sewah,Warrior,Gehennas,168 - 129,57%
443,2143,Dewsnïpe,Warlock,Gehennas,120 - 66,65%
443,2143,Лангесик,Priest,Flamegor,95 - 83,53%
443,2143,Makkarapala,Paladin,Gehennas,116 - 106,52%
446,2142,Pwnickzz,Priest,Venoxis,78 - 59,57%
