Rank,Rating,Name,Class,Server,Win_Loss,Win_Perc
927,2545,Nicerlygød,Priest,Firemaw,976 - 911,52%
928,2544,Øutplayed,Mage,Venoxis,312 - 252,55%
928,2544,Nårox,Warrior,Firemaw,111 - 91,55%
928,2544,Kontox,Hunter,Gehennas,345 - 329,51%
928,2544,Balliar,Paladin,Golemagg,688 - 661,51%
928,2544,Beträyer,Warrior,Golemagg,690 - 665,51%
933,2543,Foxiekitten,Priest,Firemaw,530 - 436,55%
933,2543,Kvlt,DeathKnight,Lakeshire,354 - 294,55%
933,2543,Клайб,DeathKnight,Flamegor,399 - 350,53%
933,2543,Молой,Paladin,Flamegor,399 - 350,53%
937,2542,Chubbywanker,Paladin,Gehennas,201 - 98,67%
937,2542,Tuhkïs,Paladin,Gehennas,204 - 149,58%
937,2542,Myy,Shaman,Gehennas,315 - 241,57%
937,2542,Darkham,Paladin,Earthshaker,388 - 321,55%
941,2541,Plaguedoll,DeathKnight,Gehennas,294 - 238,55%
941,2541,Hampuswe,Shaman,Gehennas,233 - 195,54%
943,2540,Рейзя,Druid,Flamegor,241 - 180,57%
943,2540,Крошкабель,Priest,Flamegor,185 - 163,53%
945,2539,Skeelz,Rogue,Firemaw,236 - 161,59%
946,2537,Pangkek,Priest,Gehennas,351 - 310,53%
947,2536,Jelovopopov,Hunter,Firemaw,238 - 189,56%
947,2536,Yari,Rogue,Mandokir,1432 - 1351,51%
949,2535,Guzzelinare,Shaman,Gehennas,381 - 344,53%
949,2535,Dahis,Rogue,Sulfuron,632 - 594,52%
951,2534,Amtkr,Paladin,Sulfuron,306 - 235,57%
952,2532,Реереероорее,Paladin,Flamegor,144 - 114,56%
952,2532,Outplayedx,DeathKnight,Venoxis,349 - 278,56%
952,2532,Yambørghini,Hunter,Gehennas,188 - 156,55%
952,2532,Cnî,Paladin,Venoxis,580 - 494,54%
952,2532,Grimmorc,Warrior,Venoxis,214 - 188,53%
952,2532,Akontis,Shaman,Firemaw,249 - 224,53%
952,2532,Absolutezeró,Priest,Gehennas,1430 - 1336,52%
959,2531,Rhâpsody,Rogue,Gehennas,483 - 370,57%
960,2530,Etiig,Paladin,Everlook,213 - 150,59%
960,2530,Darkfluffyx,DeathKnight,Everlook,128 - 95,57%
960,2530,Bestwarreu,Warrior,Mirage Raceway,83 - 66,56%
963,2528,Ninemmglock,Rogue,Gehennas,336 - 239,58%
963,2528,Xhyna,Shaman,Sulfuron,133 - 96,58%
963,2528,Bougihotkxl,Paladin,Sulfuron,133 - 96,58%
963,2528,Xupaig,Paladin,Everlook,166 - 124,57%
963,2528,Heinrichx,Mage,Firemaw,443 - 349,56%
963,2528,Saladex,Paladin,Sulfuron,175 - 146,55%
963,2528,Oignonx,Hunter,Sulfuron,175 - 147,54%
963,2528,Azle,Priest,Firemaw,264 - 239,52%
971,2527,Stål,Warrior,Sulfuron,118 - 90,57%
971,2527,Luunomxd,Paladin,Gehennas,276 - 230,55%
971,2527,Dødgez,Rogue,Firemaw,519 - 443,54%
971,2527,Vitaminez,Shaman,Gehennas,378 - 328,54%
975,2526,Dîr,Rogue,Gehennas,331 - 247,57%
975,2526,Варпалодин,Warrior,Flamegor,303 - 229,57%
975,2526,Shinenxz,Druid,Ashbringer,202 - 156,56%
975,2526,Skéøz,Priest,Ashbringer,323 - 265,55%
975,2526,Righteousd,Paladin,Gehennas,556 - 524,51%
980,2525,Syyztwe,Warlock,Pyrewood Village,144 - 51,74%
980,2525,Shéésh,Shaman,Firemaw,66 - 29,69%
980,2525,Vrutelwar,Warrior,Gehennas,643 - 522,55%
980,2525,Cbà,Priest,Firemaw,1180 - 1095,52%
980,2525,Noobeh,Druid,Firemaw,1457 - 1383,51%
985,2524,Nâzrins,Warlock,Gehennas,181 - 116,61%
985,2524,Poppaveli,Shaman,Gehennas,145 - 102,59%
985,2524,Kåluna,Shaman,Firemaw,255 - 195,57%
988,2523,Shaél,Druid,Firemaw,290 - 261,53%
989,2521,Akioz,Priest,Venoxis,304 - 229,57%
989,2521,Kankuwu,Druid,Firemaw,462 - 443,51%
989,2521,Кьюзен,Rogue,Flamegor,1471 - 1413,51%
989,2521,Янгмвп,Priest,Flamegor,557 - 537,51%
993,2519,Rizzylol,Rogue,Gehennas,324 - 239,58%
993,2519,Kishtibabe,Paladin,Gehennas,525 - 432,55%
993,2519,Dcstim,Priest,Gehennas,276 - 241,53%
993,2519,Risal,Rogue,Venoxis,651 - 612,52%
993,2519,Nashwoødz,Priest,Venoxis,598 - 579,51%
998,2517,Schweinehirn,Shaman,Lakeshire,179 - 127,58%
998,2517,Chrisstie,Warrior,Earthshaker,356 - 306,54%
998,2517,Fakemito,Rogue,Gehennas,265 - 233,53%
998,2517,Zaragan,DeathKnight,Sulfuron,184 - 164,53%
998,2517,Torgolx,Paladin,Sulfuron,184 - 164,53%
998,2517,Trickyblue,Shaman,Gehennas,270 - 242,53%
998,2517,Cbrz,Shaman,Gehennas,247 - 223,53%
998,2517,Asqqe,Warlock,Gehennas,273 - 256,52%
1006,2516,Bennybultsax,Paladin,Golemagg,549 - 457,55%
1006,2516,Tashpeterson,Rogue,Golemagg,421 - 374,53%
1006,2516,Nastmvp,Paladin,Sulfuron,448 - 401,53%
1006,2516,Fistmorris,Warrior,Sulfuron,541 - 521,51%
1010,2515,Yohxde,Paladin,Firemaw,163 - 126,56%
1010,2515,Jinzò,Priest,Firemaw,617 - 558,53%
1012,2514,Lmaox,Priest,Firemaw,190 - 149,56%
1013,2513,Moggo,Shaman,Earthshaker,319 - 273,54%
1013,2513,Mìnd,Rogue,Venoxis,678 - 633,52%
1015,2512,Infoinfo,Shaman,Firemaw,139 - 96,59%
1015,2512,Holymollykek,Paladin,Thekal,577 - 525,52%
1015,2512,Pissless,Warrior,Thekal,383 - 349,52%
1015,2512,Какиш,DeathKnight,Flamegor,617 - 566,52%
1015,2512,Ридалит,Paladin,Flamegor,527 - 490,52%
1020,2511,Gss,Paladin,Sulfuron,99 - 72,58%
1020,2511,Bnshi,Shaman,Sulfuron,98 - 72,58%
1020,2511,Ларисакисах,Shaman,Flamegor,139 - 113,55%
1020,2511,Gigacopium,Rogue,Gehennas,423 - 375,53%
1020,2511,Hynnix,Mage,Gehennas,562 - 516,52%
1025,2510,Hetar,Priest,Gehennas,82 - 47,64%
1026,2509,Damagex,Rogue,Firemaw,414 - 338,55%
1026,2509,Noxifer,Rogue,Venoxis,509 - 426,54%
1028,2508,Iarnz,Paladin,Firemaw,175 - 144,55%
1028,2508,Dermall,Priest,Mograine,449 - 373,55%
1028,2508,Hokkies,DeathKnight,Gehennas,304 - 270,53%
1028,2508,Yozshtaku,Mage,Mograine,309 - 277,53%
1028,2508,Acim,Rogue,Earthshaker,1866 - 1802,51%
1028,2508,Aci,Mage,Earthshaker,1328 - 1318,50%
1034,2507,Kissmycoil,DeathKnight,Sulfuron,325 - 264,55%
1034,2507,Torja,Paladin,Sulfuron,325 - 268,55%
1034,2507,Убийцарнд,DeathKnight,Flamegor,579 - 547,51%
1037,2506,Каловыймасс,Rogue,Flamegor,428 - 352,55%
1037,2506,Wannabex,Priest,Firemaw,148 - 124,54%
1037,2506,Kankx,Priest,Firemaw,469 - 436,52%
1040,2505,Девочкавкаре,Priest,Flamegor,382 - 328,54%
1040,2505,Paddlezx,Paladin,Earthshaker,226 - 204,53%
1040,2505,Ударьменя,DeathKnight,Flamegor,218 - 204,52%
1040,2505,Glusix,Paladin,Thekal,370 - 349,51%
1044,2504,Blizo,Warrior,Gehennas,186 - 102,65%
1044,2504,Ingò,Rogue,Venoxis,208 - 182,53%
1044,2504,Tífa,Paladin,Mandokir,856 - 819,51%
1044,2504,Ylhún,Warrior,Mandokir,931 - 908,51%
1048,2503,Lowit,Paladin,Firemaw,175 - 133,57%
1048,2503,These,Warrior,Gehennas,495 - 469,51%
1050,2501,Jääkuubik,Mage,Gehennas,644 - 607,51%
1050,2501,Addaioi,Rogue,Earthshaker,554 - 532,51%
1052,2500,Xcube,Shaman,Sulfuron,266 - 219,55%
1052,2500,Waroulolz,Paladin,Sulfuron,371 - 306,55%
1052,2500,Melodylol,Rogue,Earthshaker,597 - 577,51%
1052,2500,Еффест,Hunter,Flamegor,825 - 807,51%
1052,2500,Покероклол,Priest,Flamegor,794 - 777,51%
1057,2499,Ragnih,Rogue,Firemaw,166 - 135,55%
1057,2499,Celasiqq,Priest,Firemaw,166 - 135,55%
1057,2499,Bigcitylife,Paladin,Gehennas,197 - 184,52%
1060,2498,Youngdiamond,Priest,Sulfuron,167 - 143,54%
1060,2498,Rngmodex,Priest,Gehennas,157 - 141,53%
1062,2497,Помоечках,DeathKnight,Flamegor,137 - 112,55%
1062,2497,Блзх,Priest,Flamegor,545 - 473,54%
1064,2496,Zelyo,Rogue,Firemaw,414 - 372,53%
1065,2495,Gkurt,Warrior,Everlook,475 - 408,54%
1065,2495,Lroypalyjr,Paladin,Everlook,400 - 359,53%
1065,2495,Klyddee,Rogue,Gehennas,1330 - 1298,51%
1065,2495,Kebabrullen,Priest,Gehennas,1330 - 1298,51%
1069,2494,Khbeelah,DeathKnight,Firemaw,492 - 441,53%
1070,2492,Shabbaranks,Paladin,Earthshaker,281 - 220,56%
1070,2492,Untamedx,Priest,Gehennas,294 - 233,56%
1070,2492,Lerf,Druid,Firemaw,538 - 450,54%
1070,2492,Adultwork,Priest,Firemaw,1032 - 937,52%
1070,2492,Sadaee,Shaman,Gehennas,1071 - 987,52%
1070,2492,Peox,Priest,Earthshaker,399 - 373,52%
1070,2492,Jääpally,Paladin,Gehennas,1030 - 975,51%
1077,2491,Daìo,Rogue,Sulfuron,667 - 624,52%
1078,2490,Allyanax,DeathKnight,Firemaw,76 - 44,63%
1078,2490,Crazzih,Priest,Gehennas,397 - 303,57%
1078,2490,Cellx,Rogue,Firemaw,734 - 647,53%
1078,2490,Kjolgodx,Mage,Firemaw,492 - 465,51%
1078,2490,Nexxer,Priest,Firemaw,492 - 465,51%
1078,2490,Djrighteous,Paladin,Firemaw,502 - 483,51%
1078,2490,Toxilol,Rogue,Gehennas,723 - 707,51%
1085,2489,Thiñk,Rogue,Sulfuron,192 - 163,54%
1085,2489,Chøpin,Priest,Sulfuron,163 - 146,53%
1085,2489,Neihzx,Shaman,Sulfuron,515 - 462,53%
1085,2489,Asyl,Paladin,Gehennas,922 - 844,52%
1085,2489,Kelmi,Rogue,Thekal,858 - 835,51%
1090,2488,Rngmonster,Paladin,Pyrewood Village,161 - 111,59%
1090,2488,Stillmatic,Warrior,Pyrewood Village,191 - 144,57%
1092,2487,Дезмх,Mage,Flamegor,294 - 208,59%
1093,2486,Shefkata,Paladin,Firemaw,149 - 113,57%
1093,2486,Deemana,Paladin,Mograine,520 - 480,52%
1093,2486,Neeqee,DeathKnight,Mograine,270 - 257,51%
1093,2486,Underikk,Priest,Sulfuron,700 - 678,51%
1097,2485,Znox,Paladin,Firemaw,243 - 197,55%
1097,2485,Weeblørdx,DeathKnight,Firemaw,277 - 232,54%
1099,2484,Neither,Mage,Sulfuron,1332 - 1255,51%
1100,2483,Worldz,Hunter,Firemaw,940 - 870,52%
1101,2482,Bezzy,Paladin,Firemaw,354 - 326,52%
1101,2482,Alécta,Warlock,Ashbringer,697 - 656,52%
1101,2482,Patbaitman,Priest,Gehennas,492 - 467,51%
1101,2482,Creoø,Rogue,Ashbringer,782 - 755,51%
1101,2482,Tilte,Mage,Gehennas,1251 - 1208,51%
1106,2481,Topge,Paladin,Firemaw,62 - 30,67%
1106,2481,Белыйрэмбо,Priest,Flamegor,209 - 143,59%
1106,2481,Striv,Priest,Golemagg,203 - 161,56%
1106,2481,Znx,Rogue,Lakeshire,545 - 497,52%
1106,2481,Treamy,Priest,Lakeshire,431 - 406,51%
1111,2480,Реийни,Mage,Flamegor,1043 - 997,51%
1111,2480,Bukixo,Warrior,Firemaw,752 - 719,51%
1111,2480,Черныйпапа,Priest,Flamegor,967 - 944,51%
1114,2479,Gregplitt,Paladin,Firemaw,147 - 67,69%
1114,2479,Bad,Paladin,Firemaw,420 - 346,55%
1116,2478,Corinnakopf,Priest,Gehennas,459 - 388,54%
1116,2478,Arzox,Mage,Gehennas,462 - 392,54%
1118,2477,Pêâcêßß,,Mandokir,202 - 144,58%
1118,2477,Juvegodx,Paladin,Firemaw,162 - 119,58%
1118,2477,Pess,Druid,Venoxis,198 - 149,57%
1118,2477,Grillieren,Druid,Earthshaker,252 - 219,54%
1118,2477,Avidance,Rogue,Earthshaker,323 - 282,53%
1118,2477,Åurøra,Priest,Firemaw,173 - 155,53%
1124,2476,Sonesh,Shaman,Sulfuron,98 - 64,60%
1125,2475,Darklòlz,Warlock,Sulfuron,97 - 65,60%
1125,2475,Нноорроорроо,Paladin,Flamegor,314 - 226,58%
1125,2475,Skurwil,Warrior,Golemagg,479 - 358,57%
1125,2475,Háppý,Priest,Gehennas,306 - 255,55%
1125,2475,Foxerage,Warrior,Gehennas,279 - 245,53%
1125,2475,Taricc,Paladin,Earthshaker,535 - 480,53%
1131,2474,Skyphøøn,Paladin,Golemagg,177 - 130,58%
1131,2474,Freakïrl,Shaman,Firemaw,156 - 129,55%
1131,2474,Jimcarrey,Rogue,Gehennas,420 - 354,54%
1131,2474,Phenomx,Druid,Firemaw,311 - 276,53%
1135,2473,Xter,Druid,Lakeshire,196 - 161,55%
1135,2473,Hellsake,Priest,Lakeshire,246 - 209,54%
1135,2473,Смайтфул,Priest,Flamegor,560 - 511,52%
1138,2472,Eradás,Druid,Gehennas,189 - 139,58%
1139,2471,Classicwrath,Paladin,Firemaw,127 - 87,59%
1139,2471,Devastate,Warrior,Firemaw,206 - 167,55%
1139,2471,Hagenau,Paladin,Gehennas,164 - 144,53%
1139,2471,Triiki,Priest,Gehennas,274 - 244,53%
1143,2470,Balthatv,DeathKnight,Firemaw,296 - 252,54%
1143,2470,Шайтанх,Druid,Flamegor,370 - 320,54%
1143,2470,Cyclownz,Druid,Gehennas,339 - 305,53%
1143,2470,Torakiro,Druid,Gehennas,571 - 556,51%
1143,2470,Fliyins,Shaman,Mandokir,204 - 285,42%
1148,2469,Randømdog,Warlock,Gehennas,166 - 118,58%
1148,2469,Ggj,Priest,Firemaw,253 - 185,58%
1148,2469,Holyfâns,Paladin,Firemaw,214 - 184,54%
1148,2469,Disprezzo,Priest,Mograine,820 - 776,51%
1152,2468,Kaizenxz,Mage,Firemaw,173 - 161,52%
1153,2467,Wackd,Priest,Earthshaker,317 - 228,58%
1153,2467,Redstarx,Shaman,Mirage Raceway,429 - 362,54%
1153,2467,Pigbeargirl,Druid,Thekal,348 - 303,53%
1153,2467,Elunnes,Priest,Thekal,457 - 412,53%
1153,2467,Йонезкасан,Rogue,Flamegor,838 - 772,52%
1153,2467,Хэйтмимор,Priest,Flamegor,646 - 624,51%
1159,2466,Samasuke,Shaman,Earthshaker,413 - 367,53%
1159,2466,Mobywan,Paladin,Earthshaker,579 - 517,53%
1161,2465,Dnb,Rogue,Venoxis,202 - 161,56%
1162,2463,Brökën,Paladin,Golemagg,236 - 200,54%
1162,2463,Vemer,,Golemagg,385 - 349,52%
1162,2463,Piorgio,DeathKnight,Golemagg,521 - 481,52%
1162,2463,Undefíned,Priest,Golemagg,391 - 361,52%
1166,2462,Shèw,Priest,Sulfuron,460 - 375,55%
1167,2461,Qosx,Paladin,Gehennas,141 - 120,54%
1167,2461,Zypx,Warrior,Gehennas,423 - 378,53%
1167,2461,Maoe,Druid,Sulfuron,1223 - 1159,51%
1167,2461,Shìmzlol,Rogue,Sulfuron,1077 - 1046,51%
1171,2459,Umbraxx,DeathKnight,Ashbringer,281 - 239,54%
1172,2458,Runitdown,Shaman,Gehennas,93 - 57,62%
1172,2458,Baphômet,Priest,Venoxis,1824 - 1702,52%
1174,2457,Antisocialqt,Priest,Golemagg,422 - 344,55%
1174,2457,Dontdiebro,Paladin,Earthshaker,172 - 162,51%
1176,2456,Nfêrr,Shaman,Gehennas,215 - 165,57%
1176,2456,Deqi,Mage,Firemaw,799 - 668,54%
1176,2456,Cowmdown,Druid,Golemagg,227 - 203,53%
1176,2456,Jebymaus,Priest,Earthshaker,1047 - 983,52%
1176,2456,Akrololz,Rogue,Gehennas,668 - 638,51%
1181,2455,Rsp,Paladin,Sulfuron,355 - 295,55%
1181,2455,Yokez,Priest,Earthshaker,225 - 193,54%
1181,2455,Drloonz,Mage,Earthshaker,225 - 193,54%
1181,2455,Terriblenews,DeathKnight,Transcendence,279 - 249,53%
1181,2455,Nazth,Paladin,Transcendence,279 - 250,53%
1181,2455,Xhyz,Priest,Earthshaker,321 - 295,52%
1181,2455,Naoshy,Mage,Earthshaker,335 - 308,52%
1181,2455,Tsíg,Rogue,Gehennas,968 - 916,51%
1189,2454,Лонзегоддос,Paladin,Flamegor,241 - 168,59%
1189,2454,Jíxò,Mage,Gehennas,300 - 264,53%
1189,2454,Tuetou,Shaman,Sulfuron,467 - 418,53%
1189,2454,Wõhz,Druid,Sulfuron,520 - 482,52%
1193,2453,Swïne,Warlock,Gehennas,73 - 32,70%
1194,2452,Craxy,DeathKnight,Golemagg,169 - 133,56%
1194,2452,Ðrajzñ,Mage,Firemaw,428 - 363,54%
1194,2452,Crázed,Priest,Firemaw,336 - 289,54%
1194,2452,Экскуз,Rogue,Flamegor,334 - 302,53%
1194,2452,Биошлак,Priest,Flamegor,321 - 294,52%
1194,2452,Урбанс,Paladin,Flamegor,689 - 638,52%
1200,2451,Yepaà,Druid,Sulfuron,378 - 323,54%
1201,2450,Yoghurtstand,Warlock,Gehennas,84 - 42,67%
1201,2450,Mîserý,DeathKnight,Transcendence,205 - 155,57%
1201,2450,Çare,Paladin,Pyrewood Village,192 - 147,57%
1201,2450,Fôtm,Paladin,Ashbringer,251 - 196,56%
1205,2449,Juicing,Paladin,Everlook,495 - 451,52%
1205,2449,Frantiks,Rogue,Venoxis,940 - 902,51%
1207,2448,Тредеард,Paladin,Flamegor,60 - 36,62%
1207,2448,Avariz,Paladin,Gehennas,329 - 292,53%
1207,2448,Nbabritten,Shaman,Gehennas,657 - 614,52%
1210,2446,Djsmierc,Hunter,Firemaw,218 - 159,58%
1210,2446,Битраннер,Rogue,Flamegor,1061 - 944,53%
1210,2446,Disyö,Hunter,Firemaw,384 - 367,51%
1213,2445,Yvam,Mage,Firemaw,468 - 430,52%
1213,2445,Efesx,Mage,Firemaw,638 - 622,51%
1215,2444,Cosmicdesire,Paladin,Gehennas,200 - 160,56%
1215,2444,Mightbenpc,Mage,Gehennas,253 - 206,55%
1217,2443,Shadowgamerx,Priest,Firemaw,75 - 30,71%
1217,2443,Shäqüïër,Paladin,Firemaw,490 - 401,55%
1217,2443,Flayztime,Priest,Lakeshire,439 - 381,54%
1217,2443,Goofytime,Rogue,Lakeshire,432 - 398,52%
1217,2443,Dioras,Paladin,Firemaw,507 - 489,51%
1222,2442,Cptcaptain,Paladin,Ashbringer,106 - 67,61%
1222,2442,Kalysecond,Paladin,Transcendence,141 - 106,57%
1222,2442,Cerot,Paladin,Mirage Raceway,286 - 219,57%
1222,2442,Scryna,Warlock,Firemaw,295 - 242,55%
1222,2442,Genesiss,Priest,Gehennas,386 - 355,52%
1227,2441,Dayliex,Shaman,Firemaw,98 - 69,59%
1227,2441,Pangp,Paladin,Gehennas,85 - 71,54%
1227,2441,Tabzy,Paladin,Firemaw,614 - 561,52%
1230,2440,Nanuko,Shaman,Venoxis,190 - 142,57%
1230,2440,Hàppysouls,Warrior,Firemaw,742 - 707,51%
1232,2439,Breakingz,Warrior,Sulfuron,273 - 210,57%
1232,2439,Scrýna,Priest,Gehennas,324 - 268,55%
1232,2439,Hirk,Paladin,Gehennas,184 - 153,55%
1232,2439,Shelbyz,Priest,Lakeshire,393 - 337,54%
1232,2439,Guïlty,Priest,Everlook,995 - 967,51%
1232,2439,Lïxx,Rogue,Everlook,995 - 967,51%
1232,2439,Nyanå,Warrior,Firemaw,914 - 898,50%
1239,2438,Zergood,Paladin,Earthshaker,1281 - 936,58%
1239,2438,Rickeboi,Warlock,Thekal,392 - 317,55%
1239,2438,Kikkihiiri,Priest,Firemaw,315 - 269,54%
1239,2438,Eot,Paladin,Mograine,262 - 225,54%
1239,2438,Lapechugona,DeathKnight,Mandokir,625 - 551,53%
1244,2437,Boblebab,DeathKnight,Sulfuron,204 - 119,63%
1244,2437,Lovetap,Shaman,Venoxis,273 - 217,56%
1244,2437,Hojhelga,Paladin,Venoxis,236 - 191,55%
1244,2437,Azîl,Mage,Sulfuron,536 - 467,53%
1244,2437,Rasputilla,Paladin,Mandokir,578 - 528,52%
1249,2436,Pvphunterelf,Hunter,Firemaw,331 - 235,58%
1249,2436,Htxd,Druid,Gehennas,121 - 98,55%
1249,2436,Konship,Paladin,Gehennas,345 - 295,54%
1249,2436,Turbofluen,Warrior,Gehennas,321 - 290,53%
1249,2436,Aratorzz,Paladin,Lakeshire,657 - 595,52%
1249,2436,Marzzram,DeathKnight,Lakeshire,620 - 562,52%
1255,2435,Ninjapigeon,Mage,Firemaw,228 - 211,52%
1256,2434,Sphexxie,Warrior,Earthshaker,328 - 317,51%
1257,2433,Eltypi,Warlock,Firemaw,115 - 82,58%
1257,2433,Happener,Paladin,Firemaw,185 - 134,58%
1257,2433,Phonecall,Shaman,Firemaw,162 - 119,58%
1257,2433,Blackdaddyj,Warrior,Firemaw,188 - 149,56%
1257,2433,Johnyb,Druid,Gehennas,314 - 252,55%
1257,2433,Apexd,Shaman,Gehennas,217 - 183,54%
1257,2433,Shzô,Priest,Gehennas,776 - 686,53%
1264,2432,Magwheels,Paladin,Gehennas,459 - 410,53%
1265,2431,Vitiliga,Paladin,Gehennas,540 - 471,53%
1265,2431,Abbacow,Druid,Mograine,488 - 452,52%
1265,2431,Bain,Priest,Mograine,488 - 452,52%
1268,2430,Uwupriestowo,Priest,Firemaw,189 - 165,53%
1268,2430,Exehnr,Priest,Firemaw,896 - 841,52%
1270,2429,Daylie,Shaman,Gehennas,74 - 47,61%
1270,2429,Голодрель,Paladin,Flamegor,995 - 750,57%
1270,2429,Enehr,Priest,Golemagg,492 - 402,55%
1270,2429,Fooples,Rogue,Gehennas,253 - 212,54%
1270,2429,Flexik,Rogue,Golemagg,617 - 588,51%
1275,2428,Tenauu,Priest,Gehennas,80 - 43,65%
1275,2428,Swagmønstérx,Rogue,Firemaw,238 - 217,52%
1275,2428,Isyclass,Paladin,Venoxis,1124 - 1092,51%
1275,2428,Zarthea,DeathKnight,Venoxis,1071 - 1055,50%
1279,2427,Daylie,Shaman,Firemaw,77 - 45,63%
1279,2427,Immúz,Druid,Gehennas,189 - 160,54%
1279,2427,Leotardo,Priest,Earthshaker,454 - 400,53%
1282,2426,Керосине,Warlock,Flamegor,359 - 229,61%
1282,2426,Эндоргладкий,DeathKnight,Flamegor,546 - 437,56%
1282,2426,Sejfx,Druid,Firemaw,513 - 446,53%
1282,2426,Fitthampus,DeathKnight,Gehennas,275 - 240,53%
1282,2426,Свитстимс,Priest,Flamegor,742 - 666,53%
1287,2424,Eltupilulz,Mage,Firemaw,155 - 111,58%
1287,2424,Appleyàrd,Paladin,Firemaw,596 - 453,57%
1287,2424,Perestroyka,Priest,Firemaw,194 - 156,55%
1287,2424,Proxia,Shaman,Firemaw,157 - 133,54%
1291,2423,Skoces,Priest,Firemaw,166 - 115,59%
1291,2423,Celebgodx,Paladin,Firemaw,243 - 207,54%
1291,2423,Spónks,Mage,Sulfuron,118 - 113,51%
1291,2423,Hopfi,Warrior,Venoxis,401 - 388,51%
1295,2422,Trashroguex,Rogue,Firemaw,521 - 465,53%
1295,2422,Slaktslakt,Rogue,Firemaw,503 - 449,53%
1295,2422,Zaubermánn,Mage,Lakeshire,747 - 684,52%
1295,2422,Iixx,Druid,Venoxis,948 - 890,52%
1295,2422,Kyrooxd,Rogue,Lakeshire,791 - 745,51%
1300,2420,Testokin,Druid,Firemaw,189 - 119,61%
1300,2420,Revx,Warrior,Thekal,167 - 124,57%
1300,2420,Noobeh,Druid,Mandokir,453 - 410,52%
1300,2420,Yølørévèngèx,Rogue,Mandokir,500 - 466,52%
1304,2419,Jackerz,Warrior,Venoxis,201 - 168,54%
1304,2419,Quickiezz,Warrior,Mograine,220 - 188,54%
1304,2419,Tokavýefko,Paladin,Mograine,220 - 190,54%
1307,2418,Pleygu,Shaman,Ashbringer,138 - 104,57%
1307,2418,Dreamerx,Warrior,Everlook,274 - 236,54%
1309,2417,Feeblemind,Priest,Venoxis,752 - 639,54%
1309,2417,Jixô,Mage,Firemaw,195 - 180,52%
1309,2417,Амфетаминках,Priest,Flamegor,492 - 466,51%
1312,2416,Scuffedrasel,Warrior,Gehennas,331 - 278,54%
1313,2415,Bîpolar,DeathKnight,Firemaw,224 - 163,58%
1313,2415,Everen,Druid,Sulfuron,116 - 86,57%
1313,2415,Yahweh,Priest,Mograine,1106 - 991,53%
1313,2415,Xaistymage,Mage,Firemaw,591 - 541,52%
1313,2415,Zopewho,Rogue,Firemaw,497 - 464,52%
1313,2415,Никзефакер,Rogue,Flamegor,729 - 725,50%
1319,2414,Kemda,Warrior,Earthshaker,296 - 239,55%
1320,2413,Bjoernenbo,Druid,Firemaw,528 - 463,53%
1320,2413,Леадринн,Paladin,Flamegor,125 - 112,53%
1320,2413,Эллихейз,Priest,Flamegor,487 - 460,51%
1323,2412,Wooglegoogle,Paladin,Firemaw,272 - 220,55%
1323,2412,Bambyi,Priest,Sulfuron,195 - 170,53%
1323,2412,Streetshårk,Warrior,Firemaw,857 - 775,53%
1323,2412,Fungos,Rogue,Firemaw,749 - 696,52%
1323,2412,Tonnylol,Paladin,Gehennas,409 - 387,51%
1323,2412,Ggosling,Priest,Gehennas,548 - 538,50%
1329,2411,Víhar,Paladin,Gehennas,516 - 465,53%
1329,2411,Cepsegnever,Warrior,Gehennas,794 - 729,52%
1331,2410,Jdog,Warlock,Golemagg,246 - 156,61%
1331,2410,Brooxz,Warrior,Gehennas,304 - 228,57%
1331,2410,Vsls,Rogue,Gehennas,327 - 266,55%
1331,2410,Lökil,Paladin,Earthshaker,447 - 366,55%
1331,2410,Сенсориолол,Rogue,Flamegor,455 - 392,54%
1331,2410,Adopegrip,DeathKnight,Everlook,175 - 157,53%
1331,2410,Placeholdery,Paladin,Everlook,175 - 157,53%
1331,2410,Sheita,Priest,Firemaw,243 - 232,51%
1331,2410,Doneasfk,Rogue,Golemagg,927 - 894,51%
1331,2410,Sardinax,Priest,Golemagg,927 - 894,51%
1341,2409,Disculpe,Priest,Thekal,452 - 348,56%
1341,2409,Esserip,Druid,Gehennas,815 - 799,50%
1341,2409,Brigganp,Priest,Gehennas,893 - 880,50%
1344,2408,Джагментдейз,Paladin,Flamegor,153 - 90,63%
1344,2408,Nooblydoneqt,Paladin,Golemagg,142 - 93,60%
1344,2408,Dawidpl,Mage,Gehennas,284 - 218,57%
1344,2408,Leopala,Paladin,Earthshaker,240 - 194,55%
1344,2408,Ýâðæßêæßðæðð,Mage,Golemagg,436 - 358,55%
1344,2408,Tacticalnuke,Shaman,Gehennas,374 - 315,54%
1344,2408,Jarla,Priest,Golemagg,455 - 404,53%
1344,2408,Неаскич,Druid,Flamegor,1950 - 1828,52%
1344,2408,Spacewulf,Paladin,Gehennas,649 - 623,51%
1344,2408,Икигаи,Rogue,Flamegor,494 - 482,51%
1354,2407,Path,Rogue,Firemaw,495 - 424,54%
1354,2407,Sunira,Warrior,Venoxis,206 - 180,53%
1354,2407,Adalolp,Paladin,Venoxis,206 - 180,53%
1354,2407,Шокируующий,Priest,Flamegor,565 - 509,53%
1354,2407,Bønza,Warrior,Transcendence,446 - 409,52%
1354,2407,Necroft,Druid,Transcendence,498 - 457,52%
1354,2407,Ижица,Shaman,Flamegor,966 - 918,51%
