Rank,Rating,Name,Class,Server,Win_Loss,Win_Perc
2579,1459,Sixbêast,Paladin,Arugal,71 - 58,55%
2579,1459,Truelegend,Druid,Arugal,105 - 89,54%
2579,1459,Irootanyone,Druid,Arugal,92 - 86,52%
2579,1459,Bubbledeath,Priest,Arugal,40 - 38,51%
2579,1459,Prottozoa,Hunter,Arugal,40 - 39,51%
2579,1459,Twodad,Mage,Yojamba,153 - 154,50%
2579,1459,Nahoutplayed,Hunter,Arugal,105 - 115,48%
2579,1459,Xarotha,Warlock,Arugal,38 - 42,48%
2589,1458,Kaygo,Druid,Arugal,34 - 24,59%
2589,1458,Staceyxoxo,Paladin,Arugal,49 - 39,56%
2589,1458,Duffer,Rogue,Yojamba,56 - 46,55%
2589,1458,Gaspipe,Warlock,Yojamba,81 - 68,54%
2589,1458,Chuggaa,Shaman,Arugal,47 - 47,50%
2589,1458,Antivaxxer,Paladin,Arugal,27 - 28,49%
2589,1458,Etapw,Warrior,Arugal,119 - 130,48%
2589,1458,Lightpike,Paladin,Remulos,123 - 191,39%
2589,1458,Gorthankk,Warrior,Remulos,127 - 204,38%
2598,1457,Evilmorcty,DeathKnight,Arugal,65 - 48,58%
2598,1457,Scrubhustler,Paladin,Arugal,135 - 104,56%
2598,1457,Ipanicbubble,Paladin,Arugal,30 - 24,56%
2598,1457,Justjustin,Priest,Arugal,65 - 54,55%
2598,1457,Smeb,Paladin,Arugal,168 - 143,54%
2598,1457,Krix,Paladin,Yojamba,111 - 99,53%
2598,1457,Beaneh,Warrior,Arugal,47 - 44,52%
2598,1457,Ixmucane,Warrior,Yojamba,123 - 116,51%
2598,1457,Eliaas,Warrior,Arugal,21 - 21,50%
2598,1457,Babztvtwitch,Rogue,Arugal,46 - 48,49%
2598,1457,Addled,Warlock,Yojamba,83 - 99,46%
2609,1456,Hungnhard,Rogue,Arugal,29 - 20,59%
2609,1456,Sk,DeathKnight,Arugal,43 - 35,55%
2609,1456,Kommqt,Paladin,Arugal,37 - 31,54%
2609,1456,Squidsauce,DeathKnight,Arugal,239 - 208,53%
2609,1456,Tastyshockz,Shaman,Yojamba,83 - 74,53%
2609,1456,Gobbyxo,Rogue,Arugal,51 - 47,52%
2609,1456,Lgbttqqiaap,Shaman,Arugal,163 - 160,50%
2609,1456,Splify,Paladin,Arugal,135 - 145,48%
2617,1455,Mediicare,Priest,Remulos,25 - 21,54%
2617,1455,Etched,Priest,Yojamba,70 - 60,54%
2617,1455,Richiepzy,Paladin,Yojamba,83 - 76,52%
2617,1455,Payyourtick,DeathKnight,Arugal,130 - 122,52%
2617,1455,Konkonn,Shaman,Arugal,76 - 73,51%
2617,1455,Tomlyn,Paladin,Arugal,110 - 106,51%
2617,1455,Kurtez,DeathKnight,Arugal,79 - 91,46%
2617,1455,Snowpaws,Mage,Arugal,55 - 65,46%
2625,1454,Swappy,Rogue,Arugal,46 - 36,56%
2625,1454,Martoss,Paladin,Arugal,85 - 69,55%
2625,1454,Meshu,Mage,Arugal,89 - 74,55%
2625,1454,Onetruegoat,Shaman,Arugal,48 - 41,54%
2625,1454,Squierr,Priest,Arugal,49 - 42,54%
2625,1454,Grahamm,DeathKnight,Arugal,90 - 80,53%
2625,1454,Berthag,Druid,Yojamba,69 - 63,52%
2625,1454,Lbz,DeathKnight,Arugal,122 - 118,51%
2625,1454,Bigbolts,Shaman,Arugal,17 - 17,50%
2625,1454,Eranormous,DeathKnight,Arugal,240 - 246,49%
2625,1454,Sooklord,Shaman,Arugal,35 - 36,49%
2625,1454,Waitnformate,Paladin,Arugal,35 - 36,49%
2625,1454,Zarmasu,Rogue,Yojamba,228 - 242,49%
2625,1454,Tingtsz,Paladin,Arugal,156 - 166,48%
2625,1454,Theloglady,Mage,Yojamba,280 - 300,48%
2625,1454,Domiste,Warrior,Arugal,78 - 86,48%
2625,1454,Ecthane,Hunter,Arugal,66 - 73,47%
2625,1454,Shootime,Hunter,Arugal,80 - 92,47%
2625,1454,Rebalance,Priest,Yojamba,233 - 292,44%
2644,1453,Kyefong,Mage,Arugal,22 - 14,61%
2644,1453,Derf,Druid,Arugal,68 - 56,55%
2644,1453,Hate,Warrior,Arugal,25 - 21,54%
2644,1453,Præstigium,Mage,Arugal,182 - 161,53%
2644,1453,Croggers,Priest,Yojamba,164 - 146,53%
2644,1453,Helloiamdog,Shaman,Arugal,198 - 183,52%
2644,1453,Foë,Shaman,Arugal,65 - 63,51%
2644,1453,Badgeyy,Druid,Arugal,150 - 154,49%
2644,1453,Blackmaqic,Priest,Arugal,32 - 36,47%
2653,1452,Bigjuicey,Shaman,Arugal,30 - 19,61%
2653,1452,Thefrophyte,DeathKnight,Yojamba,39 - 28,58%
2653,1452,Deedem,Warrior,Arugal,33 - 27,55%
2653,1452,Arouse,Shaman,Arugal,68 - 57,54%
2653,1452,Evowagon,Warrior,Yojamba,42 - 36,54%
2653,1452,Arsonica,Priest,Arugal,55 - 49,53%
2653,1452,Juflowar,Mage,Arugal,148 - 157,49%
2653,1452,Starstreak,Shaman,Arugal,87 - 94,48%
2653,1452,Damonz,Druid,Arugal,87 - 96,48%
2653,1452,Danlon,Druid,Arugal,74 - 89,45%
2663,1451,Yx,Mage,Arugal,32 - 22,59%
2663,1451,Boxpox,Paladin,Yojamba,28 - 20,58%
2663,1451,Cobessr,Paladin,Arugal,34 - 27,56%
2663,1451,Fulldark,Priest,Arugal,32 - 26,55%
2663,1451,Cavist,DeathKnight,Arugal,89 - 74,55%
2663,1451,Snugglepusse,Priest,Arugal,50 - 43,54%
2663,1451,Marsbark,Druid,Arugal,50 - 43,54%
2663,1451,Bigskitss,Priest,Arugal,75 - 73,51%
2663,1451,Ummish,Warrior,Yojamba,140 - 137,51%
2663,1451,Vedreesh,Priest,Arugal,116 - 115,50%
2663,1451,Omgursobad,Paladin,Yojamba,191 - 190,50%
2663,1451,Coolhandadin,Paladin,Arugal,75 - 77,49%
2663,1451,Moonkie,Rogue,Arugal,276 - 316,47%
2663,1451,Grimshotx,Hunter,Yojamba,300 - 359,46%
2677,1450,Sàngabanga,Paladin,Arugal,20 - 11,65%
2677,1450,Pineapples,Druid,Remulos,68 - 50,58%
2677,1450,Arkiyo,DeathKnight,Arugal,44 - 34,56%
2677,1450,Karboz,Priest,Arugal,87 - 72,55%
2677,1450,Morphling,Druid,Arugal,88 - 74,54%
2677,1450,Ugaroast,Hunter,Arugal,51 - 44,54%
2677,1450,Xhgis,DeathKnight,Arugal,144 - 134,52%
2677,1450,Shamanzug,Shaman,Arugal,56 - 62,47%
2677,1450,Inferdecay,DeathKnight,Arugal,69 - 106,39%
2686,1449,Sophkel,Mage,Arugal,54 - 42,56%
2686,1449,Aartyy,Priest,Arugal,63 - 52,55%
2686,1449,Nicalolz,Rogue,Arugal,63 - 52,55%
2686,1449,Satory,Druid,Yojamba,72 - 66,52%
2686,1449,Unhölÿ,DeathKnight,Yojamba,62 - 57,52%
2686,1449,Huuhwa,Druid,Arugal,98 - 92,52%
2686,1449,Mushie,Warrior,Arugal,96 - 91,51%
2686,1449,Rolivis,Warlock,Arugal,50 - 52,49%
2686,1449,Xolotl,Priest,Yojamba,45 - 51,47%
2695,1448,Barkin,Druid,Arugal,205 - 179,53%
2695,1448,Geoshaman,Shaman,Arugal,93 - 83,53%
2695,1448,Madstick,Shaman,Arugal,101 - 97,51%
2695,1448,Vybe,Shaman,Arugal,31 - 31,50%
2695,1448,Smexyness,Mage,Arugal,27 - 27,50%
2695,1448,Milisone,Warrior,Arugal,282 - 291,49%
2695,1448,Breadz,Shaman,Arugal,281 - 300,48%
2695,1448,Majestico,Priest,Yojamba,93 - 103,47%
2695,1448,Pussreformed,DeathKnight,Arugal,70 - 78,47%
2695,1448,Norealskill,Warrior,Arugal,191 - 216,47%
2695,1448,Stugots,,Arugal,19 - 23,45%
2706,1447,Rainbowpony,Mage,Remulos,20 - 13,61%
2706,1447,Catburrito,Druid,Arugal,222 - 196,53%
2706,1447,Uzi,Rogue,Arugal,217 - 207,51%
2709,1446,Niceandeep,Mage,Arugal,77 - 69,53%
2709,1446,Xeian,DeathKnight,Arugal,59 - 53,53%
2709,1446,Kampf,Paladin,Arugal,46 - 43,52%
2709,1446,Yendk,DeathKnight,Arugal,51 - 48,52%
2709,1446,Manbaout,Paladin,Arugal,123 - 125,50%
2709,1446,Ray,Hunter,Arugal,239 - 251,49%
2709,1446,Crackstabs,Rogue,Arugal,177 - 222,44%
2716,1445,Earthnight,Priest,Arugal,28 - 19,60%
2716,1445,Doogles,DeathKnight,Arugal,77 - 55,58%
2716,1445,Praybies,Priest,Yojamba,71 - 59,55%
2716,1445,Qwq,Druid,Yojamba,153 - 142,52%
2716,1445,Healsg,Priest,Arugal,111 - 105,51%
2716,1445,Cbm,Rogue,Arugal,69 - 70,50%
2716,1445,Everyonedies,Priest,Arugal,244 - 252,49%
2716,1445,Slane,DeathKnight,Yojamba,182 - 202,47%
2716,1445,Sifmagewtf,Mage,Yojamba,60 - 67,47%
2716,1445,Mcfeelie,Hunter,Yojamba,378 - 433,47%
2716,1445,Notgoodmace,Paladin,Arugal,86 - 100,46%
2716,1445,Greenway,Druid,Arugal,155 - 185,46%
2716,1445,Neverpolyx,Mage,Yojamba,25 - 31,45%
2729,1444,Mecrazyeyes,Warrior,Arugal,30 - 19,61%
2729,1444,Dooday,Rogue,Arugal,37 - 26,59%
2729,1444,Clazlock,Warlock,Arugal,40 - 29,58%
2729,1444,Malakhaii,DeathKnight,Arugal,29 - 23,56%
2729,1444,Stormerx,Paladin,Arugal,40 - 32,56%
2729,1444,Vkx,Rogue,Arugal,56 - 49,53%
2729,1444,Swanhoj,Paladin,Arugal,81 - 77,51%
2729,1444,Bize,Priest,Arugal,225 - 220,51%
2729,1444,Knockaa,Rogue,Arugal,163 - 162,50%
2729,1444,Kronikai,Shaman,Arugal,159 - 173,48%
2729,1444,Tilta,Paladin,Arugal,24 - 27,47%
2729,1444,Bogs,Hunter,Arugal,98 - 117,46%
2729,1444,Snaaxx,Warrior,Arugal,114 - 140,45%
2729,1444,Pbknight,DeathKnight,Arugal,27 - 34,44%
2743,1443,Harmonica,Paladin,Arugal,71 - 61,54%
2743,1443,Haitastalker,Rogue,Yojamba,21 - 19,52%
2743,1443,Postmark,Shaman,Arugal,60 - 55,52%
2743,1443,Ohrets,Paladin,Arugal,75 - 73,51%
2743,1443,Sqautoopee,Druid,Arugal,215 - 237,48%
2743,1443,Helldocktora,Rogue,Yojamba,33 - 42,44%
2749,1442,Karshoon,DeathKnight,Yojamba,39 - 30,57%
2749,1442,Chickentendk,DeathKnight,Arugal,31 - 27,53%
2749,1442,Gbxx,Priest,Arugal,24 - 22,52%
2749,1442,Sramanaa,Shaman,Yojamba,84 - 80,51%
2749,1442,Zniarb,Rogue,Arugal,195 - 187,51%
2749,1442,Krakkun,Rogue,Arugal,98 - 96,51%
2749,1442,Beakplanter,,Arugal,46 - 47,49%
2749,1442,Perdz,Priest,Yojamba,47 - 50,48%
2749,1442,Djanna,Mage,Arugal,117 - 132,47%
2758,1441,Saphira,Druid,Arugal,16 - 11,59%
2758,1441,Abbiec,Paladin,Arugal,33 - 25,57%
2758,1441,Loofdlo,Priest,Yojamba,52 - 43,55%
2758,1441,Fergsypie,Paladin,Arugal,69 - 59,54%
2758,1441,Souffléjr,Shaman,Yojamba,52 - 46,53%
2758,1441,Palidox,Paladin,Arugal,154 - 138,53%
2758,1441,Chudzapper,Shaman,Yojamba,28 - 26,52%
2758,1441,Doappy,Warrior,Arugal,70 - 66,51%
2758,1441,Evenlight,Rogue,Remulos,150 - 147,51%
2758,1441,Oldknt,Priest,Yojamba,181 - 181,50%
2758,1441,Boltyboy,Mage,Arugal,29 - 31,48%
2758,1441,Versus,Rogue,Arugal,214 - 237,47%
2758,1441,Xvk,Warlock,Yojamba,58 - 72,45%
2771,1440,Doorcar,Priest,Yojamba,27 - 22,55%
2771,1440,Lickmydk,DeathKnight,Arugal,19 - 16,54%
2771,1440,Except,Rogue,Arugal,82 - 78,51%
2771,1440,Doz,Priest,Arugal,23 - 22,51%
2771,1440,Schoof,Druid,Arugal,81 - 88,48%
2771,1440,Deathxknight,DeathKnight,Yojamba,19 - 21,48%
2771,1440,Retdegen,Paladin,Arugal,51 - 62,45%
2778,1439,Tethy,Priest,Yojamba,28 - 16,64%
2778,1439,Bbàd,Priest,Arugal,39 - 24,62%
2778,1439,Twinkhuntr,Priest,Arugal,55 - 42,57%
2778,1439,Dolo,DeathKnight,Arugal,31 - 25,55%
2778,1439,Namifigurine,Warrior,Arugal,22 - 18,55%
2778,1439,Desk,Shaman,Arugal,108 - 103,51%
2778,1439,Kevinzugzug,Hunter,Arugal,54 - 53,50%
2778,1439,Arramiz,Rogue,Arugal,132 - 132,50%
2778,1439,Qoach,,Arugal,25 - 25,50%
2778,1439,Knowsbeers,Priest,Arugal,41 - 43,49%
2788,1438,Lazybums,Warrior,Arugal,21 - 10,68%
2788,1438,Perkel,DeathKnight,Arugal,124 - 69,64%
2788,1438,Yirgacheffe,Warlock,Arugal,21 - 13,62%
2788,1438,Preaches,Priest,Arugal,43 - 35,55%
2788,1438,Didgerydavo,Priest,Arugal,110 - 94,54%
2788,1438,Manintree,Priest,Arugal,55 - 47,54%
2788,1438,Hvk,Paladin,Yojamba,35 - 30,54%
2788,1438,Glowies,Warrior,Arugal,88 - 82,52%
2788,1438,Trigr,Warrior,Arugal,100 - 99,50%
2788,1438,Peanutz,Druid,Arugal,100 - 99,50%
2788,1438,Zavióx,Druid,Arugal,145 - 147,50%
2788,1438,Vitoaah,Mage,Yojamba,231 - 262,47%
2788,1438,Palmeirense,Warrior,Arugal,29 - 35,45%
2801,1437,Rotrumbler,DeathKnight,Remulos,43 - 33,57%
2801,1437,Linesy,Warlock,Arugal,34 - 28,55%
2801,1437,Etiq,Rogue,Arugal,41 - 35,54%
2801,1437,Shamtoi,Shaman,Remulos,52 - 50,51%
2801,1437,Pacc,Warrior,Arugal,97 - 101,49%
2801,1437,Phatx,Priest,Arugal,49 - 53,48%
2801,1437,Schyffer,Paladin,Arugal,97 - 109,47%
2801,1437,Shangi,Hunter,Yojamba,80 - 95,46%
2809,1436,Esraxo,Rogue,Arugal,23 - 14,62%
2809,1436,Redherik,DeathKnight,Arugal,26 - 16,62%
2809,1436,Dikz,Druid,Arugal,76 - 61,55%
2809,1436,Scabrat,Priest,Arugal,56 - 45,55%
2809,1436,Bondruid,Druid,Remulos,67 - 57,54%
2809,1436,Dietshaman,Shaman,Arugal,71 - 61,54%
2809,1436,Sigurah,Priest,Arugal,146 - 126,54%
2809,1436,Crackheadx,DeathKnight,Yojamba,54 - 47,53%
2809,1436,Alyy,Priest,Arugal,88 - 77,53%
2809,1436,Aritificer,Druid,Yojamba,46 - 43,52%
2809,1436,Kimbo,Rogue,Yojamba,102 - 99,51%
2809,1436,Yangle,Druid,Yojamba,231 - 230,50%
2809,1436,Bolongo,Shaman,Arugal,61 - 64,49%
2809,1436,Mindfields,Shaman,Arugal,53 - 57,48%
2809,1436,Healzurmum,Paladin,Yojamba,510 - 568,47%
2809,1436,Terrortuga,DeathKnight,Arugal,217 - 247,47%
2825,1435,Spacey,Priest,Yojamba,28 - 14,67%
2825,1435,Roz,Mage,Arugal,30 - 20,60%
2825,1435,Jes,Priest,Arugal,85 - 66,56%
2825,1435,Watermelonbb,Warrior,Arugal,40 - 33,55%
2825,1435,Shaneligtnig,Shaman,Arugal,36 - 31,54%
2825,1435,Bubbleman,Paladin,Arugal,62 - 59,51%
2825,1435,Kfruits,Priest,Arugal,288 - 285,50%
2825,1435,Xv,Paladin,Arugal,67 - 67,50%
2825,1435,Stevs,Rogue,Arugal,58 - 61,49%
2825,1435,Bradshaw,Warlock,Arugal,71 - 75,49%
2825,1435,Sanche,Priest,Arugal,32 - 36,47%
2825,1435,Venedisc,Priest,Arugal,132 - 153,46%
2825,1435,Groovii,Paladin,Arugal,38 - 63,38%
2838,1434,Flashstep,Rogue,Arugal,16 - 10,62%
2838,1434,Stegoll,Warrior,Arugal,33 - 23,59%
2838,1434,Hòóter,Druid,Arugal,55 - 44,56%
2838,1434,Ànarchy,Rogue,Arugal,39 - 32,55%
2838,1434,Bakaf,Paladin,Arugal,69 - 60,53%
2838,1434,Skiliep,DeathKnight,Arugal,24 - 21,53%
2838,1434,Johnpaladin,Paladin,Arugal,55 - 50,52%
2838,1434,Icoe,Paladin,Arugal,90 - 82,52%
2838,1434,Humungadunga,Paladin,Arugal,34 - 31,52%
2838,1434,Hexxyp,Paladin,Arugal,60 - 56,52%
2838,1434,Demeter,Priest,Yojamba,59 - 60,50%
2838,1434,Jeykk,Warrior,Arugal,111 - 126,47%
2850,1433,Khor,Shaman,Yojamba,42 - 32,57%
2850,1433,Issik,Priest,Arugal,34 - 27,56%
2850,1433,Anaphora,Paladin,Arugal,44 - 35,56%
2850,1433,Decaids,Priest,Arugal,116 - 96,55%
2850,1433,Audimonium,DeathKnight,Arugal,68 - 58,54%
2850,1433,Cptpoopoo,Paladin,Yojamba,144 - 141,51%
2850,1433,Fooboo,Rogue,Yojamba,113 - 125,47%
2850,1433,Articshadow,Druid,Yojamba,97 - 109,47%
2850,1433,Dashawn,Priest,Yojamba,50 - 65,43%
2850,1433,Trygankme,Paladin,Yojamba,63 - 90,41%
2850,1433,Fateisback,Rogue,Arugal,116 - 195,37%
2861,1432,Shabz,Priest,Arugal,85 - 70,55%
2861,1432,Slat,Rogue,Arugal,197 - 182,52%
2861,1432,Sneg,Rogue,Arugal,92 - 86,52%
2861,1432,Brinny,Druid,Arugal,19 - 19,50%
2861,1432,Papasvante,Warlock,Arugal,356 - 377,49%
2861,1432,Brocktbc,Priest,Arugal,54 - 58,48%
2861,1432,Babycanheal,Priest,Arugal,129 - 140,48%
2868,1431,Qtkrisp,Warlock,Arugal,67 - 55,55%
2868,1431,Naccas,Warrior,Arugal,53 - 44,55%
2868,1431,Berge,Shaman,Arugal,140 - 127,52%
2868,1431,Xolo,DeathKnight,Yojamba,37 - 34,52%
2868,1431,Bigbruiser,Warlock,Arugal,96 - 89,52%
2868,1431,Bigbrody,Warrior,Arugal,53 - 54,50%
2868,1431,Succmybubble,Paladin,Yojamba,112 - 116,49%
2868,1431,Shapeshifty,Druid,Arugal,62 - 65,49%
2868,1431,Bigqi,Paladin,Arugal,84 - 94,47%
2868,1431,Greninjaf,,Yojamba,25 - 31,45%
2878,1430,Culinarian,Druid,Arugal,28 - 19,60%
2878,1430,Aysic,Mage,Arugal,54 - 41,57%
2878,1430,Cyabuddy,Druid,Arugal,79 - 65,55%
2878,1430,Yangxz,Warrior,Arugal,44 - 39,53%
2878,1430,Ardeal,Priest,Arugal,69 - 62,53%
2878,1430,Cutetraps,Paladin,Arugal,24 - 24,50%
2878,1430,Demetrious,Warrior,Arugal,39 - 41,49%
2878,1430,Illeyx,Priest,Arugal,94 - 104,47%
2886,1429,Chrisso,,Arugal,16 - 10,62%
2886,1429,Kinx,Shaman,Yojamba,45 - 39,54%
2886,1429,Chidori,Shaman,Yojamba,66 - 61,52%
2886,1429,Kendownside,Priest,Arugal,21 - 22,49%
2886,1429,Hamish,Druid,Arugal,98 - 103,49%
2886,1429,Scoffy,Warrior,Arugal,44 - 50,47%
2892,1428,Normal,Paladin,Arugal,17 - 8,68%
2892,1428,Erat,Paladin,Yojamba,19 - 11,63%
2892,1428,Lanre,Paladin,Arugal,22 - 15,59%
2892,1428,Fluffd,Druid,Arugal,50 - 42,54%
2892,1428,Noodleneck,DeathKnight,Arugal,35 - 31,53%
2892,1428,Outplayedxox,Priest,Arugal,45 - 41,52%
2892,1428,Cauls,Mage,Arugal,78 - 76,51%
2892,1428,Koreanmjay,Warrior,Arugal,60 - 59,50%
2892,1428,Scopec,Warrior,Arugal,91 - 92,50%
2892,1428,Xavierb,Paladin,Arugal,57 - 58,50%
2892,1428,Gifty,Rogue,Arugal,156 - 166,48%
2892,1428,Doreepal,Paladin,Arugal,148 - 186,44%
2904,1427,Jodyhiroller,Shaman,Arugal,23 - 14,62%
2904,1427,Drowz,Priest,Arugal,101 - 82,55%
2904,1427,Misalol,Paladin,Yojamba,28 - 23,55%
2904,1427,Stronk,Warrior,Arugal,38 - 33,54%
2904,1427,Zipi,DeathKnight,Arugal,65 - 57,53%
2904,1427,Fleshhlight,Paladin,Arugal,166 - 170,49%
2904,1427,Horsea,DeathKnight,Arugal,30 - 31,49%
2904,1427,Rojinx,Druid,Arugal,63 - 68,48%
2912,1426,Brownmartoss,Warrior,Arugal,37 - 27,58%
2912,1426,Doloscb,Paladin,Arugal,37 - 29,56%
2912,1426,Fractuer,Shaman,Arugal,305 - 277,52%
2912,1426,Lauxesa,Paladin,Arugal,37 - 34,52%
2912,1426,Etasec,Priest,Yojamba,38 - 35,52%
2912,1426,Soul,DeathKnight,Arugal,44 - 42,51%
2912,1426,Bacrid,DeathKnight,Arugal,80 - 77,51%
2912,1426,Bankednuts,Paladin,Arugal,79 - 77,51%
2912,1426,Glk,Paladin,Arugal,72 - 76,49%
2912,1426,Rxck,Warlock,Arugal,29 - 34,46%
2912,1426,Bthirtyone,Mage,Arugal,370 - 460,45%
2923,1425,Wuddy,Warrior,Arugal,20 - 11,65%
2923,1425,Groovey,Mage,Arugal,24 - 19,56%
2923,1425,Lgnds,Paladin,Arugal,29 - 26,53%
2923,1425,Bumchum,Rogue,Arugal,72 - 65,53%
2923,1425,Tonydinozzo,Mage,Arugal,75 - 68,52%
2923,1425,Shifftyy,Druid,Arugal,154 - 158,49%
2923,1425,Extremememe,,Arugal,36 - 38,49%
2923,1425,Plowcow,Druid,Arugal,178 - 189,49%
2923,1425,Strangér,Rogue,Yojamba,53 - 113,32%
2932,1424,Pallydog,Paladin,Yojamba,30 - 21,59%
2932,1424,Flashofsmite,Paladin,Arugal,56 - 47,54%
2932,1424,Osborne,Warrior,Arugal,88 - 90,49%
2932,1424,Srz,Druid,Arugal,162 - 167,49%
2932,1424,Adastra,Shaman,Arugal,63 - 65,49%
2932,1424,Shamagedon,Shaman,Yojamba,106 - 113,48%
2932,1424,Drugga,Mage,Arugal,49 - 56,47%
2939,1423,Strellokx,Rogue,Arugal,30 - 19,61%
2939,1423,Tcxd,Paladin,Arugal,55 - 45,55%
2939,1423,Sharkweek,Warlock,Arugal,40 - 35,53%
2939,1423,Nakedchow,Shaman,Arugal,138 - 140,50%
2939,1423,Reqbeth,DeathKnight,Yojamba,84 - 87,49%
2939,1423,Arkanta,Druid,Arugal,17 - 18,49%
2939,1423,Billzard,Rogue,Arugal,281 - 315,47%
2939,1423,Loktah,Hunter,Arugal,43 - 62,41%
2947,1422,Aurørathe,Priest,Arugal,33 - 18,65%
2947,1422,Warior,Warrior,Arugal,38 - 26,59%
2947,1422,Fatnerdz,Druid,Yojamba,106 - 87,55%
2947,1422,Sulfuras,Paladin,Arugal,36 - 30,55%
2947,1422,Notpeeling,DeathKnight,Arugal,66 - 56,54%
2947,1422,Ragezugg,Warrior,Arugal,68 - 60,53%
2947,1422,Thedivine,Paladin,Remulos,44 - 40,52%
2947,1422,Kutt,DeathKnight,Remulos,44 - 40,52%
2947,1422,Kinkylicious,Paladin,Arugal,33 - 30,52%
2947,1422,Scraggs,Priest,Yojamba,109 - 101,52%
2947,1422,Lequisha,Shaman,Arugal,164 - 155,51%
2947,1422,Futurebound,Rogue,Arugal,60 - 58,51%
2947,1422,Everlorn,Priest,Arugal,48 - 47,51%
2947,1422,Qwertyy,Druid,Arugal,149 - 147,50%
2947,1422,Vueki,Hunter,Arugal,186 - 185,50%
2947,1422,Lubby,Priest,Arugal,58 - 59,50%
2947,1422,Braw,Warrior,Remulos,36 - 38,49%
2947,1422,Pompoko,Mage,Arugal,211 - 234,47%
2947,1422,Arkillie,Warrior,Arugal,126 - 145,46%
2947,1422,Sqlet,Druid,Arugal,33 - 38,46%
2947,1422,Dratankis,DeathKnight,Arugal,18 - 22,45%
2968,1421,Hawkeydk,DeathKnight,Arugal,29 - 22,57%
2968,1421,Ghettø,Rogue,Arugal,119 - 103,54%
2968,1421,Kapoue,Priest,Arugal,40 - 37,52%
2968,1421,Sekii,Paladin,Arugal,184 - 173,52%
2968,1421,Poweraids,Rogue,Arugal,102 - 103,50%
2968,1421,Lilandraa,,Arugal,36 - 37,49%
2968,1421,Luckylassie,Warrior,Arugal,176 - 191,48%
2968,1421,Muntedlid,Hunter,Remulos,91 - 101,47%
2968,1421,Sandao,Paladin,Yojamba,60 - 74,45%
2968,1421,Nicecaulk,Druid,Arugal,32 - 41,44%
2978,1420,Glaedrmooman,Shaman,Arugal,30 - 19,61%
2978,1420,Opeck,Shaman,Yojamba,26 - 21,55%
2978,1420,Coight,Paladin,Arugal,42 - 34,55%
2978,1420,Synz,Warrior,Arugal,37 - 31,54%
2978,1420,Avoka,Paladin,Arugal,131 - 117,53%
2978,1420,Døg,Warrior,Arugal,52 - 50,51%
2978,1420,Stabist,Rogue,Arugal,69 - 69,50%
2978,1420,Machpally,Paladin,Arugal,27 - 27,50%
2978,1420,Hempknight,DeathKnight,Yojamba,43 - 44,49%
2978,1420,Rendk,,Arugal,44 - 49,47%
2978,1420,Nxfler,Warrior,Arugal,34 - 39,47%
2978,1420,Kapparoguex,Rogue,Arugal,39 - 47,45%
2990,1419,Ihatethem,Paladin,Arugal,21 - 8,72%
2990,1419,Whey,Paladin,Arugal,23 - 11,68%
2990,1419,Justicejack,Paladin,Arugal,17 - 12,59%
2990,1419,Splug,DeathKnight,Arugal,39 - 30,57%
2990,1419,Spazzholyzz,Paladin,Arugal,110 - 97,53%
2990,1419,Msman,Warrior,Arugal,97 - 90,52%
2990,1419,Elp,Shaman,Arugal,36 - 34,51%
2990,1419,Marcoboloo,Warrior,Arugal,43 - 41,51%
2990,1419,Bumfights,Priest,Arugal,176 - 178,50%
2990,1419,Shuibaobao,Paladin,Arugal,26 - 28,48%
2990,1419,Kge,DeathKnight,Arugal,26 - 28,48%
2990,1419,Repulse,Rogue,Yojamba,73 - 86,46%
3002,1418,Ashwynn,Paladin,Yojamba,64 - 53,55%
3002,1418,Seichii,Rogue,Arugal,50 - 42,54%
3002,1418,Phatcoque,Warrior,Arugal,59 - 52,53%
3002,1418,Flowmethgodx,Warrior,Yojamba,48 - 44,52%
3002,1418,Renewstew,Priest,Arugal,354 - 332,52%
3002,1418,Kytt,Paladin,Arugal,74 - 70,51%
3002,1418,Getbødied,Shaman,Arugal,273 - 268,50%
3002,1418,Azliro,Warrior,Arugal,75 - 76,50%
3002,1418,Jpalphux,Paladin,Arugal,119 - 131,48%
3002,1418,Griselxx,Warlock,Arugal,109 - 122,47%
3002,1418,Wtfhellno,Paladin,Arugal,34 - 43,44%
3013,1417,Shockblocker,Shaman,Arugal,63 - 52,55%
3013,1417,Dioxus,Warrior,Arugal,71 - 63,53%
3013,1417,Fooknight,DeathKnight,Arugal,34 - 31,52%
3013,1417,Spookybanana,Rogue,Arugal,297 - 278,52%
3013,1417,Fixz,Warlock,Arugal,40 - 39,51%
3013,1417,Kûshina,Paladin,Yojamba,47 - 46,51%
3013,1417,Sinìster,Hunter,Arugal,25 - 25,50%
3013,1417,Uptime,Warrior,Arugal,239 - 249,49%
3013,1417,Aluiet,Warrior,Arugal,56 - 59,49%
3013,1417,Sendbobz,Priest,Arugal,427 - 461,48%
3013,1417,Káos,Rogue,Arugal,924 - 1016,48%
3013,1417,Randimarsh,Paladin,Arugal,18 - 22,45%
3025,1416,Emnyo,Warrior,Arugal,21 - 13,62%
3025,1416,Lildirty,DeathKnight,Arugal,44 - 35,56%
3025,1416,Combustanut,Mage,Arugal,74 - 60,55%
3025,1416,Juliarose,Shaman,Arugal,73 - 61,54%
3025,1416,Noszhael,Paladin,Arugal,20 - 17,54%
