Rank,Rating,Name,Class,Server,Win_Loss,Win_Perc
1,2927,Ëäsyrëgïön,,Arugal,303 - 251,55%
2,2556,Weldy,,Arugal,153 - 98,61%
3,2501,Pallykillsya,Paladin,Arugal,295 - 158,65%
4,2488,Veryinnocuos,Paladin,Arugal,185 - 93,67%
5,2483,Lagspikedc,Warrior,Arugal,156 - 67,70%
6,2479,Tidy,Warrior,Arugal,290 - 153,65%
7,2477,Fzy,Priest,Arugal,154 - 72,68%
8,2472,Sincat,Druid,Arugal,190 - 78,71%
9,2471,Finkusx,Paladin,Yojamba,200 - 36,85%
9,2471,Mysteryfish,Warrior,Yojamba,174 - 32,84%
9,2471,Athenè,Priest,Arugal,309 - 179,63%
12,2457,Ëj,Rogue,Arugal,190 - 94,67%
13,2453,Wãrløck,Warlock,Arugal,755 - 208,78%
14,2447,Solved,Shaman,Arugal,649 - 168,79%
15,2418,Oxyz,Priest,Arugal,166 - 80,67%
16,2416,Fínkusx,Paladin,Yojamba,363 - 203,64%
17,2415,Sugashow,Shaman,Yojamba,284 - 179,61%
18,2413,Frøstý,,Arugal,74 - 33,69%
18,2413,Retadins,,Arugal,86 - 40,68%
20,2411,Oxz,Priest,Arugal,257 - 159,62%
21,2402,Vinkz,Paladin,Arugal,547 - 390,58%
22,2397,Sona,DeathKnight,Arugal,219 - 140,61%
23,2396,Nûkkz,Rogue,Arugal,301 - 165,65%
23,2396,Bigcitylife,Shaman,Arugal,305 - 176,63%
25,2380,Pòpeshów,Priest,Arugal,445 - 237,65%
25,2380,Bustyredhead,Warlock,Arugal,287 - 190,60%
27,2378,Connorjules,Druid,Arugal,262 - 101,72%
27,2378,Sèçrétwêãpøn,Priest,Arugal,571 - 364,61%
29,2374,Djtits,Druid,Arugal,302 - 196,61%
30,2373,Lagbugdc,Hunter,Arugal,414 - 268,61%
31,2372,Popeshow,Priest,Arugal,624 - 347,64%
31,2372,Smokeagéx,Mage,Arugal,438 - 265,62%
33,2371,Prøßlémchïld,Priest,Arugal,122 - 69,64%
33,2371,Brathdk,DeathKnight,Arugal,223 - 173,56%
33,2371,Riggered,Paladin,Arugal,212 - 169,56%
36,2370,Zendarks,Shaman,Arugal,287 - 216,57%
37,2368,Killsyapally,Paladin,Arugal,310 - 182,63%
38,2367,Wär,Warrior,Arugal,187 - 121,61%
39,2366,Pâlädín,Paladin,Arugal,105 - 68,61%
40,2364,Trapps,Druid,Arugal,438 - 348,56%
40,2364,Holycakes,Priest,Arugal,505 - 413,55%
42,2363,Dejection,DeathKnight,Arugal,287 - 124,70%
42,2363,Bazx,Mage,Arugal,166 - 98,63%
42,2363,Georgesmash,Paladin,Arugal,367 - 217,63%
42,2363,Ej,Rogue,Arugal,591 - 359,62%
46,2354,Tmoney,Shaman,Arugal,150 - 69,68%
47,2353,Ðpr,Priest,Arugal,599 - 465,56%
47,2353,Thingthree,Rogue,Arugal,459 - 422,52%
49,2351,Thebloodfang,Rogue,Arugal,217 - 167,57%
49,2351,Drredemption,Priest,Arugal,213 - 168,56%
51,2336,Pðpeshðw,Paladin,Arugal,284 - 176,62%
52,2332,Incarnation,DeathKnight,Arugal,407 - 230,64%
53,2328,Mangobay,Shaman,Arugal,320 - 242,57%
54,2322,Lyzaqu,DeathKnight,Arugal,182 - 103,64%
55,2293,Donaldtrump,Paladin,Arugal,196 - 136,59%
55,2293,Freskah,Warrior,Arugal,192 - 148,56%
57,2288,Holymecha,Paladin,Yojamba,218 - 151,59%
57,2288,Mésh,Warrior,Yojamba,411 - 359,53%
59,2284,Imposing,DeathKnight,Arugal,368 - 253,59%
60,2277,Ultraproblem,Paladin,Arugal,121 - 73,62%
61,2276,Jakdtothetit,Shaman,Arugal,98 - 73,57%
62,2275,Reasonable,Mage,Arugal,199 - 117,63%
63,2273,Bâz,Mage,Arugal,405 - 271,60%
64,2262,Freskahx,Warrior,Arugal,625 - 466,57%
64,2262,Dog,Warrior,Arugal,478 - 379,56%
66,2245,Jidoc,Priest,Arugal,391 - 276,59%
67,2243,Hiddentech,Shaman,Arugal,214 - 131,62%
68,2235,Notchen,Priest,Arugal,229 - 208,52%
69,2232,Nodrip,Warrior,Arugal,373 - 251,60%
70,2231,Blazeybill,Hunter,Arugal,493 - 361,58%
70,2231,Hotspotjr,Priest,Arugal,328 - 276,54%
72,2229,Svensson,Paladin,Arugal,256 - 165,61%
73,2224,Gabeman,Paladin,Arugal,477 - 338,59%
74,2222,Notsinista,Rogue,Arugal,399 - 277,59%
75,2212,Imadkloldie,DeathKnight,Arugal,307 - 116,73%
76,2195,Hëålßøt,Paladin,Arugal,158 - 104,60%
77,2192,Wotlkistrash,Druid,Arugal,121 - 105,54%
78,2177,Blasébill,Hunter,Arugal,208 - 130,62%
79,2175,Brathbrath,Warrior,Arugal,296 - 254,54%
80,2165,Grimrr,Rogue,Arugal,472 - 392,55%
81,2161,Oxyp,Paladin,Arugal,99 - 55,64%
82,2153,Alixfour,Priest,Arugal,159 - 100,61%
82,2153,Grugslayer,Druid,Arugal,215 - 178,55%
84,2152,Omniknight,Paladin,Arugal,167 - 127,57%
84,2152,Yourummays,Shaman,Arugal,520 - 475,52%
86,2151,Yamua,Paladin,Arugal,231 - 204,53%
87,2147,Egodeath,Priest,Arugal,736 - 650,53%
88,2145,Directorc,Priest,Arugal,96 - 45,68%
89,2142,Michaeljordn,Warrior,Arugal,191 - 118,62%
90,2139,Xiunifan,Priest,Arugal,187 - 146,56%
91,2138,Bëåstmødê,Rogue,Arugal,120 - 78,61%
91,2138,Aetarius,Priest,Arugal,316 - 255,55%
93,2132,Armã,Hunter,Yojamba,353 - 318,53%
93,2132,Armà,Paladin,Yojamba,464 - 451,51%
95,2131,Lagbugddosdc,Paladin,Arugal,109 - 70,61%
96,2125,Krakkenheart,DeathKnight,Arugal,426 - 385,53%
96,2125,Thedevil,Paladin,Arugal,475 - 436,52%
98,2120,Iblindswd,Rogue,Arugal,616 - 502,55%
99,2119,ßusty,Warlock,Arugal,284 - 227,56%
100,2117,Nkzy,Rogue,Arugal,47 - 25,65%
101,2107,Pball,Paladin,Arugal,200 - 145,58%
102,2105,Trixisthemvp,Priest,Arugal,493 - 401,55%
103,2104,Goochii,Paladin,Arugal,229 - 158,59%
104,2102,Fumxo,Warrior,Arugal,658 - 486,58%
104,2102,Avalois,Paladin,Yojamba,859 - 715,55%
104,2102,Sweetundae,Warrior,Yojamba,647 - 564,53%
107,2097,Pandoræ,Paladin,Arugal,451 - 341,57%
108,2094,Vroomvroom,Priest,Arugal,521 - 409,56%
109,2091,Trixbestwar,Warrior,Arugal,236 - 160,60%
110,2089,Notsin,Druid,Arugal,59 - 26,69%
111,2087,Goldeneyez,Shaman,Arugal,209 - 118,64%
112,2086,Creyn,Paladin,Arugal,96 - 48,67%
113,2081,Chur,Rogue,Arugal,336 - 251,57%
114,2080,Uh,Paladin,Arugal,341 - 273,56%
114,2080,He,Warrior,Arugal,335 - 270,55%
116,2078,Fab,Paladin,Arugal,261 - 188,58%
117,2077,Thraxyw,Warlock,Arugal,81 - 56,59%
118,2076,Cliquê,Warrior,Arugal,212 - 91,70%
118,2076,Cleansebot,Paladin,Arugal,80 - 51,61%
118,2076,Iwh,Rogue,Arugal,148 - 130,53%
118,2076,Pred,Rogue,Arugal,181 - 189,49%
122,2073,Machishield,Priest,Arugal,260 - 225,54%
123,2071,Modessty,Mage,Arugal,385 - 320,55%
124,2068,Tp,Rogue,Arugal,390 - 349,53%
125,2061,Gimpheals,Priest,Arugal,372 - 272,58%
126,2060,Bumbhead,Warrior,Arugal,301 - 220,58%
126,2060,Snagz,Mage,Arugal,183 - 161,53%
128,2057,Lefthooklary,,Arugal,196 - 110,64%
128,2057,Impulse,Rogue,Arugal,366 - 297,55%
130,2053,Dumpstadiver,Paladin,Arugal,157 - 120,57%
131,2051,Dispelbot,Priest,Yojamba,355 - 257,58%
132,2049,Brods,Paladin,Arugal,145 - 109,57%
132,2049,Qtkun,DeathKnight,Arugal,124 - 94,57%
134,2045,Öp,,Yojamba,516 - 430,55%
135,2044,Gangshix,Priest,Arugal,458 - 323,59%
135,2044,Winnerfriar,Priest,Yojamba,183 - 164,53%
137,2043,Sinxd,Rogue,Arugal,200 - 127,61%
138,2035,Holycrape,Priest,Arugal,354 - 300,54%
139,2034,Silkyô,Rogue,Arugal,217 - 154,58%
140,2033,Savlol,Rogue,Arugal,275 - 247,53%
141,2032,Rumbö,Paladin,Arugal,282 - 196,59%
142,2026,Seda,DeathKnight,Yojamba,260 - 183,59%
142,2026,Featherfeets,Warlock,Arugal,166 - 127,57%
142,2026,Weakmental,Priest,Yojamba,227 - 177,56%
142,2026,Churlzz,Druid,Arugal,358 - 290,55%
146,2025,Dogchocolate,Paladin,Arugal,123 - 74,62%
146,2025,Catchocolate,Warrior,Arugal,123 - 74,62%
146,2025,Mangoez,Rogue,Yojamba,283 - 232,55%
149,2023,Spiderpallyz,Paladin,Arugal,222 - 133,63%
150,2021,Reverb,Druid,Arugal,183 - 149,55%
151,2020,Forbiddenone,Mage,Arugal,289 - 222,57%
152,2019,Sunrise,Druid,Arugal,121 - 79,60%
152,2019,Fraggerungx,Rogue,Arugal,178 - 162,52%
154,2018,Lightstep,Paladin,Arugal,85 - 35,71%
155,2015,Bisclass,Paladin,Arugal,201 - 163,55%
156,2014,Saeyo,Paladin,Arugal,262 - 160,62%
156,2014,Milyakdk,DeathKnight,Remulos,88 - 64,58%
156,2014,Puncho,Druid,Arugal,228 - 175,57%
159,2013,Cringepally,Paladin,Arugal,98 - 50,66%
159,2013,Fitzyo,Priest,Arugal,246 - 174,59%
159,2013,Shipkuhh,Paladin,Arugal,126 - 93,58%
162,2012,Hatethisshjt,Druid,Arugal,94 - 60,61%
162,2012,Dulator,Warrior,Arugal,195 - 155,56%
162,2012,Holybringer,Paladin,Arugal,168 - 137,55%
165,2011,Tifas,Paladin,Remulos,99 - 56,64%
165,2011,Pénance,Priest,Arugal,234 - 150,61%
165,2011,Cumpriest,Priest,Arugal,446 - 381,54%
165,2011,Footworship,Rogue,Arugal,462 - 421,52%
169,2010,Cqb,DeathKnight,Arugal,547 - 467,54%
169,2010,Nightkilla,Druid,Yojamba,62 - 53,54%
169,2010,Ratkx,Paladin,Arugal,362 - 319,53%
172,2008,Roofless,Priest,Yojamba,1077 - 1012,52%
172,2008,Ssjfourgohan,Rogue,Yojamba,1049 - 992,51%
174,2005,Aightson,DeathKnight,Arugal,199 - 152,57%
174,2005,Joinkz,Priest,Arugal,212 - 184,54%
174,2005,Judy,Hunter,Arugal,208 - 182,53%
177,2004,Vinkzp,Priest,Arugal,316 - 242,57%
177,2004,Hxf,Warrior,Yojamba,142 - 131,52%
177,2004,Tomboliboo,Paladin,Yojamba,148 - 139,52%
180,2002,Raiv,Priest,Arugal,593 - 523,53%
180,2002,Zeddo,Rogue,Arugal,409 - 371,52%
182,2001,Fuzz,Warrior,Arugal,124 - 78,61%
182,2001,Bloomgodx,Druid,Arugal,133 - 96,58%
182,2001,Crepp,Paladin,Yojamba,286 - 252,53%
182,2001,Caelina,Warrior,Yojamba,268 - 237,53%
186,2000,Deepfreezee,Mage,Arugal,102 - 90,53%
186,2000,Greevon,Mage,Arugal,388 - 360,52%
188,1998,Futalawli,Shaman,Arugal,95 - 54,64%
188,1998,Machirage,Warrior,Arugal,137 - 108,56%
188,1998,Trixdawg,Mage,Arugal,149 - 141,51%
191,1997,Jabcross,Shaman,Arugal,50 - 29,63%
192,1994,Fraggerung,Rogue,Arugal,397 - 311,56%
192,1994,Itsatra,Warrior,Arugal,379 - 318,54%
194,1987,Krazep,Paladin,Arugal,374 - 326,53%
195,1984,Parrotfish,Shaman,Arugal,259 - 194,57%
195,1984,Itszyzzbruh,Paladin,Arugal,412 - 328,56%
195,1984,Ds,Warrior,Arugal,411 - 340,55%
198,1983,Blessedx,Paladin,Arugal,410 - 314,57%
199,1982,Pinksamo,Paladin,Arugal,408 - 347,54%
200,1976,Chloemydia,Priest,Arugal,358 - 297,55%
200,1976,Firepelican,Shaman,Arugal,318 - 284,53%
202,1975,Toddqq,Paladin,Arugal,242 - 201,55%
202,1975,Legzchoppa,Warrior,Arugal,208 - 184,53%
202,1975,Julesverne,Paladin,Yojamba,183 - 170,52%
205,1974,Xpolarr,Priest,Yojamba,379 - 326,54%
205,1974,Alcapownd,Druid,Yojamba,465 - 408,53%
207,1973,Spiterix,Priest,Arugal,122 - 83,60%
207,1973,Tippsters,Shaman,Arugal,617 - 550,53%
209,1972,Soulsource,Paladin,Arugal,148 - 97,60%
209,1972,Roofless,Priest,Arugal,139 - 102,58%
211,1971,Udenmajis,Mage,Arugal,432 - 394,52%
212,1970,Nizmopower,Shaman,Arugal,318 - 256,55%
212,1970,Nmnmnmnmnm,Paladin,Arugal,298 - 258,54%
212,1970,Salomano,DeathKnight,Arugal,286 - 249,53%
215,1969,Tzara,Rogue,Arugal,80 - 66,55%
216,1968,Featherfeet,Shaman,Arugal,281 - 210,57%
217,1967,Doonp,Paladin,Arugal,251 - 110,70%
218,1966,Machishift,Druid,Arugal,95 - 59,62%
218,1966,Healcap,Priest,Arugal,130 - 103,56%
218,1966,Termzy,Rogue,Arugal,147 - 136,52%
221,1964,Nighteyedk,DeathKnight,Arugal,137 - 112,55%
221,1964,Daveloli,Paladin,Arugal,163 - 135,55%
223,1963,Filthymutt,Priest,Arugal,856 - 828,51%
224,1962,Packedncash,Paladin,Arugal,600 - 493,55%
224,1962,Dmitry,Rogue,Yojamba,421 - 347,55%
224,1962,Isyndre,Priest,Yojamba,363 - 303,55%
227,1961,Snagzy,Mage,Arugal,122 - 89,58%
227,1961,Racismtwo,Rogue,Yojamba,529 - 525,50%
229,1960,Riffzz,Priest,Arugal,402 - 381,51%
230,1959,Vodle,Warrior,Arugal,450 - 339,57%
231,1958,Nikes,Paladin,Arugal,436 - 332,57%
231,1958,Nedland,Warrior,Yojamba,212 - 199,52%
233,1957,Flatstick,Warlock,Arugal,173 - 134,56%
233,1957,Azhay,Druid,Arugal,240 - 190,56%
233,1957,Nk,Shaman,Arugal,382 - 327,54%
236,1954,Carnilol,DeathKnight,Arugal,123 - 78,61%
236,1954,Chopzlol,Paladin,Arugal,123 - 78,61%
236,1954,Valensor,Paladin,Arugal,58 - 38,60%
239,1953,Bungbrain,Hunter,Arugal,384 - 345,53%
239,1953,Milezq,Paladin,Arugal,375 - 340,52%
239,1953,Slyclone,Druid,Arugal,356 - 354,50%
242,1952,Peteezy,Warrior,Arugal,103 - 46,69%
242,1952,Armswarriør,Paladin,Arugal,345 - 224,61%
242,1952,Hølypaladin,Warrior,Arugal,325 - 217,60%
245,1951,Manadeficit,Priest,Arugal,247 - 215,53%
246,1949,Contraband,,Arugal,98 - 38,72%
246,1949,Whomst,Priest,Arugal,199 - 150,57%
246,1949,Soogwankanal,Druid,Arugal,117 - 89,57%
249,1948,Threeamques,Warrior,Arugal,87 - 60,59%
250,1945,Psyfiend,Priest,Arugal,190 - 134,59%
251,1943,Formrage,Druid,Arugal,81 - 41,66%
252,1942,Laurenconrad,Shaman,Arugal,88 - 57,61%
252,1942,Riciebanned,DeathKnight,Arugal,77 - 54,59%
252,1942,Stunme,Warrior,Arugal,65 - 51,56%
252,1942,Gressilol,Rogue,Arugal,381 - 308,55%
256,1940,Bipbopbip,Priest,Arugal,275 - 232,54%
257,1939,Freskâh,Shaman,Arugal,96 - 55,64%
257,1939,Pôwèrfülsørc,Mage,Arugal,96 - 63,60%
257,1939,Dummydummy,Priest,Remulos,188 - 171,52%
257,1939,Crad,Druid,Remulos,221 - 208,52%
261,1938,Parakim,Paladin,Remulos,110 - 48,70%
261,1938,Gaybeardaddy,Priest,Arugal,122 - 106,54%
263,1937,Darkjump,Paladin,Arugal,90 - 52,63%
264,1936,Nkx,Paladin,Arugal,342 - 237,59%
264,1936,Grugslayerx,Priest,Arugal,94 - 71,57%
264,1936,Andysham,Shaman,Arugal,177 - 134,57%
267,1932,Ponyodruid,Druid,Arugal,117 - 95,55%
268,1931,Sevenyeah,Rogue,Yojamba,176 - 139,56%
268,1931,Emergent,Druid,Arugal,256 - 219,54%
270,1929,Snvr,Rogue,Arugal,156 - 135,54%
271,1927,Dvz,Shaman,Arugal,37 - 14,73%
272,1924,Theta,Rogue,Arugal,108 - 80,57%
273,1922,Onetaps,Warrior,Arugal,184 - 133,58%
274,1921,Reactions,Rogue,Arugal,508 - 378,57%
275,1920,Dancerxo,Rogue,Arugal,265 - 220,55%
276,1919,Omaha,Shaman,Arugal,65 - 30,68%
277,1918,Paulmorphy,Druid,Arugal,50 - 17,75%
277,1918,Ravindk,DeathKnight,Arugal,302 - 193,61%
277,1918,Poonahx,Rogue,Arugal,88 - 63,58%
277,1918,Dtx,Priest,Arugal,141 - 116,55%
277,1918,Sistergoodes,Paladin,Arugal,88 - 74,54%
282,1917,Fz,Mage,Arugal,198 - 121,62%
282,1917,Nubstep,Paladin,Arugal,295 - 191,61%
282,1917,Xd,Shaman,Arugal,139 - 100,58%
282,1917,Goodesy,Shaman,Arugal,264 - 225,54%
286,1916,Trainmeplz,Priest,Yojamba,159 - 136,54%
287,1912,Wrss,Paladin,Yojamba,351 - 286,55%
287,1912,Phð,Mage,Arugal,178 - 165,52%
289,1911,Whom,Priest,Arugal,259 - 201,56%
289,1911,Gbx,Priest,Arugal,518 - 473,52%
291,1907,Ashtronautxd,Rogue,Yojamba,337 - 253,57%
291,1907,Cordelio,Priest,Yojamba,139 - 111,56%
291,1907,Shrektya,Warrior,Arugal,296 - 272,52%
294,1906,Imblindx,Priest,Arugal,672 - 527,56%
295,1905,Poisty,Priest,Arugal,96 - 72,57%
296,1904,Cohen,Druid,Arugal,124 - 83,60%
296,1904,Goosedr,Warrior,Arugal,239 - 211,53%
298,1903,Kreynx,Paladin,Arugal,104 - 52,67%
298,1903,Thatday,Priest,Arugal,447 - 375,54%
298,1903,Ryzlol,Paladin,Arugal,333 - 307,52%
301,1902,Urs,Druid,Arugal,281 - 257,52%
302,1901,Lilchad,Paladin,Arugal,190 - 80,70%
302,1901,Lizzosmummy,DeathKnight,Arugal,202 - 125,62%
302,1901,Rossian,Paladin,Arugal,302 - 277,52%
305,1900,Jgos,Shaman,Arugal,350 - 294,54%
306,1899,Figos,Priest,Arugal,245 - 232,51%
307,1896,Twohead,Rogue,Yojamba,276 - 239,54%
307,1896,Nuala,Priest,Yojamba,263 - 229,53%
307,1896,Dsect,Paladin,Arugal,234 - 204,53%
307,1896,Kargz,Warrior,Arugal,250 - 227,52%
311,1894,Orcbae,Warrior,Arugal,268 - 220,55%
312,1893,Derdunkleman,Druid,Arugal,328 - 214,61%
312,1893,Boppinbetty,Paladin,Arugal,101 - 67,60%
312,1893,Moistmufin,Druid,Arugal,178 - 149,54%
312,1893,Seewizzy,Priest,Arugal,153 - 133,53%
316,1892,Iitsapaladin,Paladin,Arugal,66 - 27,71%
316,1892,Huazi,Rogue,Yojamba,491 - 477,51%
318,1891,Blackout,DeathKnight,Arugal,76 - 52,59%
319,1890,Zoya,Priest,Arugal,223 - 194,53%
320,1889,Tydi,Warrior,Yojamba,152 - 134,53%
321,1888,Eternalxx,Paladin,Arugal,198 - 135,59%
322,1886,Luciunkazama,Mage,Arugal,167 - 146,53%
322,1886,Mitty,Paladin,Arugal,134 - 122,52%
324,1885,Iwhxo,Rogue,Arugal,153 - 137,53%
325,1884,Alkina,Paladin,Arugal,112 - 93,55%
325,1884,Trraumatize,Warrior,Arugal,375 - 346,52%
327,1883,Pumpzz,Shaman,Arugal,200 - 177,53%
328,1882,Jidosan,Shaman,Arugal,52 - 18,74%
328,1882,Turdfergusón,Paladin,Arugal,487 - 429,53%
330,1881,Steakgodx,Paladin,Arugal,141 - 112,56%
331,1880,Zukgee,DeathKnight,Arugal,41 - 16,72%
332,1879,Skymnd,Paladin,Arugal,40 - 30,57%
333,1878,Purplex,Warlock,Arugal,271 - 255,52%
334,1877,Cammy,DeathKnight,Arugal,61 - 28,69%
334,1877,Orthogonalty,Shaman,Arugal,43 - 25,63%
336,1875,Flexible,Druid,Arugal,281 - 250,53%
336,1875,Moonlyte,Druid,Remulos,292 - 264,53%
338,1871,Chadwulkoski,Priest,Arugal,111 - 98,53%
339,1870,Mint,Mage,Arugal,445 - 401,53%
339,1870,Mindflays,Priest,Yojamba,169 - 162,51%
341,1869,Grimpaly,Paladin,Arugal,67 - 39,63%
341,1869,Shivte,Rogue,Arugal,147 - 93,61%
343,1868,Thermomix,Paladin,Arugal,154 - 94,62%
343,1868,Millé,Priest,Arugal,83 - 60,58%
343,1868,Waterpaladin,Paladin,Yojamba,117 - 85,58%
343,1868,Ovar,Priest,Remulos,351 - 325,52%
347,1867,Sniffie,Paladin,Arugal,120 - 82,59%
347,1867,Mcdriples,Rogue,Arugal,242 - 188,56%
349,1866,Kassaa,Warrior,Yojamba,300 - 262,53%
350,1865,Adaptation,Druid,Arugal,143 - 103,58%
350,1865,Elemenret,Paladin,Yojamba,271 - 211,56%
352,1864,Pxd,Paladin,Arugal,243 - 203,54%
352,1864,Dadz,DeathKnight,Yojamba,308 - 265,54%
354,1859,Neothumper,DeathKnight,Arugal,159 - 96,62%
355,1858,Marvinhagler,Druid,Arugal,177 - 156,53%
355,1858,Raflez,Priest,Arugal,168 - 149,53%
357,1857,Tavoc,Rogue,Arugal,353 - 289,55%
357,1857,Wordplay,Priest,Arugal,154 - 130,54%
357,1857,Xown,Priest,Arugal,505 - 445,53%
360,1856,Dayoffwater,Priest,Arugal,127 - 98,56%
360,1856,Nightonfire,Rogue,Arugal,216 - 181,54%
362,1855,Tontonton,Priest,Yojamba,285 - 207,58%
362,1855,Tcriz,Rogue,Arugal,113 - 87,56%
362,1855,Exaltarboy,Priest,Arugal,93 - 72,56%
365,1851,Radley,Mage,Arugal,183 - 128,59%
365,1851,Shandrinn,Warrior,Arugal,51 - 38,57%
367,1849,Somedkhead,DeathKnight,Arugal,86 - 41,68%
367,1849,Skymind,DeathKnight,Arugal,52 - 27,66%
367,1849,Massivegimp,Paladin,Arugal,73 - 54,57%
370,1848,Themars,Warrior,Arugal,184 - 175,51%
371,1847,Pluggers,Paladin,Arugal,91 - 70,57%
371,1847,Pumpr,Paladin,Arugal,398 - 313,56%
371,1847,Ravenous,Rogue,Arugal,103 - 92,53%
374,1846,Bunnhead,Paladin,Arugal,232 - 179,56%
374,1846,Chudz,Rogue,Arugal,247 - 215,53%
374,1846,Nottauren,Druid,Arugal,113 - 103,52%
377,1845,Aceofspadez,Warrior,Arugal,291 - 262,53%
377,1845,Bound,Priest,Arugal,270 - 244,53%
379,1844,Jizxy,DeathKnight,Arugal,71 - 44,62%
379,1844,Thargas,Warrior,Arugal,296 - 258,53%
379,1844,Dîzzy,Warrior,Arugal,115 - 107,52%
379,1844,Samorix,Priest,Arugal,373 - 372,50%
383,1843,Futajr,Shaman,Arugal,177 - 109,62%
384,1842,Skrible,Warrior,Arugal,161 - 114,59%
384,1842,Dungbeet,Shaman,Arugal,68 - 49,58%
384,1842,Sterile,Paladin,Arugal,210 - 157,57%
384,1842,Gishogail,Warrior,Arugal,461 - 402,53%
388,1841,Grugprayerx,Priest,Arugal,65 - 48,58%
388,1841,Klinda,Warrior,Arugal,122 - 102,54%
390,1840,Bzx,Mage,Arugal,84 - 55,60%
390,1840,Shokzie,Paladin,Arugal,99 - 69,59%
390,1840,Nationzable,Druid,Arugal,316 - 246,56%
390,1840,Ypk,Warrior,Arugal,89 - 85,51%
394,1839,Arkz,Shaman,Arugal,73 - 44,62%
394,1839,Popsiclexo,DeathKnight,Arugal,104 - 78,57%
394,1839,Livo,Paladin,Arugal,210 - 174,55%
394,1839,Esek,Warrior,Arugal,210 - 174,55%
398,1838,Larissalia,Paladin,Arugal,207 - 170,55%
398,1838,Yahoozy,Hunter,Arugal,354 - 336,51%
398,1838,Beefleaf,Druid,Arugal,671 - 734,48%
401,1837,Fazed,Warrior,Arugal,81 - 51,61%
402,1836,Peeposhift,Druid,Arugal,196 - 157,56%
402,1836,Lanechange,Shaman,Arugal,206 - 178,54%
402,1836,Afinity,Paladin,Yojamba,397 - 358,53%
402,1836,Oldbob,DeathKnight,Yojamba,403 - 365,52%
402,1836,Pogtog,Paladin,Yojamba,432 - 395,52%
402,1836,Quenshee,Warlock,Arugal,188 - 176,52%
408,1834,Angrypug,Shaman,Arugal,299 - 227,57%
408,1834,Lilhulk,Paladin,Arugal,156 - 138,53%
408,1834,Grielty,Priest,Arugal,277 - 257,52%
408,1834,Lied,Rogue,Arugal,277 - 257,52%
412,1833,Èâsÿtøßëåt,Shaman,Arugal,170 - 134,56%
412,1833,Nuttyz,Mage,Arugal,167 - 132,56%
414,1832,Billrippin,Warrior,Arugal,220 - 183,55%
415,1831,Zeezeepie,Mage,Arugal,527 - 425,55%
415,1831,Parishiltonx,Paladin,Arugal,137 - 120,53%
417,1830,Saeyønara,Priest,Arugal,185 - 110,63%
417,1830,Preddk,DeathKnight,Arugal,230 - 190,55%
419,1829,Arkantose,Paladin,Arugal,247 - 189,57%
419,1829,Pomfrey,Paladin,Arugal,193 - 152,56%
421,1827,Psyhawkx,Priest,Arugal,89 - 52,63%
421,1827,Phec,Druid,Arugal,66 - 40,62%
421,1827,Ÿõùcäntsëèmê,Rogue,Arugal,341 - 288,54%
421,1827,Snochalar,Rogue,Arugal,449 - 434,51%
425,1826,Onefive,Rogue,Arugal,148 - 119,55%
425,1826,Hextech,Druid,Arugal,389 - 356,52%
427,1825,Vengest,Priest,Arugal,317 - 295,52%
428,1824,Discopower,Priest,Arugal,358 - 323,53%
429,1823,Valeera,Rogue,Arugal,147 - 114,56%
429,1823,Chinta,Paladin,Arugal,219 - 171,56%
429,1823,Athe,Priest,Arugal,135 - 119,53%
429,1823,Pyroze,Hunter,Arugal,458 - 408,53%
429,1823,Kreyyn,Priest,Arugal,176 - 161,52%
429,1823,Swimmingbird,Shaman,Arugal,482 - 445,52%
429,1823,Hyped,Rogue,Arugal,92 - 91,50%
436,1822,Iax,Paladin,Yojamba,180 - 138,57%
436,1822,Ihatetotems,Shaman,Yojamba,173 - 135,56%
436,1822,Cree,Warrior,Arugal,185 - 155,54%
436,1822,Jwxonevnine,Priest,Arugal,391 - 329,54%
436,1822,Tyrøne,Druid,Arugal,110 - 95,54%
436,1822,Pettersson,Druid,Arugal,179 - 157,53%
442,1821,Kelpshow,Priest,Arugal,244 - 185,57%
442,1821,Jóhny,Priest,Arugal,137 - 119,54%
442,1821,Senojoboh,Paladin,Arugal,57 - 50,53%
442,1821,Cauthonx,Rogue,Arugal,181 - 168,52%
446,1820,Gnegnegne,Druid,Arugal,111 - 86,56%
446,1820,Sintrap,Hunter,Arugal,110 - 97,53%
448,1819,Airburst,Rogue,Arugal,39 - 24,62%
448,1819,Xanarch,Paladin,Arugal,119 - 86,58%
448,1819,Losto,Priest,Yojamba,92 - 69,57%
448,1819,Jinni,Rogue,Yojamba,99 - 87,53%
448,1819,Gripd,DeathKnight,Arugal,283 - 252,53%
448,1819,Starnzy,Paladin,Arugal,112 - 113,50%
454,1818,Portia,Priest,Arugal,56 - 35,62%
454,1818,Theboost,Paladin,Arugal,213 - 173,55%
454,1818,Zaffie,Paladin,Arugal,248 - 237,51%
454,1818,Atraa,Rogue,Arugal,422 - 404,51%
454,1818,Changy,Warrior,Arugal,293 - 296,50%
459,1816,Gèoffers,DeathKnight,Arugal,97 - 75,56%
460,1815,Crazeyxoxo,Warrior,Arugal,263 - 187,58%
460,1815,Evabraun,Rogue,Yojamba,412 - 454,48%
462,1814,Honkforheals,Paladin,Arugal,85 - 52,62%
462,1814,Nerfpie,Warrior,Arugal,122 - 92,57%
462,1814,Ognij,Priest,Arugal,270 - 261,51%
