Rank,Rating,Name,Class,Server,Win_Loss,Win_Perc
45,1970,Twotoe,Shaman,Arugal,76 - 44,63%
46,1969,Shishamoney,Shaman,Arugal,45 - 15,75%
47,1968,Twitchbabztv,Shaman,Arugal,127 - 79,62%
48,1965,Thraxyjr,Warlock,Arugal,70 - 52,57%
49,1962,Popeshow,Priest,Arugal,73 - 31,70%
50,1961,Tef,Warrior,Yojamba,65 - 51,56%
50,1961,Twistard,Paladin,Yojamba,59 - 47,56%
52,1959,Jakdtothetit,Shaman,Arugal,69 - 39,64%
53,1957,Hotspotjr,Priest,Arugal,69 - 19,78%
54,1955,Zendarks,Shaman,Arugal,73 - 44,62%
55,1948,Amordys,Mage,Arugal,46 - 25,65%
56,1947,Seda,DeathKnight,Yojamba,55 - 41,57%
57,1946,Bryansmate,Priest,Arugal,95 - 67,59%
58,1945,Grimdotter,Warlock,Arugal,52 - 20,72%
58,1945,Lvb,Shaman,Arugal,80 - 40,67%
60,1941,Kaem,Shaman,Yojamba,84 - 64,57%
61,1940,Reasonable,Mage,Arugal,56 - 11,84%
61,1940,Woonky,Druid,Arugal,174 - 118,60%
63,1939,Dropnloadz,Warlock,Arugal,66 - 39,63%
64,1937,Pðpeshðw,Paladin,Arugal,73 - 48,60%
64,1937,Losto,Priest,Yojamba,54 - 54,50%
66,1934,Fat,Warlock,Arugal,90 - 53,63%
67,1930,Møñstèr,Shaman,Arugal,90 - 69,57%
68,1928,Crumplet,Shaman,Arugal,110 - 73,60%
68,1928,Tristanpal,Paladin,Arugal,159 - 109,59%
68,1928,Nikes,Paladin,Arugal,105 - 74,59%
71,1926,Paulmorphy,Druid,Arugal,53 - 28,65%
71,1926,Ally,Priest,Arugal,105 - 80,57%
73,1924,Denker,Warlock,Arugal,139 - 92,60%
73,1924,Tomtank,Druid,Arugal,96 - 68,59%
75,1923,Pâlädín,Paladin,Arugal,91 - 53,63%
75,1923,Iitsapaladin,Paladin,Arugal,44 - 26,63%
77,1922,Tainax,Mage,Arugal,81 - 58,58%
78,1921,Urs,Druid,Arugal,106 - 82,56%
79,1919,Lichybichy,DeathKnight,Arugal,186 - 102,65%
79,1919,Straawbella,Mage,Arugal,176 - 135,57%
81,1918,Aightson,DeathKnight,Arugal,61 - 32,66%
81,1918,Davelol,Shaman,Arugal,77 - 51,60%
81,1918,Formi,Mage,Arugal,101 - 77,57%
84,1917,Smokez,Shaman,Arugal,104 - 50,68%
84,1917,Lyzaqu,DeathKnight,Arugal,66 - 48,58%
86,1916,Solved,Shaman,Arugal,56 - 13,81%
87,1915,Prøßlémchïld,Priest,Arugal,69 - 36,66%
88,1911,Pallykillsya,Paladin,Arugal,98 - 47,68%
88,1911,Tyrex,Mage,Arugal,93 - 49,65%
88,1911,Ivandrago,Druid,Arugal,54 - 39,58%
91,1910,Harry,Druid,Arugal,117 - 59,66%
91,1910,Nighteyeslel,Paladin,Arugal,64 - 51,56%
93,1906,Duffyx,Priest,Arugal,84 - 40,68%
94,1905,Vinkzp,Priest,Arugal,125 - 82,60%
94,1905,Elemxnts,Shaman,Arugal,69 - 52,57%
96,1904,Boppinbetty,Paladin,Arugal,47 - 23,67%
96,1904,Thatday,Priest,Arugal,97 - 68,59%
96,1904,Pumpyy,Warlock,Arugal,81 - 57,59%
96,1904,Mladruwu,Druid,Arugal,53 - 47,53%
100,1900,Xown,Priest,Arugal,190 - 133,59%
101,1899,Blessedx,Paladin,Arugal,138 - 95,59%
102,1898,Vodle,Warrior,Arugal,49 - 20,71%
102,1898,Pumpzz,Shaman,Arugal,78 - 51,60%
104,1897,Licorice,Priest,Arugal,103 - 66,61%
104,1897,Catburrito,Druid,Arugal,169 - 129,57%
104,1897,Trispirus,Warrior,Arugal,119 - 93,56%
107,1895,Sterile,Paladin,Arugal,90 - 62,59%
108,1894,Norneth,Warlock,Arugal,61 - 35,64%
108,1894,Chiffyo,Shaman,Arugal,67 - 39,63%
110,1893,Thornraider,Shaman,Arugal,102 - 77,57%
111,1892,Echoing,Shaman,Arugal,60 - 27,69%
112,1891,Rumbö,Paladin,Arugal,81 - 63,56%
113,1888,Nightgods,Warlock,Arugal,48 - 25,66%
114,1887,Cohen,Druid,Arugal,50 - 29,63%
114,1887,Woopigolberg,Paladin,Arugal,67 - 40,63%
116,1885,Laurenconrad,Shaman,Arugal,47 - 31,60%
117,1884,Fazed,Warrior,Arugal,56 - 20,74%
117,1884,Ugaroast,Hunter,Arugal,82 - 48,63%
119,1883,Bigcitylife,Shaman,Arugal,60 - 20,75%
120,1882,Freskâh,Shaman,Arugal,56 - 31,64%
120,1882,Goldeneyez,Shaman,Arugal,74 - 43,63%
122,1881,Incarnation,DeathKnight,Arugal,68 - 43,61%
123,1879,Belquinp,Paladin,Arugal,66 - 33,67%
124,1878,Jóhny,Priest,Arugal,47 - 34,58%
125,1877,Vinoz,Warrior,Arugal,94 - 76,55%
126,1871,Zendarktica,Hunter,Arugal,93 - 52,64%
126,1871,Belquinx,Shaman,Arugal,90 - 55,62%
126,1871,Larissalia,Paladin,Arugal,96 - 84,53%
126,1871,Teers,Shaman,Arugal,148 - 131,53%
130,1870,Booze,Shaman,Arugal,71 - 54,57%
130,1870,Pikanoss,DeathKnight,Arugal,84 - 83,50%
132,1869,Killingnewbs,DeathKnight,Arugal,61 - 39,61%
133,1866,Bazx,Mage,Arugal,39 - 18,68%
133,1866,Ëj,Rogue,Arugal,39 - 18,68%
133,1866,Oxz,Priest,Arugal,39 - 18,68%
133,1866,Pandoræ,Paladin,Arugal,87 - 69,56%
137,1865,Directorc,Priest,Arugal,76 - 78,49%
138,1864,Johnytsunami,Warrior,Arugal,62 - 24,72%
138,1864,Lagbugdc,Hunter,Arugal,56 - 29,66%
140,1863,Kalopsia,Priest,Remulos,86 - 62,58%
140,1863,Nathri,Paladin,Remulos,86 - 62,58%
140,1863,Purgehub,Shaman,Remulos,86 - 62,58%
140,1863,Breakingdawn,DeathKnight,Remulos,86 - 62,58%
144,1860,Radley,Mage,Arugal,46 - 22,68%
144,1860,Jidoc,Priest,Arugal,83 - 54,61%
144,1860,Pòpeshów,Priest,Arugal,77 - 62,55%
147,1859,Xd,Shaman,Arugal,121 - 64,65%
147,1859,Dîzzy,Warrior,Arugal,89 - 59,60%
149,1858,Purplex,Warlock,Arugal,55 - 29,65%
150,1857,Pôwèrfülsørc,Mage,Arugal,49 - 28,64%
150,1857,Piinga,Shaman,Arugal,66 - 39,63%
150,1857,Durbzx,Warrior,Arugal,66 - 39,63%
153,1856,Thraxe,Warrior,Arugal,55 - 30,65%
153,1856,Reconus,Priest,Arugal,81 - 51,61%
155,1855,Pxd,Paladin,Arugal,120 - 68,64%
156,1851,Doon,Shaman,Arugal,70 - 34,67%
157,1850,Psyfiend,Priest,Arugal,51 - 28,65%
158,1849,Saeyønara,Priest,Arugal,38 - 22,63%
158,1849,Dog,Warrior,Arugal,68 - 46,60%
160,1845,Filthymutt,Priest,Arugal,71 - 46,61%
161,1843,Donaldtrump,Paladin,Arugal,54 - 16,77%
162,1842,Nk,Shaman,Arugal,116 - 72,62%
162,1842,Belladin,Paladin,Arugal,47 - 31,60%
164,1840,Wap,Shaman,Arugal,74 - 33,69%
164,1840,Lagbugddosdc,Paladin,Arugal,44 - 27,62%
166,1838,Honkforheals,Paladin,Arugal,85 - 66,56%
167,1837,Jah,Priest,Arugal,73 - 40,65%
167,1837,Drbaconz,DeathKnight,Arugal,56 - 37,60%
169,1836,Cqb,DeathKnight,Arugal,69 - 37,65%
169,1836,Trapps,Druid,Arugal,66 - 50,57%
169,1836,Turdfergusón,Paladin,Arugal,83 - 79,51%
172,1835,Featherfeet,Shaman,Arugal,40 - 19,68%
172,1835,Rerollscrub,Paladin,Arugal,75 - 48,61%
174,1834,Drakins,Warrior,Arugal,65 - 24,73%
175,1833,Comaner,Druid,Arugal,64 - 34,65%
175,1833,Riggered,Paladin,Arugal,66 - 52,56%
177,1832,Parrotfish,Shaman,Arugal,140 - 106,57%
177,1832,Madmannwind,DeathKnight,Arugal,151 - 164,48%
179,1831,Soapaliou,Shaman,Arugal,66 - 66,50%
179,1831,Valamorghuls,Priest,Arugal,192 - 202,49%
179,1831,Madcharger,Warrior,Arugal,76 - 83,48%
182,1830,Ador,Paladin,Arugal,79 - 35,69%
182,1830,Qtpii,Warlock,Arugal,49 - 26,65%
184,1828,Prevailspala,Paladin,Arugal,65 - 44,60%
185,1827,Regends,Warrior,Arugal,37 - 27,58%
186,1826,Cleansebot,Paladin,Arugal,45 - 27,62%
186,1826,Voodoomaan,Shaman,Arugal,74 - 51,59%
186,1826,Sugabooga,Shaman,Arugal,85 - 61,58%
189,1825,Saeyo,Paladin,Arugal,67 - 30,69%
190,1824,Apocolytelol,Priest,Arugal,57 - 31,65%
191,1823,Kopriest,Priest,Arugal,66 - 65,50%
192,1822,Formrage,Druid,Arugal,64 - 37,63%
192,1822,Tbx,DeathKnight,Arugal,103 - 66,61%
194,1821,Humanchild,DeathKnight,Arugal,105 - 62,63%
194,1821,Sunrise,Druid,Arugal,57 - 42,58%
196,1819,Imtrashh,Druid,Arugal,62 - 50,55%
197,1817,Feetiesplz,,Arugal,41 - 21,66%
198,1814,Bamesjules,Warlock,Arugal,68 - 44,61%
199,1813,Devot,Paladin,Arugal,166 - 174,49%
200,1812,Futajr,Shaman,Arugal,104 - 64,62%
200,1812,Gèoffers,DeathKnight,Arugal,38 - 24,61%
200,1812,Flickmatotem,Shaman,Arugal,60 - 50,55%
203,1811,Magikuwu,DeathKnight,Arugal,48 - 44,52%
204,1809,Cringepally,Paladin,Arugal,71 - 30,70%
204,1809,Skymind,DeathKnight,Arugal,33 - 18,65%
204,1809,Croquettes,Priest,Arugal,41 - 24,63%
207,1808,Hëålßøt,Paladin,Arugal,55 - 37,60%
207,1808,Zelbie,Priest,Arugal,126 - 85,60%
207,1808,Reckowning,Shaman,Arugal,105 - 105,50%
210,1806,Retadins,,Arugal,64 - 79,45%
211,1805,Bipbopbip,Priest,Arugal,68 - 50,58%
211,1805,Dylangs,Shaman,Arugal,80 - 65,55%
213,1804,Imposing,DeathKnight,Arugal,59 - 16,79%
213,1804,Jmê,Shaman,Arugal,54 - 35,61%
213,1804,Donkeyk,DeathKnight,Arugal,36 - 25,59%
213,1804,Cmd,Mage,Arugal,44 - 32,58%
213,1804,Pallybabe,Paladin,Arugal,91 - 96,49%
218,1803,Doubledip,Warrior,Arugal,76 - 52,59%
218,1803,Wcyd,Hunter,Arugal,52 - 40,57%
218,1803,Awtysm,Shaman,Arugal,75 - 61,55%
218,1803,Jwxonevnine,Priest,Arugal,49 - 43,53%
218,1803,Jahcane,Mage,Arugal,97 - 100,49%
223,1802,Ej,Rogue,Arugal,38 - 19,67%
223,1802,Riptzilla,Shaman,Arugal,75 - 85,47%
225,1801,Lonelymage,Mage,Arugal,32 - 17,65%
225,1801,Notchen,Priest,Arugal,82 - 58,59%
227,1798,Starnzy,Paladin,Arugal,105 - 72,59%
227,1798,Èâsÿtøßëåt,Shaman,Arugal,37 - 26,59%
227,1798,Gosuwater,Shaman,Yojamba,58 - 44,57%
227,1798,Tontonton,Priest,Yojamba,58 - 44,57%
231,1797,Cogitatus,Mage,Arugal,65 - 57,53%
232,1796,Kassaa,Warrior,Yojamba,51 - 39,57%
232,1796,Aiyamama,Paladin,Yojamba,51 - 39,57%
234,1795,Kozé,Shaman,Arugal,45 - 27,62%
235,1794,Raisham,Shaman,Arugal,35 - 28,56%
236,1789,Pinkdk,DeathKnight,Yojamba,112 - 90,55%
236,1789,Brathdk,DeathKnight,Arugal,51 - 42,55%
236,1789,Tuotuotuoo,Shaman,Yojamba,92 - 78,54%
236,1789,Mechatron,Warrior,Yojamba,98 - 84,54%
240,1788,Jgos,Shaman,Arugal,85 - 58,59%
240,1788,Jiddon,Druid,Arugal,48 - 33,59%
242,1787,Blazeybill,Hunter,Arugal,52 - 26,67%
243,1786,Freskahx,Warrior,Arugal,99 - 64,61%
243,1786,Üuü,DeathKnight,Yojamba,82 - 56,59%
243,1786,Elbzerqo,Shaman,Arugal,83 - 85,49%
246,1784,Zeezeepie,Mage,Arugal,102 - 67,60%
246,1784,Louispee,Priest,Arugal,35 - 32,52%
248,1783,Kelpshow,Priest,Arugal,55 - 37,60%
248,1783,Tonrow,Paladin,Arugal,82 - 70,54%
250,1782,Spiderpallyz,Paladin,Arugal,76 - 35,68%
250,1782,Binsdawg,Shaman,Arugal,47 - 53,47%
252,1781,Healsg,Priest,Arugal,49 - 48,51%
252,1781,Aluiet,Warrior,Arugal,55 - 69,44%
252,1781,Okaymace,DeathKnight,Arugal,55 - 69,44%
255,1780,Orbìt,Paladin,Arugal,43 - 44,49%
256,1779,Flatstick,Warlock,Arugal,34 - 17,67%
256,1779,Lilhulk,Paladin,Arugal,79 - 48,62%
258,1778,Da,Shaman,Arugal,130 - 93,58%
258,1778,Spikec,Shaman,Arugal,91 - 75,55%
260,1777,Chikkagoh,Paladin,Yojamba,44 - 37,54%
261,1776,Bazah,Shaman,Arugal,30 - 1,97%
261,1776,Kapoue,Priest,Arugal,46 - 24,66%
261,1776,Akhmed,Rogue,Arugal,71 - 48,60%
261,1776,Rotyou,Warlock,Arugal,74 - 54,58%
261,1776,Guntaar,DeathKnight,Yojamba,67 - 77,47%
266,1775,Slyxer,Shaman,Arugal,29 - 12,71%
266,1775,Sverl,Shaman,Arugal,91 - 84,52%
268,1774,Fiskerzp,Paladin,Arugal,43 - 31,58%
269,1773,Nônámë,Shaman,Arugal,57 - 37,61%
269,1773,Smallpipi,Warlock,Yojamba,54 - 53,50%
271,1772,Duffgunz,Shaman,Arugal,48 - 26,65%
272,1771,Apakabar,Shaman,Arugal,107 - 79,58%
272,1771,Dulator,Warrior,Arugal,88 - 95,48%
274,1770,Busted,Druid,Arugal,47 - 26,64%
274,1770,Foxhaven,Paladin,Arugal,95 - 60,61%
274,1770,Doz,Priest,Arugal,40 - 29,58%
277,1769,Xmdz,DeathKnight,Yojamba,40 - 29,58%
277,1769,Rad,Paladin,Arugal,97 - 95,51%
279,1768,Lbz,DeathKnight,Arugal,68 - 59,54%
279,1768,Gankz,Priest,Arugal,88 - 83,51%
279,1768,Holybringer,Paladin,Arugal,121 - 127,49%
282,1767,Mitchicles,Shaman,Arugal,83 - 64,56%
282,1767,Smokedogg,Priest,Arugal,66 - 63,51%
284,1766,Nkx,Paladin,Arugal,31 - 12,72%
285,1765,Pøêstõrêìñð,Shaman,Arugal,27 - 24,53%
285,1765,Eythrael,Priest,Arugal,96 - 95,50%
287,1764,Pyroze,Hunter,Arugal,82 - 56,59%
287,1764,Carried,Rogue,Arugal,33 - 25,57%
287,1764,Chopzlol,Paladin,Arugal,33 - 25,57%
287,1764,Carnilol,DeathKnight,Arugal,33 - 25,57%
287,1764,Jodyhiroller,Shaman,Arugal,33 - 25,57%
287,1764,Takenote,Shaman,Arugal,65 - 56,54%
287,1764,Vernyy,Warlock,Arugal,59 - 52,53%
294,1763,Ptz,Warrior,Arugal,53 - 36,60%
294,1763,Jizxy,DeathKnight,Arugal,81 - 75,52%
296,1762,Mirrian,Priest,Arugal,74 - 46,62%
296,1762,Vobsmart,Paladin,Arugal,47 - 35,57%
298,1761,Nuttyz,Mage,Arugal,31 - 17,65%
298,1761,Needuman,Paladin,Yojamba,82 - 101,45%
300,1760,Holyxingxing,Paladin,Yojamba,101 - 84,55%
300,1760,Youwouldrün,Druid,Arugal,54 - 51,51%
300,1760,Lilvalheru,Warrior,Yojamba,115 - 140,45%
303,1759,Keanuneeds,Druid,Arugal,51 - 53,49%
304,1758,Mlaj,Warlock,Arugal,31 - 26,54%
304,1758,Alkina,Paladin,Arugal,28 - 27,51%
306,1757,Bandos,DeathKnight,Arugal,58 - 44,57%
306,1757,Youwon,Warlock,Arugal,52 - 62,46%
308,1756,Mirah,Druid,Arugal,56 - 32,64%
308,1756,Tacofriday,Shaman,Arugal,58 - 36,62%
308,1756,Membaberry,Paladin,Arugal,60 - 43,58%
308,1756,Desperado,Warrior,Yojamba,74 - 60,55%
312,1755,Vinkz,Paladin,Arugal,33 - 12,73%
312,1755,Daretwo,Hunter,Arugal,75 - 65,54%
312,1755,Jíg,Paladin,Arugal,87 - 77,53%
315,1754,Kengdj,Paladin,Arugal,64 - 42,60%
315,1754,Náni,Shaman,Arugal,41 - 31,57%
315,1754,Ohmikey,Warlock,Arugal,41 - 31,57%
315,1754,Sophkel,Mage,Arugal,86 - 78,52%
319,1753,Oryphys,Mage,Arugal,47 - 28,63%
320,1752,Xiunifan,Priest,Arugal,44 - 20,69%
320,1752,Vaybae,DeathKnight,Arugal,58 - 43,57%
320,1752,Mirkocrocop,Shaman,Arugal,60 - 49,55%
323,1751,Stangerx,Priest,Arugal,34 - 15,69%
324,1750,Sgtstedenko,Paladin,Arugal,42 - 18,70%
324,1750,Mufdvr,Warrior,Arugal,42 - 18,70%
324,1750,Tortcha,Warlock,Arugal,41 - 27,60%
324,1750,Spluddle,Paladin,Arugal,72 - 49,60%
324,1750,Roycephus,Warlock,Arugal,84 - 65,56%
324,1750,Lexappeal,Paladin,Arugal,51 - 57,47%
330,1748,Reassuring,Warlock,Arugal,84 - 75,53%
331,1747,Holycrape,Priest,Arugal,88 - 66,57%
331,1747,Croissantjr,Priest,Yojamba,49 - 39,56%
333,1746,Krazep,Paladin,Arugal,69 - 53,57%
334,1745,Vultrux,Hunter,Arugal,29 - 11,72%
334,1745,Ssjremix,Paladin,Arugal,120 - 99,55%
334,1745,Blkjinn,Shaman,Yojamba,55 - 46,54%
337,1744,Zzee,Paladin,Arugal,103 - 77,57%
337,1744,Garacantx,DeathKnight,Arugal,124 - 124,50%
339,1743,Laia,Paladin,Yojamba,82 - 73,53%
339,1743,Vanishxo,Priest,Arugal,111 - 101,52%
339,1743,Barbaric,DeathKnight,Arugal,52 - 72,42%
342,1742,Waaghh,Shaman,Arugal,84 - 54,61%
342,1742,Tduck,Shaman,Arugal,64 - 48,57%
344,1741,Dispelbot,Priest,Yojamba,118 - 85,58%
344,1741,Peteezy,Warrior,Arugal,45 - 36,56%
344,1741,Dyràn,Warrior,Arugal,28 - 32,47%
347,1740,Auriala,Paladin,Yojamba,101 - 69,59%
347,1740,Teriyke,Priest,Yojamba,55 - 39,59%
347,1740,Darkjump,Paladin,Arugal,72 - 54,57%
347,1740,Tawhiki,Shaman,Arugal,56 - 50,53%
351,1739,Oofsupplier,Shaman,Arugal,102 - 75,58%
351,1739,Poisty,Priest,Arugal,62 - 47,57%
351,1739,Missgranger,Mage,Arugal,44 - 42,51%
354,1738,Twosodas,Druid,Arugal,52 - 28,65%
354,1738,Blondebeauty,DeathKnight,Arugal,61 - 46,57%
354,1738,Raiv,Priest,Arugal,46 - 36,56%
357,1737,Turk,Warlock,Arugal,32 - 18,64%
357,1737,Seewizzy,Priest,Arugal,54 - 33,62%
357,1737,Raidwar,Warrior,Arugal,52 - 32,62%
357,1737,Sinmage,Mage,Arugal,95 - 109,47%
361,1736,Shrektya,Warrior,Arugal,41 - 29,59%
361,1736,Lexdksic,DeathKnight,Arugal,67 - 58,54%
363,1735,Zelby,Paladin,Arugal,91 - 99,48%
364,1734,Rsham,Shaman,Arugal,34 - 32,52%
365,1733,Nórman,Warlock,Arugal,49 - 40,55%
366,1732,Minidrood,Druid,Yojamba,58 - 58,50%
367,1731,Bochie,Paladin,Yojamba,52 - 51,50%
367,1731,Ditanerr,Priest,Arugal,33 - 36,48%
369,1730,Lagspikedc,Warrior,Arugal,43 - 27,61%
370,1729,Sinxo,Shaman,Arugal,30 - 12,71%
370,1729,Sinxd,Rogue,Arugal,40 - 27,60%
370,1729,Jph,Priest,Arugal,26 - 26,50%
373,1728,Bruiser,Warrior,Arugal,47 - 24,66%
373,1728,Dvk,DeathKnight,Arugal,51 - 36,59%
373,1728,Moistmufin,Druid,Arugal,63 - 45,58%
373,1728,Iroo,Hunter,Arugal,37 - 32,54%
377,1727,Ftz,Warlock,Arugal,30 - 20,60%
377,1727,Guylol,Paladin,Arugal,54 - 43,56%
379,1726,Arkz,Shaman,Arugal,75 - 53,59%
379,1726,Lotso,Paladin,Yojamba,43 - 43,50%
381,1725,Sistergoodes,Paladin,Arugal,32 - 15,68%
381,1725,Omegalol,Shaman,Arugal,28 - 17,62%
381,1725,Goodesy,Shaman,Arugal,43 - 30,59%
381,1725,Shaded,DeathKnight,Arugal,80 - 64,56%
385,1724,Blursty,Shaman,Arugal,34 - 17,67%
386,1723,Satory,Druid,Yojamba,118 - 141,46%
387,1722,Qordis,Warlock,Arugal,67 - 50,57%
387,1722,Ratkong,Warlock,Arugal,50 - 46,52%
389,1721,Smokeagéx,Mage,Arugal,37 - 21,64%
389,1721,Millép,Paladin,Arugal,36 - 23,61%
389,1721,Pureownage,Priest,Arugal,47 - 35,57%
389,1721,Chikkago,Mage,Yojamba,75 - 61,55%
393,1720,Georgesmash,Paladin,Arugal,76 - 34,69%
393,1720,Trraumatize,Warrior,Arugal,67 - 44,60%
393,1720,Vengrbus,Warrior,Yojamba,88 - 75,54%
396,1719,Stevebuscemí,Warlock,Arugal,45 - 30,60%
396,1719,Holyhi,Paladin,Yojamba,105 - 103,50%
398,1718,Firepelican,Shaman,Arugal,58 - 43,57%
399,1717,Cowabunga,Paladin,Arugal,62 - 42,60%
399,1717,Nottauren,Druid,Arugal,71 - 53,57%
399,1717,Zevyn,Priest,Arugal,47 - 38,55%
399,1717,Zzach,Paladin,Arugal,61 - 57,52%
403,1715,Calamitys,Shaman,Arugal,50 - 30,62%
403,1715,Reactions,Rogue,Arugal,45 - 35,56%
403,1715,Freekevc,Shaman,Arugal,79 - 66,54%
403,1715,Yaye,Mage,Yojamba,98 - 91,52%
403,1715,Tremblee,Shaman,Yojamba,149 - 145,51%
403,1715,Dangdang,Warrior,Yojamba,101 - 106,49%
409,1714,Pussiyogurt,Shaman,Arugal,62 - 40,61%
409,1714,Munuc,Warrior,Yojamba,81 - 66,55%
409,1714,Spollo,Paladin,Yojamba,81 - 66,55%
409,1714,Sherrsherr,DeathKnight,Yojamba,81 - 66,55%
413,1713,Nakedchow,Shaman,Arugal,49 - 48,51%
413,1713,Souffléjr,Shaman,Yojamba,61 - 61,50%
413,1713,Foxyhaven,Priest,Arugal,35 - 35,50%
416,1712,Ratge,Shaman,Arugal,76 - 57,57%
416,1712,Fsixsham,Shaman,Yojamba,70 - 61,53%
416,1712,Victrix,Mage,Arugal,94 - 84,53%
416,1712,Mindflays,Priest,Yojamba,35 - 32,52%
416,1712,Aritis,Hunter,Arugal,51 - 53,49%
416,1712,Beershop,DeathKnight,Yojamba,73 - 77,49%
422,1711,Thiq,Druid,Arugal,60 - 43,58%
422,1711,Cyberspace,Druid,Yojamba,87 - 76,53%
422,1711,Madisonbeer,Paladin,Arugal,32 - 28,53%
425,1710,Ponyodruid,Druid,Arugal,37 - 26,59%
426,1709,Gabew,Warrior,Arugal,33 - 14,70%
426,1709,Liltharg,Warrior,Arugal,65 - 35,65%
426,1709,Payyourtick,DeathKnight,Arugal,41 - 23,64%
426,1709,Dadagoatx,Shaman,Yojamba,37 - 21,64%
430,1708,Shabz,Priest,Arugal,56 - 32,64%
430,1708,Wär,Warrior,Arugal,33 - 30,52%
432,1706,Soulsource,Paladin,Arugal,51 - 36,59%
432,1706,Prevails,Priest,Arugal,34 - 24,59%
432,1706,Dkish,DeathKnight,Arugal,35 - 27,56%
435,1705,Strawberrie,Warlock,Yojamba,96 - 58,62%
436,1704,Glennmcgrath,Rogue,Arugal,31 - 23,57%
436,1704,Surial,Priest,Arugal,43 - 36,54%
436,1704,Turtleshock,Shaman,Arugal,31 - 27,53%
436,1704,Duskmage,DeathKnight,Arugal,65 - 64,50%
440,1703,Fab,Paladin,Arugal,29 - 14,67%
440,1703,Iith,Shaman,Yojamba,59 - 44,57%
440,1703,Gbx,Priest,Arugal,65 - 56,54%
440,1703,Floosep,Paladin,Yojamba,98 - 85,54%
440,1703,Warpvp,Warrior,Arugal,36 - 46,44%
445,1702,Omaha,Shaman,Arugal,27 - 10,73%
445,1702,Vxlongjohnsn,DeathKnight,Arugal,54 - 33,62%
445,1702,Solite,Priest,Yojamba,83 - 71,54%
448,1701,Melorola,Warlock,Arugal,35 - 19,65%
448,1701,Supcakez,Rogue,Remulos,46 - 40,53%
448,1701,Crazeyxoxo,Warrior,Arugal,39 - 37,51%
451,1700,Sangabanga,Paladin,Arugal,36 - 23,61%
451,1700,Zjocoura,Paladin,Arugal,51 - 41,55%
453,1699,Tomseleck,Priest,Yojamba,90 - 51,64%
453,1699,Phatx,Priest,Arugal,34 - 24,59%
453,1699,Lycanthrope,Shaman,Yojamba,109 - 103,51%
456,1698,Faex,Mage,Arugal,68 - 42,62%
456,1698,Pianastyle,Priest,Arugal,34 - 26,57%
456,1698,Harveyy,Warrior,Arugal,27 - 22,55%
459,1697,Mookie,Shaman,Arugal,43 - 24,64%
459,1697,Jacksparow,Warrior,Yojamba,71 - 41,63%
459,1697,Macholibre,Mage,Arugal,65 - 53,55%
462,1696,Hatethisshjt,Druid,Arugal,48 - 32,60%
